nombre,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
arne maier,MF,1999,22,10,1003,2,4,0,0,17,64,66,2023-2024,bundesliga
linton maina,"FW,MF",1999,31,21,1901,1,3,4,0,109,61,169,2023-2024,bundesliga
patrick mainka,DF,1994,34,34,3060,2,0,1,0,33,122,6,2023-2024,bundesliga
lovro majer,"MF,FW",1998,32,25,2106,5,5,5,0,61,124,140,2023-2024,bundesliga
jordy makengo,DF,2001,20,10,1026,0,0,1,0,27,52,34,2023-2024,bundesliga
julián malatini,DF,2001,11,6,602,1,0,1,0,9,27,7,2023-2024,bundesliga
donyell malen,"FW,MF",1999,27,21,1781,13,1,5,0,73,57,163,2023-2024,bundesliga
lennard maloney,MF,1999,29,27,2284,1,1,1,0,3,62,17,2023-2024,bundesliga
david mamutovic,"FW,DF",2000,2,0,11,0,0,0,0,0,0,0,2023-2024,bundesliga
braydon manu,MF,1997,4,3,171,0,0,1,0,5,1,9,2023-2024,bundesliga
omar marmoush,"FW,MF",1999,29,27,2301,12,6,7,0,88,60,165,2023-2024,bundesliga
eric martel,MF,2002,30,29,2457,1,1,6,0,21,75,35,2023-2024,bundesliga
erhan mašović,"DF,MF",1998,29,24,2219,0,0,7,0,15,47,10,2023-2024,bundesliga
roberto massimo,"FW,DF",2000,5,0,84,0,0,1,0,3,3,6,2023-2024,bundesliga
jean mattéo bahoya,"MF,FW",2005,8,1,177,0,0,0,0,6,3,22,2023-2024,bundesliga
philipp max,DF,1993,23,17,1350,1,2,2,0,25,63,56,2023-2024,bundesliga
eric maxim choupo-moting,"MF,FW",1989,27,7,717,2,2,1,0,23,21,71,2023-2024,bundesliga
noussair mazraoui,DF,1997,19,15,1197,0,3,3,0,34,103,79,2023-2024,bundesliga
kevin mbabu,DF,1995,25,22,2047,0,2,5,0,70,84,106,2023-2024,bundesliga
noah mbamba,MF,2005,3,0,16,0,1,0,0,1,2,1,2023-2024,bundesliga
nathanael mbuku,FW,2002,1,0,5,0,0,0,0,1,1,4,2023-2024,bundesliga
marvin mehlem,MF,1997,20,19,1482,3,2,3,0,27,46,73,2023-2024,bundesliga
thomas meunier,DF,1991,8,7,586,0,0,0,0,21,33,25,2023-2024,bundesliga
alexander meyer,GK,1991,8,7,695,0,0,0,0,0,1,0,2023-2024,bundesliga
sven michel,"FW,MF",1990,22,5,583,2,1,2,0,6,14,44,2023-2024,bundesliga
enzo millot,"MF,FW",2002,31,27,2241,5,4,5,0,46,127,167,2023-2024,bundesliga
jovan milošević,"FW,MF",2005,5,0,28,0,0,0,0,1,1,3,2023-2024,bundesliga
kim min-jae,DF,1996,25,22,1970,1,1,3,0,14,131,3,2023-2024,bundesliga
maximilian mittelstädt,DF,1997,31,23,2103,2,4,5,0,70,123,129,2023-2024,bundesliga
marko mladenović,MF,2005,1,0,6,0,0,0,0,0,0,1,2023-2024,bundesliga
max moerstedt,"DF,FW",,1,0,12,0,0,0,0,0,0,1,2023-2024,bundesliga
mateu morey,DF,2000,3,2,110,0,0,0,0,3,6,4,2023-2024,bundesliga
youssoufa moukoko,FW,2004,20,4,625,5,0,1,0,16,15,27,2023-2024,bundesliga
andreas müller,MF,2000,11,2,349,0,0,3,0,3,13,7,2023-2024,bundesliga
jannik müller,"DF,MF",1994,16,12,1134,0,0,5,0,8,31,7,2023-2024,bundesliga
kevin müller,GK,1991,34,34,3060,0,0,1,0,0,0,0,2023-2024,bundesliga
marcus müller,MF,2002,1,0,18,0,0,0,0,0,1,0,2023-2024,bundesliga
thomas müller,"MF,FW",1989,31,20,1654,5,9,0,0,38,82,188,2023-2024,bundesliga
jamal musiala,"MF,FW",2003,24,20,1755,10,5,2,0,103,100,163,2023-2024,bundesliga
florent muslija,"MF,FW",1998,10,0,105,0,0,0,0,6,13,7,2023-2024,bundesliga
phillipp mwene,DF,1994,23,23,1996,1,2,4,1,50,73,93,2023-2024,bundesliga
joakim mæhle,"DF,MF",1997,30,27,2452,2,3,5,0,84,119,137,2023-2024,bundesliga
nathan n'goumou,"FW,MF",2000,32,14,1385,5,2,1,0,52,47,150,2023-2024,bundesliga
stanley n'soki,DF,1999,11,7,631,0,0,3,1,7,37,14,2023-2024,bundesliga
luca netz,DF,2003,30,25,2225,0,4,2,0,46,81,99,2023-2024,bundesliga
manuel neuer,GK,1986,23,23,2053,0,0,1,0,0,8,0,2023-2024,bundesliga
florian neuhaus,MF,1997,25,15,1224,4,2,4,0,30,74,43,2023-2024,bundesliga
jessic ngankam,"FW,MF",2000,7,2,184,0,0,0,1,3,1,11,2023-2024,bundesliga
jessic ngankam,FW,2000,15,2,280,0,0,2,0,2,1,17,2023-2024,bundesliga
moritz nicolas,GK,1997,27,27,2430,0,0,2,0,0,0,0,2023-2024,bundesliga
justin njinmah,FW,2000,24,10,1016,6,2,1,0,36,13,95,2023-2024,bundesliga
niels nkounkou,"DF,MF",2000,29,13,1309,3,2,5,1,55,61,62,2023-2024,bundesliga
felix nmecha,MF,2000,20,10,1021,1,2,3,0,19,45,28,2023-2024,bundesliga
lukas nmecha,FW,1998,3,0,42,1,0,0,0,0,1,5,2023-2024,bundesliga
jonathan norbye,MF,2007,1,0,1,0,0,0,0,0,0,0,2023-2024,bundesliga
alexander nübel,GK,1996,30,30,2700,0,0,1,0,0,1,0,2023-2024,bundesliga
kasim nuhu,DF,1995,1,0,5,0,0,0,0,0,0,0,2023-2024,bundesliga
fabian nürnberger,"DF,MF",1999,21,17,1513,1,1,2,0,35,70,91,2023-2024,bundesliga
tim oermann,DF,2003,16,8,714,0,0,2,0,6,25,7,2023-2024,bundesliga
masaya okugawa,"FW,DF",1996,2,0,32,0,0,0,0,0,1,2,2023-2024,bundesliga
finn ole becker,MF,2000,22,5,606,0,0,1,0,16,36,23,2023-2024,bundesliga
mathias olesen,"MF,FW",2001,6,0,112,0,0,2,1,2,7,2,2023-2024,bundesliga
dani olmo,MF,1998,21,17,1449,4,5,0,0,60,68,111,2023-2024,bundesliga
jonas omlin,GK,1994,7,7,630,0,1,1,0,0,0,0,2023-2024,bundesliga
karim onisiwo,"FW,MF",1992,24,17,1493,1,3,1,0,26,27,111,2023-2024,bundesliga
loïs openda,FW,2000,34,33,2697,24,7,4,0,77,45,226,2023-2024,bundesliga
leon opitz,"FW,DF",2005,3,0,18,0,0,0,0,1,0,2,2023-2024,bundesliga
willi orban,DF,1992,19,18,1582,0,0,2,0,7,97,10,2023-2024,bundesliga
ivan ordets,DF,1992,24,21,1880,1,0,4,0,5,44,7,2023-2024,bundesliga
patrick osterhage,MF,2000,24,21,1861,2,1,5,0,26,64,65,2023-2024,bundesliga
salih özcan,MF,1998,23,13,1184,0,0,3,0,16,57,24,2023-2024,bundesliga
willian pacho,DF,2001,33,33,2970,0,3,7,0,22,148,4,2023-2024,bundesliga
gonçalo paciência,"FW,MF",1994,19,6,650,3,1,3,0,9,21,50,2023-2024,bundesliga
exequiel palacios,MF,1998,24,21,1831,4,4,6,0,24,162,45,2023-2024,bundesliga
miloš pantović,MF,1996,1,0,15,1,0,0,0,1,0,1,2023-2024,bundesliga
antonios papadopoulos,DF,1999,2,1,117,0,0,0,0,0,1,0,2023-2024,bundesliga
merveille papela,"MF,DF",2001,11,3,257,0,0,1,0,6,12,10,2023-2024,bundesliga
leart paqarada,DF,1994,17,11,1075,0,0,0,0,26,45,29,2023-2024,bundesliga
kevin paredes,"FW,MF",2003,28,15,1432,3,0,4,0,34,50,112,2023-2024,bundesliga
felix passlack,DF,1998,15,13,960,2,2,2,1,10,27,42,2023-2024,bundesliga
jiří pavlenka,GK,1992,7,7,630,0,0,0,0,0,0,0,2023-2024,bundesliga
aleksandar pavlovic,MF,2004,19,14,1227,2,2,6,0,14,105,14,2023-2024,bundesliga
mads pedersen,DF,1996,27,19,1786,1,1,5,1,56,66,79,2023-2024,bundesliga
jordan pefok,FW,1996,25,18,1420,5,3,2,0,5,22,73,2023-2024,bundesliga
jordan pefok,FW,1996,1,0,27,0,0,0,0,0,0,1,2023-2024,bundesliga
dženan pejčinović,FW,2005,4,0,37,0,0,1,0,1,0,2,2023-2024,bundesliga
daniel peretz,GK,2000,1,0,17,0,0,0,0,0,0,0,2023-2024,bundesliga
matteo perez vinlöf,FW,2005,1,0,16,0,0,0,0,0,0,1,2023-2024,bundesliga
pavao pervan,GK,1987,9,9,810,0,0,1,0,0,0,0,2023-2024,bundesliga
jens petter hauge,"MF,FW",1999,10,0,147,0,0,0,0,7,6,15,2023-2024,bundesliga
luca pfeiffer,"FW,MF",1996,24,20,1619,1,4,3,0,15,37,81,2023-2024,bundesliga
patric pfeiffer,DF,1999,11,4,511,0,1,0,0,1,19,4,2023-2024,bundesliga
maximilian philipp,"FW,MF",1994,17,1,323,1,0,2,0,3,6,28,2023-2024,bundesliga
florian pick,"MF,FW",1995,22,1,327,0,1,2,0,12,12,34,2023-2024,bundesliga
amos pieper,DF,1998,7,7,590,0,0,0,0,3,24,3,2023-2024,bundesliga
marvin pieringer,"MF,FW",1999,31,18,1513,3,3,5,0,28,41,72,2023-2024,bundesliga
alassane pléa,"FW,MF",1993,27,24,1913,7,4,1,0,56,115,157,2023-2024,bundesliga
ole pohlmann,MF,2001,2,0,54,0,0,0,0,0,0,4,2023-2024,bundesliga
sebastian polter,FW,1991,9,4,446,0,1,0,0,5,13,26,2023-2024,bundesliga
yussuf poulsen,FW,1994,28,12,1217,5,2,0,0,11,16,78,2023-2024,bundesliga
grischa prömel,MF,1995,28,27,2139,4,5,10,1,35,96,60,2023-2024,bundesliga
gustavo puerta,"DF,MF",2003,7,0,46,0,0,0,0,1,8,1,2023-2024,bundesliga
luca raimund,"FW,MF",2005,3,0,30,0,0,1,0,0,1,2,2023-2024,bundesliga
grant ranos,"MF,FW",2003,9,0,49,0,0,0,0,0,3,4,2023-2024,bundesliga
nicolai rapp,DF,1996,2,1,76,0,0,1,0,1,2,0,2023-2024,bundesliga
david raum,DF,1998,31,31,2739,2,8,6,0,77,131,246,2023-2024,bundesliga
rocco reitz,MF,2002,34,24,2136,6,3,2,0,41,110,58,2023-2024,bundesliga
marco reus,"MF,FW",1989,26,18,1601,6,8,2,0,31,64,89,2023-2024,bundesliga
elvis rexhbeçaj,MF,1997,25,24,1985,2,0,4,0,15,91,51,2023-2024,bundesliga
gio reyna,"MF,FW",2002,11,1,280,0,0,1,0,8,20,19,2023-2024,bundesliga
marco richter,"MF,FW",1997,20,7,717,1,0,3,0,20,30,53,2023-2024,bundesliga
clemens riedel,DF,2003,14,9,755,0,0,2,0,4,47,27,2023-2024,bundesliga
manuel riemann,GK,1988,33,33,2970,0,0,5,0,0,19,0,2023-2024,bundesliga
sebastian rode,MF,1990,8,1,61,0,0,0,0,3,11,4,2023-2024,bundesliga
rogério,DF,1998,13,10,906,1,0,0,0,27,57,42,2023-2024,bundesliga
merlin röhl,"MF,FW",2002,24,17,1477,2,4,3,1,44,38,87,2023-2024,bundesliga
frank ronstadt,"DF,MF",1997,4,0,76,0,0,0,0,3,2,4,2023-2024,bundesliga
anthony rouault,DF,2001,22,11,1010,0,2,3,0,8,68,10,2023-2024,bundesliga
jérôme roussillon,DF,1993,23,8,752,0,1,2,0,10,38,29,2023-2024,bundesliga
fabian rüdlin,MF,1997,1,0,7,0,0,0,0,0,1,0,2023-2024,bundesliga
julian ryerson,DF,1997,21,20,1767,4,1,3,0,41,64,118,2023-2024,bundesliga
frederik rønnow,GK,1992,33,33,2970,0,0,2,0,0,1,0,2023-2024,bundesliga
marcel sabitzer,MF,1994,25,23,1961,4,3,3,1,39,111,69,2023-2024,bundesliga
roland sallai,"MF,FW",1997,27,22,1840,3,2,6,0,47,41,139,2023-2024,bundesliga
diadie samassékou,MF,1996,1,0,1,0,0,0,0,0,0,0,2023-2024,bundesliga
jadon sancho,"FW,MF",2000,14,11,947,2,2,1,0,61,62,114,2023-2024,bundesliga
leroy sané,FW,1996,27,25,2137,8,11,4,0,121,113,274,2023-2024,bundesliga
amin sarr,"FW,MF",2001,14,2,386,0,0,0,0,3,12,26,2023-2024,bundesliga
bouna sarr,DF,1992,2,1,106,0,0,0,0,3,2,4,2023-2024,bundesliga
joe scally,DF,2002,31,25,2236,1,4,4,0,39,75,75,2023-2024,bundesliga
andrás schäfer,MF,1999,20,14,1214,1,2,1,1,37,59,71,2023-2024,bundesliga
patrik schick,FW,1996,20,12,1063,7,0,1,0,7,17,88,2023-2024,bundesliga
stefan schimmer,"MF,FW",1994,16,0,153,0,1,0,0,1,2,12,2023-2024,bundesliga
xaver schlager,MF,1997,29,29,2477,0,5,7,0,73,230,45,2023-2024,bundesliga
keven schlotterbeck,DF,1997,27,24,2185,5,1,9,0,9,93,15,2023-2024,bundesliga
nico schlotterbeck,DF,1999,33,32,2859,2,1,4,0,55,186,11,2023-2024,bundesliga
romano schmid,"MF,FW",2000,33,30,2601,4,6,5,0,75,144,165,2023-2024,bundesliga
kenneth schmidt,DF,2002,5,0,68,0,0,0,0,2,4,3,2023-2024,bundesliga
benno schmitz,DF,1994,22,13,1155,0,1,5,0,27,70,47,2023-2024,bundesliga
fabian schnellhardt,MF,1994,10,2,235,0,0,1,0,6,15,9,2023-2024,bundesliga
jan schöppner,MF,1999,26,23,1998,2,2,3,0,16,72,32,2023-2024,bundesliga
marcel schuhen,GK,1993,31,31,2790,0,0,2,0,0,5,0,2023-2024,bundesliga
marvin schwäbe,GK,1995,34,34,3060,0,0,0,0,0,3,0,2023-2024,bundesliga
alexander schwolow,GK,1992,1,1,90,0,0,0,0,0,0,0,2023-2024,bundesliga
nicolas seiwald,MF,2001,21,6,718,0,2,1,0,3,33,4,2023-2024,bundesliga
davie selke,FW,1995,19,16,1265,6,0,3,0,9,17,46,2023-2024,bundesliga
benjamin šeško,FW,2003,31,17,1526,14,2,0,0,21,22,98,2023-2024,bundesliga
kevin sessa,"MF,FW",2000,30,7,1011,3,0,1,0,29,51,48,2023-2024,bundesliga
aaron seydel,FW,1996,16,5,619,1,0,1,0,7,10,35,2023-2024,bundesliga
tim siersleben,DF,2000,14,10,910,0,0,1,0,12,48,1,2023-2024,bundesliga
kiliann sildillia,DF,2002,27,20,1806,0,1,2,1,22,70,58,2023-2024,bundesliga
mohamed simakan,DF,2000,32,23,2138,2,3,8,0,34,106,76,2023-2024,bundesliga
xavi simons,MF,2003,32,32,2653,8,11,11,1,151,187,216,2023-2024,bundesliga
tim skarke,"FW,DF",1996,30,29,2404,8,0,7,0,61,80,190,2023-2024,bundesliga
ellyes skhiri,MF,1995,27,24,2168,2,2,1,0,10,110,28,2023-2024,bundesliga
robert skov,"DF,FW",1996,25,14,1260,3,4,2,0,28,71,92,2023-2024,bundesliga
hrvoje smolčić,DF,2000,11,3,347,1,0,0,0,0,14,0,2023-2024,bundesliga
danilo soares,DF,1991,5,3,351,0,0,0,0,3,15,8,2023-2024,bundesliga
borna sosa,"FW,DF",1998,2,0,46,0,0,0,0,5,2,10,2023-2024,bundesliga
anton stach,MF,1998,31,26,2321,2,3,4,0,49,143,46,2023-2024,bundesliga
anton stach,MF,1998,2,2,170,0,0,0,0,3,8,10,2023-2024,bundesliga
jens stage,MF,1996,30,26,2327,3,1,5,1,24,85,60,2023-2024,bundesliga
josip stanišić,DF,2000,20,13,1261,3,1,3,0,49,92,63,2023-2024,bundesliga
niklas stark,DF,1995,17,12,1088,2,0,4,0,5,37,1,2023-2024,bundesliga
pascal stenzel,DF,1996,23,14,1064,0,5,3,1,34,85,46,2023-2024,bundesliga
leonidas stergiou,DF,2002,15,6,594,1,0,0,0,6,17,22,2023-2024,bundesliga
angelo stiller,MF,2001,1,1,84,0,0,0,0,2,7,3,2023-2024,bundesliga
angelo stiller,MF,2001,31,30,2694,1,5,5,0,37,220,71,2023-2024,bundesliga
kevin stöger,MF,1993,32,32,2668,7,10,8,0,81,283,139,2023-2024,bundesliga
filip stojilković,"FW,MF",2000,6,0,154,0,0,1,0,4,3,10,2023-2024,bundesliga
niklas süle,DF,1995,23,14,1514,1,0,0,0,19,83,9,2023-2024,bundesliga
mattias svanberg,MF,1999,25,20,1715,1,3,8,0,28,84,52,2023-2024,bundesliga
attila szalai,DF,1998,4,4,288,0,0,1,0,2,13,3,2023-2024,bundesliga
attila szalai,DF,1998,3,0,103,0,0,0,0,1,5,0,2023-2024,bundesliga
jonathan tah,DF,1996,31,30,2631,4,1,6,0,17,133,4,2023-2024,bundesliga
edmond tapsoba,DF,1999,28,23,2087,0,1,4,0,49,164,12,2023-2024,bundesliga
mathys tel,"FW,MF",2005,30,6,1050,7,5,2,0,45,27,122,2023-2024,bundesliga
nathan tella,"DF,MF",1999,24,8,819,5,2,2,0,35,28,114,2023-2024,bundesliga
norman theuerkauf,"MF,DF",1987,25,14,1259,0,1,3,0,15,46,17,2023-2024,bundesliga
jan thielmann,"FW,DF",2002,22,20,1579,1,0,4,1,46,51,69,2023-2024,bundesliga
denis thomalla,"MF,FW",1992,21,3,446,0,0,0,0,3,22,19,2023-2024,bundesliga
phillip tietz,FW,1997,34,31,2382,8,4,1,0,19,51,115,2023-2024,bundesliga
steffen tigges,FW,1998,25,6,727,3,0,0,0,9,10,48,2023-2024,bundesliga
umut tohumcu,MF,2004,20,12,1011,0,2,5,0,18,46,27,2023-2024,bundesliga
tiago tomás,"FW,MF",2002,26,11,1032,1,1,3,0,21,17,112,2023-2024,bundesliga
fabio torsiello,"FW,DF",2005,10,1,156,0,0,0,0,2,4,8,2023-2024,bundesliga
lucas tousart,MF,1997,23,18,1572,0,0,5,0,15,51,33,2023-2024,bundesliga
omar traoré,DF,1998,31,29,2472,0,2,5,0,61,78,91,2023-2024,bundesliga
kevin trapp,GK,1990,32,32,2880,0,0,2,0,0,1,0,2023-2024,bundesliga
christopher trimmel,DF,1987,26,19,1646,0,2,2,1,23,86,65,2023-2024,bundesliga
tuta,DF,1999,30,30,2600,1,2,3,2,22,138,46,2023-2024,bundesliga
lukas ullrich,"DF,FW",2004,4,0,47,0,0,0,0,0,0,6,2023-2024,bundesliga
sven ulreich,GK,1988,11,11,990,0,0,1,0,0,0,0,2023-2024,bundesliga
deniz undav,"FW,MF",1996,30,23,2089,18,10,5,0,45,120,182,2023-2024,bundesliga
dayot upamecano,DF,1998,25,19,1762,1,0,3,1,28,137,10,2023-2024,bundesliga
mark uth,"MF,FW",1991,11,3,373,0,1,2,0,12,13,29,2023-2024,bundesliga
josha vagnoman,DF,2000,18,12,1183,2,2,2,0,19,33,67,2023-2024,bundesliga
ruben vargas,"MF,FW",1998,31,25,1962,4,5,3,0,57,77,145,2023-2024,bundesliga
miloš veljković,DF,1995,23,21,1920,2,1,2,0,16,89,13,2023-2024,bundesliga
yorbe vertessen,"FW,MF",2001,13,7,593,3,2,1,0,10,13,39,2023-2024,bundesliga
oscar vilhelmsson,"FW,MF",2003,26,16,1374,4,1,2,0,16,7,72,2023-2024,bundesliga
kevin vogt,DF,1991,16,14,1319,0,0,2,0,16,84,12,2023-2024,bundesliga
kevin vogt,DF,1991,16,16,1323,0,0,5,0,1,41,1,2023-2024,bundesliga
kevin volland,"FW,MF",1992,26,17,1345,3,4,3,2,14,48,96,2023-2024,bundesliga
aster vranckx,MF,2002,24,12,1153,0,0,6,0,3,48,9,2023-2024,bundesliga
luca waldschmidt,"MF,FW",1996,22,14,1146,3,0,0,0,30,46,61,2023-2024,bundesliga
kjell-arik wätjen,"MF,FW",2006,2,1,105,0,1,0,0,3,8,1,2023-2024,bundesliga
wout weghorst,FW,1992,28,24,1977,7,3,4,0,14,57,132,2023-2024,bundesliga
julian weigl,MF,1995,31,31,2764,2,3,10,0,14,105,14,2023-2024,bundesliga
nelson weiper,"FW,MF",2005,5,1,124,0,0,0,0,6,2,20,2023-2024,bundesliga
mitchell weiser,"DF,MF",1994,30,30,2636,3,7,5,0,81,111,189,2023-2024,bundesliga
noah weißhaupt,"DF,FW",2001,24,6,759,1,2,1,0,41,26,84,2023-2024,bundesliga
timo werner,"FW,MF",1996,8,2,207,2,0,0,0,10,6,32,2023-2024,bundesliga
silvan widmer,DF,1993,20,13,1242,1,3,4,0,31,54,63,2023-2024,bundesliga
patrick wimmer,"FW,MF",2001,14,8,589,2,0,3,1,8,15,44,2023-2024,bundesliga
jonas wind,FW,1999,34,31,2651,11,7,3,0,17,88,115,2023-2024,bundesliga
florian wirtz,MF,2003,32,26,2372,11,11,3,0,138,224,306,2023-2024,bundesliga
maximilian wittek,"DF,FW",1995,21,13,1070,3,1,4,0,17,49,64,2023-2024,bundesliga
maximilian wöber,DF,1998,25,24,2066,2,3,4,1,32,128,23,2023-2024,bundesliga
marius wolf,DF,1995,22,12,1166,0,1,2,0,36,59,79,2023-2024,bundesliga
nick woltemade,"FW,MF",2002,30,12,1189,2,0,1,0,21,43,80,2023-2024,bundesliga
jeong woo-yeong,"MF,FW",1999,26,5,633,2,3,1,0,23,22,54,2023-2024,bundesliga
granit xhaka,MF,1992,33,32,2821,3,0,5,0,60,392,53,2023-2024,bundesliga
dan-axel zagadou,DF,1999,19,16,1453,1,0,1,0,2,75,3,2023-2024,bundesliga
bryan zaragoza,"FW,MF",2001,7,1,183,0,0,1,0,14,9,28,2023-2024,bundesliga
robin zentner,GK,1994,30,30,2700,0,0,3,0,0,1,0,2023-2024,bundesliga
cedric zesiger,DF,1998,23,18,1634,0,0,5,0,14,81,3,2023-2024,bundesliga
michael zetterer,GK,1995,27,27,2430,0,0,2,0,0,3,0,2023-2024,bundesliga
christoph zimmermann,DF,1993,19,12,1220,0,0,5,0,7,34,1,2023-2024,bundesliga
simon zoller,"FW,MF",1991,1,0,45,0,0,0,0,0,0,0,2023-2024,bundesliga
lovro zvonarek,"FW,MF",2005,5,1,163,1,0,0,0,7,7,9,2023-2024,bundesliga
