nombre,Posicion,club_actual,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
ivan ilić,MF,Hellas Verona,11,10,851,0,1,1,0,18,39,20,2022-2023,serie-a
ivan ilić,MF,Torino,14,13,1177,2,2,3,0,29,66,28,2022-2023,serie-a
samuel iling-junior,"DF,FW",Juventus,12,1,318,1,1,1,0,11,18,36,2022-2023,serie-a
emirhan i̇lkhan,MF,Torino,4,1,87,0,0,1,0,2,8,3,2022-2023,serie-a
emirhan i̇lkhan,MF,Sampdoria,8,0,113,0,0,0,0,1,5,8,2022-2023,serie-a
ciro immobile,FW,Lazio,31,27,2219,12,5,3,0,40,43,174,2022-2023,serie-a
ardian ismajli,DF,Empoli,25,22,2094,0,0,3,0,10,42,0,2022-2023,serie-a
mihailo ivanović,FW,Sampdoria,1,0,4,0,0,0,0,0,0,0,2022-2023,serie-a
armando izzo,DF,Monza,30,29,2466,1,0,10,0,22,96,29,2022-2023,serie-a
mato jajalo,MF,Udinese,3,0,63,0,0,0,0,0,4,1,2022-2023,serie-a
jesé,FW,Sampdoria,11,1,210,1,1,0,0,1,1,15,2022-2023,serie-a
juan jesus,DF,Napoli,15,10,933,1,0,2,0,14,55,3,2022-2023,serie-a
þórir jóhann helgason,MF,Lecce,12,2,222,0,0,0,0,2,2,5,2022-2023,serie-a
luka jović,"FW,MF",Fiorentina,31,16,1534,6,3,3,0,8,28,75,2022-2023,serie-a
hamed junior traorè,"MF,FW",Sassuolo,11,6,591,0,3,1,0,14,26,36,2022-2023,serie-a
yayah kallon,"MF,FW",Hellas Verona,22,8,860,1,1,1,0,33,22,64,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
pierre kalulu,DF,Milan,34,26,2548,1,0,4,0,52,138,43,2022-2023,serie-a
yann karamoh,"MF,FW",Torino,21,7,716,4,0,2,0,27,12,74,2022-2023,serie-a
rick karsdorp,DF,Roma,13,8,711,0,0,0,0,16,24,33,2022-2023,serie-a
denso kasius,DF,Bologna,7,4,342,0,2,1,0,9,9,21,2022-2023,serie-a
grigoris kastanos,"MF,DF",Salernitana,28,13,1286,2,1,4,0,27,57,59,2022-2023,serie-a
moise kean,FW,Juventus,28,11,995,6,0,5,1,30,13,76,2022-2023,serie-a
jakub kiwior,DF,Spezia,17,17,1443,0,0,3,0,13,37,6,2022-2023,serie-a
simon kjær,DF,Milan,17,12,1007,0,0,4,0,3,45,1,2022-2023,serie-a
teun koopmeiners,MF,Atalanta,33,32,2858,10,4,7,0,60,186,106,2022-2023,serie-a
filip kostić,"DF,FW",Juventus,37,33,2564,3,8,3,0,101,78,230,2022-2023,serie-a
christian kouamé,FW,Fiorentina,28,22,1866,4,4,5,0,50,54,203,2022-2023,serie-a
viktor kovalenko,MF,Spezia,18,7,548,0,0,1,0,4,22,28,2022-2023,serie-a
julian kristoffersen,FW,Salernitana,1,0,18,0,0,0,0,0,0,2,2022-2023,serie-a
raimonds krollis,"FW,DF",Spezia,4,0,36,0,0,0,0,1,2,4,2022-2023,serie-a
rade krunić,MF,Milan,23,18,1657,0,1,8,0,31,73,21,2022-2023,serie-a
marash kumbulla,DF,Roma,7,5,259,0,0,1,1,2,8,1,2022-2023,serie-a
khvicha kvaratskhelia,FW,Napoli,34,30,2518,12,10,1,0,139,91,291,2022-2023,serie-a
giorgos kyriakopoulos,"DF,FW",Bologna,12,8,704,0,2,2,0,21,23,50,2022-2023,serie-a
giorgos kyriakopoulos,"FW,DF",Sassuolo,12,9,766,1,1,3,0,17,32,46,2022-2023,serie-a
sam lammers,FW,Sampdoria,19,13,1100,1,1,1,0,17,19,65,2022-2023,serie-a
sam lammers,FW,Empoli,14,10,883,1,1,0,0,9,19,67,2022-2023,serie-a
kevin lasagna,"FW,MF",Hellas Verona,26,17,1572,1,2,2,0,36,19,105,2022-2023,serie-a
armand lauriente,FW,Sassuolo,28,27,2175,7,6,10,1,127,90,263,2022-2023,serie-a
valentino lazaro,DF,Torino,23,15,1373,0,3,4,0,44,74,84,2022-2023,serie-a
marko lazetić,FW,Milan,1,0,9,0,0,1,0,0,0,3,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
darko lazović,"MF,DF",Hellas Verona,30,27,2242,4,5,0,0,72,81,167,2022-2023,serie-a
manuel lazzari,DF,Lazio,28,22,1879,0,0,8,0,98,64,74,2022-2023,serie-a
rafael leão,"FW,MF",Milan,35,28,2421,15,8,7,1,136,122,235,2022-2023,serie-a
mehdi léris,"MF,DF",Sampdoria,32,29,2460,1,1,13,0,56,62,165,2022-2023,serie-a
karol linetty,MF,Torino,32,22,1886,1,0,8,0,27,73,32,2022-2023,serie-a
marcin listkowski,"MF,FW",Lecce,5,0,77,0,0,0,0,6,1,4,2022-2023,serie-a
diego llorente,DF,Roma,9,5,573,0,0,0,0,2,12,3,2022-2023,serie-a
stanislav lobotka,MF,Napoli,38,34,3101,1,1,2,0,51,172,39,2022-2023,serie-a
manuel locatelli,MF,Juventus,32,29,2446,0,2,8,0,25,134,37,2022-2023,serie-a
luka lochoshvili,DF,Cremonese,25,22,1839,1,2,4,0,17,70,5,2022-2023,serie-a
ademola lookman,"FW,MF",Atalanta,31,20,1729,13,6,3,0,73,79,185,2022-2023,serie-a
maxime lopez,MF,Sassuolo,30,25,2296,0,0,11,0,54,210,40,2022-2023,serie-a
matteo lovato,DF,Salernitana,17,8,814,0,0,2,0,1,8,1,2022-2023,serie-a
sandi lovrić,MF,Udinese,37,28,2335,5,6,4,0,42,105,90,2022-2023,serie-a
hirving lozano,FW,Napoli,32,20,1605,3,3,3,0,86,49,190,2022-2023,serie-a
jhon lucumí,DF,Bologna,33,33,2900,0,1,8,0,37,84,6,2022-2023,serie-a
josé luis palomino,DF,Atalanta,15,8,759,1,0,4,0,3,29,3,2022-2023,serie-a
romelu lukaku,FW,Inter,25,19,1660,10,6,1,0,34,41,159,2022-2023,serie-a
saša lukić,MF,Torino,16,13,1195,2,0,4,0,26,44,33,2022-2023,serie-a
sebastiano luperto,DF,Empoli,36,36,3135,2,0,4,2,13,72,3,2022-2023,serie-a
charalampos lykogiannis,DF,Bologna,21,11,1108,2,0,3,0,32,60,47,2022-2023,serie-a
giulio maggiore,MF,Salernitana,16,11,894,0,0,2,0,7,53,13,2022-2023,serie-a
giangiacomo magnani,DF,Hellas Verona,24,19,1532,0,1,7,1,5,32,5,2022-2023,serie-a
mike maignan,GK,Milan,22,22,1978,0,1,0,0,0,1,0,2022-2023,serie-a
jordan majchrzak,FW,Roma,1,0,14,0,0,0,0,0,0,1,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
jean-victor makengo,MF,Udinese,16,11,805,0,1,2,0,18,36,31,2022-2023,serie-a
lorenzo malagrida,"MF,DF",Sampdoria,6,0,109,0,0,2,0,1,4,10,2022-2023,serie-a
daniel maldini,"FW,MF",Spezia,18,4,628,2,0,1,0,13,10,34,2022-2023,serie-a
youssef maleh,MF,Fiorentina,7,4,297,0,0,2,0,3,11,17,2022-2023,serie-a
youssef maleh,MF,Lecce,17,7,674,0,1,3,0,9,19,19,2022-2023,serie-a
ruslan malinovskyi,"MF,FW",Atalanta,15,5,553,1,2,2,0,19,50,36,2022-2023,serie-a
gianluca mancini,DF,Roma,35,33,2858,1,2,7,0,17,93,19,2022-2023,serie-a
rolando mandragora,MF,Fiorentina,29,22,1950,2,4,8,0,18,142,59,2022-2023,serie-a
federico marchetti,GK,Spezia,1,0,66,0,0,0,1,0,0,0,2022-2023,serie-a
riccardo marchizza,DF,Sassuolo,10,3,283,0,1,1,0,3,15,15,2022-2023,serie-a
gian marco ferrari,DF,Sassuolo,33,24,2223,1,0,5,0,11,101,4,2022-2023,serie-a
pablo marí,DF,Monza,30,28,2487,1,0,4,0,6,57,3,2022-2023,serie-a
răzvan marin,MF,Empoli,33,28,2538,2,4,7,0,35,118,27,2022-2023,serie-a
marlon,DF,Monza,28,18,1592,0,0,7,1,19,63,12,2022-2023,serie-a
luca marrone,DF,Monza,2,2,135,0,0,0,0,0,4,0,2022-2023,serie-a
lautaro martínez,FW,Inter,38,27,2576,21,6,3,0,49,83,172,2022-2023,serie-a
lucas martínez quarta,DF,Fiorentina,27,25,2171,1,1,6,0,19,119,6,2022-2023,serie-a
adam marušić,DF,Lazio,33,31,2760,0,2,8,1,38,116,43,2022-2023,serie-a
adam masina,DF,Udinese,14,8,789,2,0,2,0,4,24,6,2022-2023,serie-a
nemanja matić,MF,Roma,35,16,1852,2,2,5,0,50,134,17,2022-2023,serie-a
luís maximiano,GK,Lazio,1,1,5,0,0,0,1,0,0,0,2022-2023,serie-a
pasquale mazzocchi,DF,Salernitana,27,23,1958,2,3,2,0,70,60,102,2022-2023,serie-a
weston mckennie,"MF,DF",Juventus,15,13,1052,1,1,0,0,19,39,54,2022-2023,serie-a
gary medel,"MF,DF",Bologna,29,17,1478,0,1,5,0,1,58,5,2022-2023,serie-a
soualiho meïté,MF,Cremonese,31,28,2366,0,2,5,0,26,82,22,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
alex meret,GK,Napoli,34,34,3060,0,0,0,0,0,0,0,2022-2023,serie-a
yıldırım mert çetin,DF,Lecce,1,1,20,0,0,0,0,0,0,0,2022-2023,serie-a
junior messias,"FW,DF",Milan,25,19,1498,5,2,3,0,45,54,137,2022-2023,serie-a
tommaso milanese,MF,Cremonese,2,0,27,0,0,0,0,2,2,1,2022-2023,serie-a
nikola milenković,DF,Fiorentina,27,23,2137,2,1,4,0,9,78,3,2022-2023,serie-a
arkadiusz milik,FW,Juventus,27,17,1586,7,1,3,1,10,34,85,2022-2023,serie-a
sergej milinković-savić,MF,Lazio,36,34,3022,9,8,10,0,47,166,129,2022-2023,serie-a
vanja milinković-savić,GK,Torino,38,38,3420,0,0,4,0,0,0,0,2022-2023,serie-a
kim min-jae,DF,Napoli,35,35,3050,2,2,5,0,42,169,8,2022-2023,serie-a
aleksei miranchuk,MF,Torino,29,24,2089,4,5,0,0,47,99,105,2022-2023,serie-a
antonio mirante,GK,Milan,1,0,2,0,0,0,0,0,0,0,2022-2023,serie-a
fabio miretti,"MF,FW",Juventus,27,14,1234,0,2,2,0,33,60,85,2022-2023,serie-a
filippo missori,DF,Roma,3,2,181,0,0,1,0,1,0,3,2022-2023,serie-a
henrikh mkhitaryan,MF,Inter,31,24,1986,3,2,4,0,48,133,74,2022-2023,serie-a
salvatore molina,DF,Monza,5,1,229,0,0,1,0,9,7,22,2022-2023,serie-a
daniele montevago,FW,Sampdoria,6,3,231,0,0,1,0,1,0,10,2022-2023,serie-a
lorenzo montipò,GK,Hellas Verona,37,37,3330,0,0,1,0,0,0,0,2022-2023,serie-a
nikola moro,MF,Bologna,26,12,1226,1,5,1,0,24,102,35,2022-2023,serie-a
dany mota,"FW,MF",Monza,29,21,1912,5,1,2,0,66,34,166,2022-2023,serie-a
joão moutinho,"DF,FW",Spezia,4,0,58,0,0,0,0,0,1,2,2022-2023,serie-a
mert müldür,"FW,DF",Sassuolo,2,1,13,0,0,0,0,0,0,0,2022-2023,serie-a
luis muriel,"FW,MF",Atalanta,29,10,1073,3,3,2,2,53,71,124,2022-2023,serie-a
jeison murillo,DF,Sampdoria,20,12,1057,0,0,6,1,8,35,3,2022-2023,serie-a
nicola murru,DF,Sampdoria,20,5,784,0,0,3,0,7,27,13,2022-2023,serie-a
juan musso,GK,Atalanta,24,24,2077,0,0,1,0,0,0,0,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
joakim mæhle,"DF,MF",Atalanta,34,25,2209,3,3,5,1,81,137,186,2022-2023,serie-a
herculano nabian,MF,Empoli,1,0,1,0,0,0,0,0,0,0,2022-2023,serie-a
michel ndary adopo,"MF,DF",Torino,9,3,264,0,0,1,0,2,10,4,2022-2023,serie-a
tanguy ndombele,MF,Napoli,30,8,807,1,0,5,0,27,52,33,2022-2023,serie-a
ilija nestorovski,"FW,MF",Udinese,21,5,638,2,1,3,0,1,19,29,2022-2023,serie-a
cyril ngonge,"MF,FW",Hellas Verona,14,9,745,3,1,2,0,18,13,40,2022-2023,serie-a
hans nicolussi caviglia,MF,Salernitana,12,6,586,1,0,2,0,4,19,2,2022-2023,serie-a
dimitris nikolaou,DF,Spezia,36,34,2958,1,0,9,1,20,105,15,2022-2023,serie-a
samuel ntanda,MF,Sampdoria,1,0,4,0,0,0,0,0,0,1,2022-2023,serie-a
bram nuytinck,DF,Udinese,6,3,385,0,0,1,0,1,4,0,2022-2023,serie-a
bram nuytinck,DF,Sampdoria,19,19,1498,0,1,4,0,4,23,3,2022-2023,serie-a
m'bala nzola,FW,Spezia,31,29,2653,13,2,8,0,50,50,215,2022-2023,serie-a
pedro obiang,MF,Sassuolo,17,11,876,0,1,2,0,0,40,6,2022-2023,serie-a
guillermo ochoa,GK,Salernitana,20,20,1800,0,0,1,0,0,0,0,2022-2023,serie-a
marios oikonomou,DF,Sampdoria,6,3,220,0,0,3,0,0,2,0,2022-2023,serie-a
david okereke,"FW,MF",Cremonese,33,25,2266,7,0,4,0,56,70,144,2022-2023,serie-a
caleb okoli,DF,Atalanta,17,9,960,0,0,3,0,4,19,12,2022-2023,serie-a
mathías olivera,DF,Napoli,30,17,1643,2,2,2,0,60,88,68,2022-2023,serie-a
andré onana,GK,Inter,24,24,2160,0,0,1,0,0,2,0,2022-2023,serie-a
divock origi,FW,Milan,27,10,1027,2,1,1,0,24,18,79,2022-2023,serie-a
riccardo orsolini,FW,Bologna,32,22,2124,11,4,8,2,53,62,212,2022-2023,serie-a
victor osimhen,FW,Napoli,32,30,2566,26,4,4,0,43,28,196,2022-2023,serie-a
remi oudin,"FW,MF",Lecce,31,12,1321,3,0,3,0,24,63,54,2022-2023,serie-a
adam ounas,FW,Napoli,2,0,15,0,0,0,0,3,4,1,2022-2023,serie-a
simone pafundi,"MF,FW",Udinese,8,0,85,0,0,0,0,3,6,9,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
flavio paoletti,MF,Sampdoria,12,1,284,0,0,1,0,7,8,8,2022-2023,serie-a
leandro paredes,MF,Juventus,25,8,977,1,0,7,1,11,72,11,2022-2023,serie-a
fabiano parisi,DF,Empoli,33,33,2830,2,0,10,1,102,154,68,2022-2023,serie-a
mario pašalić,"MF,FW",Atalanta,32,24,1769,5,2,3,0,24,82,83,2022-2023,serie-a
patric,DF,Lazio,18,16,1413,0,0,1,0,0,27,3,2022-2023,serie-a
rui patrício,GK,Roma,35,35,3150,0,0,1,0,0,0,0,2022-2023,serie-a
pedro,FW,Lazio,36,17,1898,4,3,1,0,64,52,144,2022-2023,serie-a
gianluca pegolo,GK,Sassuolo,2,2,180,0,0,0,0,0,0,0,2022-2023,serie-a
pietro pellegri,FW,Torino,18,4,465,2,0,3,0,4,8,50,2022-2023,serie-a
lorenzo pellegrini,MF,Roma,32,29,2545,4,5,5,0,58,106,113,2022-2023,serie-a
luca pellegrini,DF,Lazio,7,1,180,0,0,3,0,7,9,11,2022-2023,serie-a
pepín,MF,Monza,25,11,1123,0,2,4,0,19,74,28,2022-2023,serie-a
roberto pereyra,"DF,MF",Udinese,34,33,2820,5,7,7,0,66,143,186,2022-2023,serie-a
nehuén pérez,DF,Udinese,34,33,2818,2,0,7,1,23,101,26,2022-2023,serie-a
simone perilli,GK,Hellas Verona,1,1,90,0,0,0,0,0,0,0,2022-2023,serie-a
mattia perin,GK,Juventus,11,10,948,0,0,0,0,0,1,0,2022-2023,serie-a
samuele perisan,GK,Empoli,7,7,630,0,0,0,0,0,0,0,2022-2023,serie-a
matteo pessina,MF,Monza,35,34,2932,5,3,6,0,77,193,88,2022-2023,serie-a
andrea petagna,FW,Monza,31,19,1663,4,5,2,0,23,34,132,2022-2023,serie-a
giuseppe pezzella,DF,Lecce,16,10,918,0,1,2,0,28,65,48,2022-2023,serie-a
krzysztof piątek,FW,Salernitana,33,23,2140,4,5,5,0,27,33,121,2022-2023,serie-a
roberto piccoli,FW,Hellas Verona,7,2,192,0,0,0,0,2,0,8,2022-2023,serie-a
roberto piccoli,FW,Empoli,13,6,516,2,0,0,0,8,4,25,2022-2023,serie-a
charles pickel,MF,Cremonese,33,30,2483,1,0,8,1,18,104,61,2022-2023,serie-a
andrea pinamonti,FW,Sassuolo,32,25,2161,5,0,3,1,17,29,166,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
lorenzo pirola,DF,Salernitana,26,23,1941,2,0,4,0,13,43,4,2022-2023,serie-a
niccolò pisilli,MF,Roma,1,0,1,0,0,0,0,0,0,0,2022-2023,serie-a
marko pjaca,"MF,FW",Empoli,17,5,525,0,0,1,0,22,18,33,2022-2023,serie-a
tommaso pobega,MF,Milan,19,9,883,2,0,4,0,8,36,22,2022-2023,serie-a
paul pogba,"MF,FW",Juventus,6,1,111,0,0,0,0,5,4,15,2022-2023,serie-a
matteo politano,FW,Napoli,27,14,1166,3,3,1,0,81,72,138,2022-2023,serie-a
marin pongračić,DF,Lecce,9,9,790,0,0,2,0,3,19,1,2022-2023,serie-a
stefan posch,DF,Bologna,30,30,2532,6,2,6,0,45,148,65,2022-2023,serie-a
ivan provedel,GK,Lazio,38,37,3413,0,0,1,0,0,0,0,2022-2023,serie-a
ignacio pussetto,"MF,DF",Sampdoria,5,1,152,0,0,1,0,2,1,17,2022-2023,serie-a
niklas pyyhtiä,MF,Bologna,6,0,110,0,1,0,0,2,1,5,2022-2023,serie-a
fabio quagliarella,FW,Sampdoria,23,7,800,1,1,2,0,5,25,72,2022-2023,serie-a
giacomo quagliata,DF,Cremonese,20,6,699,0,1,0,1,19,28,45,2022-2023,serie-a
adrien rabiot,MF,Juventus,32,31,2748,8,4,9,0,72,133,109,2022-2023,serie-a
nemanja radonjić,"MF,FW",Torino,28,16,1461,2,2,1,0,86,42,163,2022-2023,serie-a
ivan radovanović,"MF,DF",Salernitana,10,7,671,0,0,1,1,2,16,2,2022-2023,serie-a
ionuț radu,GK,Cremonese,9,9,810,0,0,0,0,0,0,0,2022-2023,serie-a
ștefan radu,FW,Lazio,1,0,1,0,0,1,0,0,1,0,2022-2023,serie-a
antonio raimondo,FW,Bologna,2,0,15,0,0,0,0,1,0,3,2022-2023,serie-a
luca ranieri,DF,Fiorentina,9,5,508,0,0,1,0,4,11,0,2022-2023,serie-a
andrea ranocchia,DF,Monza,1,1,47,0,0,0,0,0,0,0,2022-2023,serie-a
filippo ranocchia,MF,Monza,14,5,530,1,0,1,0,13,26,15,2022-2023,serie-a
giacomo raspadori,"FW,MF",Napoli,25,10,911,2,2,1,0,13,33,88,2022-2023,serie-a
giacomo raspadori,FW,Sassuolo,1,0,45,0,0,0,0,0,2,4,2022-2023,serie-a
nicola ravaglia,GK,Sampdoria,9,9,810,0,0,0,0,0,0,0,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
ante rebić,"FW,MF",Milan,23,10,980,3,2,4,0,17,29,92,2022-2023,serie-a
arkadiusz reca,DF,Spezia,30,24,2173,1,1,5,0,82,79,94,2022-2023,serie-a
panagiotis retsos,DF,Hellas Verona,2,1,122,0,0,0,0,2,2,0,2022-2023,serie-a
franck ribéry,MF,Salernitana,1,0,37,0,0,0,0,1,1,4,2022-2023,serie-a
samuele ricci,MF,Torino,28,23,2070,2,1,6,0,43,104,31,2022-2023,serie-a
tomás rincón,MF,Sampdoria,34,30,2555,0,2,7,1,27,122,35,2022-2023,serie-a
pablo rodríguez,"FW,MF",Lecce,4,0,54,0,0,0,0,2,3,7,2022-2023,serie-a
ricardo rodríguez,DF,Torino,35,30,2670,0,0,3,0,49,133,51,2022-2023,serie-a
rogério,DF,Sassuolo,36,34,2996,0,3,5,1,110,185,115,2022-2023,serie-a
filippo romagna,DF,Sassuolo,2,0,46,0,0,0,0,1,0,0,2022-2023,serie-a
alessio romagnoli,DF,Lazio,34,33,2922,2,0,6,0,3,62,3,2022-2023,serie-a
simone romagnoli,DF,Lecce,7,1,167,0,0,0,0,0,5,0,2022-2023,serie-a
luka romero,FW,Lazio,6,1,151,1,0,0,0,4,4,21,2022-2023,serie-a
marten de roon,MF,Atalanta,35,34,2964,3,1,7,0,18,171,23,2022-2023,serie-a
francesco rossi,GK,Atalanta,1,0,4,0,0,0,0,0,0,0,2022-2023,serie-a
nicolò rovella,MF,Monza,25,21,1740,1,2,5,1,26,99,19,2022-2023,serie-a
nicolò rovella,MF,Juventus,3,0,27,0,0,1,0,1,1,2,2022-2023,serie-a
amir rrahmani,DF,Napoli,29,27,2448,2,1,2,0,23,135,5,2022-2023,serie-a
ruan,DF,Sassuolo,23,21,1711,0,0,13,3,6,22,3,2022-2023,serie-a
daniele rugani,DF,Juventus,9,6,564,0,0,0,0,2,5,0,2022-2023,serie-a
matteo ruggeri,"DF,MF",Atalanta,15,8,829,0,1,3,0,22,55,65,2022-2023,serie-a
mário rui,DF,Napoli,22,21,1749,0,6,2,1,52,153,97,2022-2023,serie-a
alessandro russo,GK,Sassuolo,1,1,90,0,0,0,0,0,0,0,2022-2023,serie-a
abdelhamid sabiri,"MF,FW",Sampdoria,18,12,1069,2,0,5,0,7,49,54,2022-2023,serie-a
alexis saelemaekers,"FW,DF",Milan,30,14,1403,2,3,1,0,52,52,143,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
jacopo sala,MF,Spezia,6,1,112,0,0,1,0,2,6,3,2022-2023,serie-a
lazar samardzic,MF,Udinese,37,19,1848,5,4,1,0,34,100,65,2022-2023,serie-a
junior sambia,DF,Salernitana,22,7,697,0,1,3,0,23,27,38,2022-2023,serie-a
antonio sanabria,FW,Torino,33,28,2433,12,4,4,0,17,46,139,2022-2023,serie-a
leandro sanca,"FW,MF",Spezia,4,0,32,0,0,0,0,1,0,3,2022-2023,serie-a
alex sandro,DF,Juventus,25,21,1787,0,1,5,1,51,97,25,2022-2023,serie-a
nicola sansone,FW,Bologna,18,8,740,4,2,2,0,17,13,72,2022-2023,serie-a
riccardo saponara,FW,Fiorentina,29,14,1208,4,3,4,0,56,56,125,2022-2023,serie-a
mouhamadou sarr,GK,Cremonese,2,2,180,0,0,0,0,0,0,0,2022-2023,serie-a
martin satriano,FW,Empoli,31,20,1705,2,1,4,0,29,22,127,2022-2023,serie-a
giorgio scalvini,DF,Atalanta,32,29,2335,2,2,7,0,22,158,34,2022-2023,serie-a
jerdy schouten,MF,Bologna,33,29,2509,0,2,3,0,15,139,29,2022-2023,serie-a
perr schuurs,DF,Torino,30,28,2326,0,2,5,0,14,56,2,2022-2023,serie-a
demba seck,"MF,FW",Torino,19,6,519,0,0,0,0,29,17,42,2022-2023,serie-a
telasco segovia,MF,Sampdoria,1,0,4,0,0,0,0,0,0,0,2022-2023,serie-a
jacopo segre,DF,Torino,1,0,21,0,0,0,0,0,0,0,2022-2023,serie-a
vivaldo semedo,"FW,MF",Udinese,5,0,36,0,0,0,0,0,1,3,2022-2023,serie-a
stefano sensi,MF,Monza,28,21,1618,3,1,8,0,27,143,37,2022-2023,serie-a
luigi sepe,GK,Salernitana,17,17,1530,0,0,3,0,0,0,0,2022-2023,serie-a
leonardo sernicola,DF,Cremonese,32,27,2317,2,2,11,0,60,62,95,2022-2023,serie-a
stephan el shaarawy,"DF,MF",Roma,29,14,1523,7,2,3,0,58,66,136,2022-2023,serie-a
eldor shomurodov,FW,Spezia,15,9,809,1,1,2,0,7,15,53,2022-2023,serie-a
eldor shomurodov,FW,Roma,6,1,119,0,0,0,0,3,4,15,2022-2023,serie-a
marco silvestri,GK,Udinese,38,38,3420,0,0,0,0,0,0,0,2022-2023,serie-a
giovanni simeone,FW,Napoli,25,1,406,4,1,1,0,11,9,34,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
wilfried singo,DF,Torino,31,24,2046,2,1,8,0,54,67,93,2022-2023,serie-a
salvatore sirigu,GK,Fiorentina,1,1,90,0,0,0,0,0,0,0,2022-2023,serie-a
leo skiri østigård,DF,Napoli,7,4,419,0,0,1,0,5,23,1,2022-2023,serie-a
łukasz skorupski,GK,Bologna,37,37,3330,0,0,4,0,0,0,0,2022-2023,serie-a
milan škriniar,DF,Inter,21,20,1769,0,0,5,1,16,81,10,2022-2023,serie-a
chris smalling,DF,Roma,32,31,2808,3,1,7,0,5,51,7,2022-2023,serie-a
ola solbakken,"MF,FW",Roma,14,7,502,1,2,2,0,5,14,35,2022-2023,serie-a
brandon soppy,DF,Udinese,1,1,90,0,0,1,0,4,4,4,2022-2023,serie-a
brandon soppy,DF,Atalanta,15,8,643,0,3,2,0,23,33,35,2022-2023,serie-a
roberto soriano,"FW,MF",Bologna,27,15,1326,1,3,1,0,30,56,66,2022-2023,serie-a
joaquin sosa,DF,Bologna,10,7,688,0,0,2,0,6,13,1,2022-2023,serie-a
riccardo sottil,FW,Fiorentina,18,9,833,0,2,1,0,65,27,123,2022-2023,serie-a
matìas soulé,"MF,FW",Juventus,13,4,420,1,0,0,0,12,15,33,2022-2023,serie-a
adama soumaoro,DF,Bologna,23,22,1867,0,0,5,1,7,50,1,2022-2023,serie-a
leonardo spinazzola,DF,Roma,26,18,1654,1,4,3,0,107,63,87,2022-2023,serie-a
marco sportiello,GK,Atalanta,15,14,1339,0,0,0,0,0,2,0,2022-2023,serie-a
petar stojanović,DF,Empoli,27,16,1530,0,1,3,0,50,91,51,2022-2023,serie-a
gabriel strefezza,"FW,MF",Lecce,35,30,2442,8,4,5,0,71,107,177,2022-2023,serie-a
dávid strelec,FW,Spezia,7,1,169,0,0,0,0,2,1,14,2022-2023,serie-a
isaac success,FW,Udinese,30,21,1815,1,6,4,0,37,53,200,2022-2023,serie-a
ibrahim sulemana,MF,Hellas Verona,16,6,651,0,0,4,0,4,18,5,2022-2023,serie-a
mile svilar,GK,Roma,3,3,270,0,0,1,0,0,0,0,2022-2023,serie-a
wojciech szczęsny,GK,Juventus,28,28,2472,0,0,0,0,0,0,0,2022-2023,serie-a
benjamin tahirovic,MF,Roma,11,4,355,0,0,1,0,0,9,3,2022-2023,serie-a
adrien tameze,MF,Hellas Verona,37,35,3031,0,0,3,0,32,103,58,2022-2023,serie-a
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2022-2023,serie-a
ciprian tătărușanu,GK,Milan,16,16,1440,0,1,0,0,0,0,0,2022-2023,serie-a
filippo terracciano,"DF,MF",Hellas Verona,20,7,821,0,1,2,0,16,37,24,2022-2023,serie-a
pietro terracciano,GK,Fiorentina,29,29,2610,0,0,1,0,0,0,0,2022-2023,serie-a
aleksa terzić,DF,Fiorentina,22,8,935,1,1,2,0,49,40,61,2022-2023,serie-a
florian thauvin,"FW,MF",Udinese,16,5,546,0,0,1,0,19,24,49,2022-2023,serie-a
malick thiaw,DF,Milan,20,15,1362,0,0,5,0,6,67,2,2022-2023,serie-a
