nombre,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
marash kumbulla,DF,2000,7,3,362,0,0,1,0,2,3,0,2023-2024,serie-a
justin kumi,FW,2004,1,0,4,0,0,0,0,0,0,0,2023-2024,serie-a
berkan kutlu,MF,1998,6,0,199,0,0,0,0,4,5,9,2023-2024,serie-a
khvicha kvaratskhelia,FW,2001,34,32,2737,11,6,8,0,184,89,266,2023-2024,serie-a
giorgi kvernadze,"FW,DF",2003,5,0,63,0,0,0,0,0,1,6,2023-2024,serie-a
giorgos kyriakopoulos,DF,1996,28,20,1712,0,3,3,0,64,70,94,2023-2024,serie-a
gianluca lapadula,FW,1990,23,14,1205,3,1,3,0,8,4,63,2023-2024,serie-a
armand lauriente,FW,1998,37,35,2908,5,4,5,0,125,99,268,2023-2024,serie-a
valentino lazaro,"DF,MF",1996,35,21,1994,0,4,3,0,53,94,106,2023-2024,serie-a
darko lazović,"FW,MF",1990,32,22,1928,3,2,0,1,43,66,139,2023-2024,serie-a
manuel lazzari,DF,1993,24,19,1671,0,2,4,1,73,62,104,2023-2024,serie-a
nicola leali,GK,1993,3,2,176,0,0,1,0,0,0,0,2023-2024,serie-a
rafael leão,FW,1999,34,29,2512,9,9,5,0,160,117,293,2023-2024,serie-a
jesper lindstrøm,"FW,MF",2000,22,2,430,0,0,2,0,16,16,34,2023-2024,serie-a
karol linetty,MF,1995,28,19,1858,0,0,12,0,31,87,25,2023-2024,serie-a
luca lipani,MF,2005,8,5,384,0,0,0,0,6,20,3,2023-2024,serie-a
pol lirola,DF,1997,25,18,1536,2,1,1,0,30,65,59,2023-2024,serie-a
marcin listkowski,FW,1998,1,0,8,0,0,0,0,0,1,0,2023-2024,serie-a
diego llorente,DF,1993,29,27,2170,1,1,5,0,20,75,5,2023-2024,serie-a
stanislav lobotka,MF,1994,38,38,3282,0,1,4,0,29,188,34,2023-2024,serie-a
manuel locatelli,MF,1998,36,34,3008,1,4,6,0,21,232,26,2023-2024,serie-a
ruben loftus-cheek,MF,1996,29,26,2068,6,1,5,0,73,74,113,2023-2024,serie-a
ademola lookman,"FW,MF",1997,31,22,1894,11,7,4,0,72,97,222,2023-2024,serie-a
maxime lopez,MF,1997,19,7,800,0,0,1,0,14,48,11,2023-2024,serie-a
maxime lopez,MF,1997,2,2,140,0,0,0,1,2,18,4,2023-2024,serie-a
matteo lovato,DF,2000,13,6,544,0,0,2,0,0,4,0,2023-2024,serie-a
matteo lovato,DF,2000,13,11,947,0,0,2,0,1,29,1,2023-2024,serie-a
sandi lovrić,MF,1998,29,21,1987,1,3,1,1,52,80,80,2023-2024,serie-a
lorenzo lucca,FW,2000,37,30,2592,8,4,6,0,10,18,118,2023-2024,serie-a
jhon lucumí,DF,1998,29,23,2217,0,0,1,0,28,93,4,2023-2024,serie-a
josé luis palomino,DF,1990,4,0,27,0,0,0,0,0,2,0,2023-2024,serie-a
romelu lukaku,FW,1993,32,30,2641,13,3,5,1,37,37,234,2023-2024,serie-a
karlo lulić,MF,1996,1,0,19,0,0,0,0,1,0,0,2023-2024,serie-a
sebastiano luperto,DF,1996,38,38,3406,1,1,4,0,13,100,13,2023-2024,serie-a
mateus lusuardi,DF,2004,4,3,219,0,0,1,0,2,12,0,2023-2024,serie-a
zito luvumbo,"FW,MF",2002,30,19,1946,4,5,5,0,85,21,181,2023-2024,serie-a
charalampos lykogiannis,DF,1993,22,10,904,2,1,2,0,36,35,41,2023-2024,serie-a
giulio maggiore,MF,1998,27,20,1800,4,2,9,1,8,64,25,2023-2024,serie-a
giangiacomo magnani,DF,1995,33,27,2444,0,0,6,0,15,79,10,2023-2024,serie-a
mike maignan,GK,1995,29,29,2609,0,1,1,1,0,0,0,2023-2024,serie-a
antoine makoumbou,MF,1998,32,32,2702,1,0,5,2,37,137,52,2023-2024,serie-a
daniel maldini,"MF,FW",2001,11,2,333,4,1,0,0,15,10,22,2023-2024,serie-a
daniel maldini,"FW,MF",2001,7,3,263,0,0,1,0,7,10,10,2023-2024,serie-a
youssef maleh,MF,1998,34,30,2602,0,1,11,0,17,117,65,2023-2024,serie-a
ruslan malinovskyi,MF,1993,28,18,1544,4,1,7,0,24,83,31,2023-2024,serie-a
gianluca mancini,DF,1996,36,34,2869,4,1,9,0,38,139,13,2023-2024,serie-a
marco mancosu,"MF,FW",1988,6,3,156,0,0,0,0,4,8,11,2023-2024,serie-a
christos mandas,GK,2001,9,8,721,0,0,0,0,0,0,0,2023-2024,serie-a
rolando mandragora,MF,1997,33,16,1588,3,3,5,0,7,93,32,2023-2024,serie-a
kostas manolas,DF,1991,8,6,488,0,0,0,0,0,10,2,2023-2024,serie-a
riccardo marchizza,DF,1998,13,13,1148,0,4,1,0,6,36,39,2023-2024,serie-a
gian marco ferrari,DF,1992,31,25,2272,1,0,4,0,32,148,7,2023-2024,serie-a
pablo marí,DF,1993,34,30,2615,0,0,7,0,2,62,1,2023-2024,serie-a
mirko marić,FW,1995,10,1,287,1,0,0,1,2,4,30,2023-2024,serie-a
răzvan marin,MF,1996,30,20,1818,0,3,3,0,21,72,24,2023-2024,serie-a
agustín martegani,MF,2000,18,6,731,1,0,1,0,14,28,22,2023-2024,serie-a
aarón martín,DF,1997,22,17,1376,0,1,4,1,28,35,72,2023-2024,serie-a
tommaso martinelli,GK,2006,1,1,90,0,0,0,0,0,0,0,2023-2024,serie-a
josep martinez,GK,1998,36,36,3239,0,0,4,1,0,2,0,2023-2024,serie-a
lautaro martínez,FW,1997,33,31,2656,24,3,5,0,54,80,172,2023-2024,serie-a
lucas martínez quarta,DF,1996,29,26,2291,5,1,9,0,23,177,16,2023-2024,serie-a
adam marušić,DF,1992,37,37,3100,1,0,3,1,35,118,108,2023-2024,serie-a
adam masina,DF,1994,4,1,64,0,0,2,0,0,1,3,2023-2024,serie-a
adam masina,DF,1994,16,10,1024,0,0,0,0,3,42,6,2023-2024,serie-a
alan matturro,DF,2004,6,1,106,0,0,0,0,0,4,1,2023-2024,serie-a
luca mazzitelli,MF,1995,29,26,2210,5,0,6,1,18,167,53,2023-2024,serie-a
pasquale mazzocchi,DF,1995,18,16,1272,0,1,4,0,36,36,62,2023-2024,serie-a
pasquale mazzocchi,DF,1995,10,4,428,0,1,0,1,13,24,22,2023-2024,serie-a
jordi mboula,"FW,MF",1999,11,5,307,0,1,0,0,10,4,22,2023-2024,serie-a
weston mckennie,"MF,DF",1998,34,29,2594,0,7,6,0,64,92,176,2023-2024,serie-a
arthur melo,MF,1996,33,23,1986,2,3,2,0,21,133,27,2023-2024,serie-a
leonardo mendicino,MF,2006,1,0,1,0,0,0,0,0,0,0,2023-2024,serie-a
alex meret,GK,1997,31,31,2773,0,0,0,0,0,0,0,2023-2024,serie-a
junior messias,"MF,DF",1991,18,13,1053,1,0,0,0,35,29,75,2023-2024,serie-a
nikola milenković,DF,1997,34,27,2510,0,0,4,0,8,81,10,2023-2024,serie-a
arkadiusz milik,FW,1994,32,7,919,4,1,2,1,12,22,49,2023-2024,serie-a
vanja milinković-savić,GK,1997,36,36,3240,0,0,2,0,0,0,0,2023-2024,serie-a
yerry mina,"DF,MF",1994,4,0,44,0,0,1,0,0,2,1,2023-2024,serie-a
yerry mina,DF,1994,14,14,1215,2,0,4,0,4,23,3,2023-2024,serie-a
aleksei miranchuk,"MF,FW",1995,27,12,1176,3,5,1,0,41,75,122,2023-2024,serie-a
kevin miranda,DF,2003,1,0,14,0,0,0,0,0,0,0,2023-2024,serie-a
antonio mirante,GK,1983,2,2,177,0,0,0,0,0,0,0,2023-2024,serie-a
fabio miretti,MF,2003,25,16,1103,1,1,3,0,22,43,62,2023-2024,serie-a
filippo missori,DF,2004,8,2,266,0,0,0,0,5,8,7,2023-2024,serie-a
stefan mitrović,"FW,MF",2002,10,4,391,0,0,0,0,13,15,24,2023-2024,serie-a
henrikh mkhitaryan,MF,1989,36,35,2785,2,8,4,0,92,192,127,2023-2024,serie-a
ilario monterisi,DF,2001,24,16,1469,2,2,1,0,4,47,18,2023-2024,serie-a
lorenzo montipò,GK,1996,37,37,3330,0,1,0,0,0,0,0,2023-2024,serie-a
nikola moro,MF,1998,23,10,840,1,0,0,0,21,58,38,2023-2024,serie-a
dany mota,"FW,MF",1998,34,24,2049,4,3,3,0,112,57,152,2023-2024,serie-a
samuele mulattieri,"FW,MF",2000,27,1,462,0,0,1,0,8,1,38,2023-2024,serie-a
luis muriel,"FW,MF",1991,18,2,409,2,1,0,0,19,24,57,2023-2024,serie-a
yunus musah,"MF,FW",2002,30,13,1478,0,2,5,0,48,64,77,2023-2024,serie-a
juan musso,GK,1994,11,11,990,0,0,0,0,0,0,0,2023-2024,serie-a
kingstone mutandwa,"FW,MF",2003,5,0,39,1,0,0,0,1,0,2,2023-2024,serie-a
obite n'dicka,DF,1999,25,25,2168,0,3,6,0,26,87,11,2023-2024,serie-a
nahitan nández,"MF,DF",1995,33,29,2341,2,3,7,0,57,76,89,2023-2024,serie-a
natan,DF,2001,14,11,952,0,0,3,1,15,34,11,2023-2024,serie-a
lapo nava,GK,2004,1,0,3,0,0,0,0,0,0,0,2023-2024,serie-a
michel ndary adopo,MF,2000,10,0,109,0,1,0,0,3,9,16,2023-2024,serie-a
dan ndoye,"FW,MF",2000,32,20,1771,1,1,4,0,88,36,173,2023-2024,serie-a
cyril ngonge,"FW,MF",2000,19,17,1431,6,2,4,0,53,44,117,2023-2024,serie-a
cyril ngonge,FW,2000,13,1,315,1,0,2,0,18,11,43,2023-2024,serie-a
m'baye niang,FW,1994,14,5,708,6,1,1,0,13,11,43,2023-2024,serie-a
hans nicolussi caviglia,MF,2000,8,3,268,0,1,1,0,0,14,2,2023-2024,serie-a
joseph nonge,MF,2005,2,0,24,0,0,1,0,1,2,2,2023-2024,serie-a
tijjani noslin,"FW,MF",1999,17,17,1339,5,4,2,0,29,26,94,2023-2024,serie-a
simeon nwankwo,FW,1992,15,6,686,3,0,0,0,6,7,39,2023-2024,serie-a
m'bala nzola,FW,1996,33,15,1552,3,3,2,0,21,29,143,2023-2024,serie-a
adam obert,DF,2002,17,10,941,0,0,1,0,14,37,5,2023-2024,serie-a
pedro obiang,MF,1992,8,5,453,0,0,1,0,4,21,2,2023-2024,serie-a
guillermo ochoa,GK,1985,21,21,1890,0,0,0,0,0,0,0,2023-2024,serie-a
jens odgaard,"FW,MF",1999,10,5,431,2,0,1,0,9,9,30,2023-2024,serie-a
noah okafor,"FW,MF",2000,28,6,887,6,2,1,0,29,15,66,2023-2024,serie-a
david okereke,"FW,MF",1997,9,3,252,0,0,0,0,8,7,23,2023-2024,serie-a
caleb okoli,DF,2001,34,32,2914,0,1,9,0,22,118,4,2023-2024,serie-a
maduka okoye,GK,1999,21,21,1890,0,0,2,0,0,0,0,2023-2024,serie-a
mathías olivera,DF,1997,23,18,1569,1,1,3,0,31,89,93,2023-2024,serie-a
gaetano oristanio,"FW,MF",2002,25,11,1104,2,1,1,0,25,26,76,2023-2024,serie-a
riccardo orsolini,"FW,MF",1997,33,19,1792,10,2,2,0,51,71,175,2023-2024,serie-a
victor osimhen,FW,1998,25,22,1982,15,3,6,1,34,23,142,2023-2024,serie-a
remi oudin,"MF,FW",1996,31,21,1819,3,2,3,0,20,79,82,2023-2024,serie-a
anthony oyono,DF,2001,16,14,1198,0,1,4,0,35,33,39,2023-2024,serie-a
simone pafundi,MF,2006,1,0,8,0,0,0,0,0,1,1,2023-2024,serie-a
riccardo pagano,"MF,DF",2004,4,0,51,0,0,0,0,1,3,2,2023-2024,serie-a
christos papadopoulos,FW,2004,1,0,4,0,0,0,0,0,0,0,2023-2024,serie-a
leandro paredes,MF,1994,34,32,2634,3,5,15,1,36,214,19,2023-2024,serie-a
fabiano parisi,DF,2000,21,16,1454,0,1,4,0,50,78,64,2023-2024,serie-a
mario pašalić,MF,1995,34,23,2051,6,6,3,0,48,129,74,2023-2024,serie-a
triantafyllos pasaridīs,DF,1996,8,5,452,0,0,3,0,1,17,0,2023-2024,serie-a
patric,DF,1993,20,19,1608,2,0,4,0,3,72,12,2023-2024,serie-a
rui patrício,GK,1988,23,23,2070,0,0,1,0,0,0,0,2023-2024,serie-a
benjamin pavard,DF,1996,23,21,1672,0,2,6,0,25,89,47,2023-2024,serie-a
leonardo pavoletti,FW,1988,19,5,628,4,1,4,0,1,16,40,2023-2024,serie-a
martín payero,MF,1998,29,21,1796,2,2,6,1,47,71,64,2023-2024,serie-a
marcus pedersen,DF,2000,28,16,1613,0,2,4,0,43,31,90,2023-2024,serie-a
pedro,"FW,MF",1987,33,5,816,1,1,4,0,31,33,81,2023-2024,serie-a
pietro pellegri,FW,2001,24,7,756,1,1,3,0,14,8,52,2023-2024,serie-a
lorenzo pellegrini,MF,1996,29,20,1859,8,3,7,0,43,94,97,2023-2024,serie-a
luca pellegrini,DF,1999,19,8,786,1,0,7,1,18,46,30,2023-2024,serie-a
marco pellegrino,DF,2002,10,5,545,0,0,1,0,0,7,1,2023-2024,serie-a
marco pellegrino,DF,2002,1,0,68,0,0,0,0,1,3,0,2023-2024,serie-a
pepín,"MF,FW",1996,10,2,241,0,0,2,0,1,13,12,2023-2024,serie-a
pedro pereira,DF,1998,23,9,841,0,2,3,0,20,43,69,2023-2024,serie-a
roberto pereyra,"FW,MF",1991,27,22,1858,4,3,6,0,39,70,82,2023-2024,serie-a
nehuén pérez,DF,2000,36,36,3238,0,0,9,1,28,119,24,2023-2024,serie-a
simone perilli,GK,1995,1,1,90,0,0,0,0,0,0,0,2023-2024,serie-a
mattia perin,GK,1992,3,3,225,0,0,0,0,0,0,0,2023-2024,serie-a
samuele perisan,GK,1997,1,1,90,0,0,0,0,0,0,0,2023-2024,serie-a
matteo pessina,MF,1997,37,37,3222,6,3,5,1,69,190,53,2023-2024,serie-a
andrea petagna,FW,1995,18,13,995,1,1,2,0,11,14,56,2023-2024,serie-a
giuseppe pezzella,DF,1997,19,14,1085,0,0,4,0,44,44,36,2023-2024,serie-a
roberto piccoli,FW,2001,2,0,39,0,0,0,0,0,1,0,2023-2024,serie-a
roberto piccoli,FW,2001,35,12,1378,5,0,5,0,25,19,72,2023-2024,serie-a
santiago pierotti,"MF,FW",2001,11,0,200,0,2,0,0,4,5,20,2023-2024,serie-a
niccolò pierozzi,DF,2001,12,11,871,1,0,6,0,3,16,20,2023-2024,serie-a
andrea pinamonti,FW,1999,38,37,3076,11,1,4,0,17,45,165,2023-2024,serie-a
carlo pinsoglio,GK,1990,1,0,45,0,0,0,0,0,0,0,2023-2024,serie-a
lorenzo pirola,DF,2002,27,24,1987,1,0,4,0,13,57,7,2023-2024,serie-a
niccolò pisilli,MF,2004,1,0,10,0,0,0,0,0,0,1,2023-2024,serie-a
tommaso pobega,MF,1999,11,3,319,0,0,0,0,6,11,10,2023-2024,serie-a
paul pogba,MF,1993,2,0,54,0,0,0,0,1,5,5,2023-2024,serie-a
matteo politano,FW,1993,37,31,2360,8,7,2,1,113,164,216,2023-2024,serie-a
marin pongračić,DF,1997,36,36,3219,0,0,10,1,45,134,7,2023-2024,serie-a
stefan posch,DF,1997,31,29,2409,1,2,7,0,44,123,64,2023-2024,serie-a
matteo prati,MF,2003,26,19,1972,1,1,4,0,8,66,17,2023-2024,serie-a
ivan provedel,GK,1994,30,30,2699,0,0,0,0,0,3,0,2023-2024,serie-a
christian pulisic,"FW,MF",1998,36,32,2602,12,8,2,0,131,87,293,2023-2024,serie-a
george pușcaș,FW,1996,8,1,191,0,0,0,0,5,3,17,2023-2024,serie-a
domingos quina,MF,1999,2,0,13,0,0,0,0,0,1,0,2023-2024,serie-a
adrien rabiot,MF,1995,31,30,2651,5,3,8,0,72,120,106,2023-2024,serie-a
uroš račić,MF,1998,22,8,820,1,1,1,0,5,37,11,2023-2024,serie-a
nemanja radonjić,"MF,FW",1996,10,4,374,3,0,1,0,11,7,24,2023-2024,serie-a
boris radunović,GK,1996,7,7,630,0,0,0,0,0,0,0,2023-2024,serie-a
hamza rafia,MF,1999,28,17,1204,1,0,4,0,15,46,37,2023-2024,serie-a
ylber ramadani,MF,1996,34,34,2970,1,0,13,0,36,121,14,2023-2024,serie-a
luca ranieri,DF,1999,26,23,2065,2,1,14,0,17,99,5,2023-2024,serie-a
filippo ranocchia,"MF,DF",2001,9,5,476,0,0,3,0,5,21,11,2023-2024,serie-a
giacomo raspadori,"FW,MF",2000,37,14,1584,5,3,0,0,29,54,139,2023-2024,serie-a
federico ravaglia,GK,1999,6,6,535,0,0,0,0,0,0,0,2023-2024,serie-a
tijjani reijnders,MF,1998,36,33,2820,3,3,8,0,88,204,90,2023-2024,serie-a
reinier,"MF,FW",2002,22,13,1059,2,2,3,0,10,32,42,2023-2024,serie-a
mateo retegui,FW,1999,29,26,2216,7,2,5,0,18,17,112,2023-2024,serie-a
samuele ricci,MF,2001,32,28,2395,1,2,8,1,47,122,73,2023-2024,serie-a
ricardo rodríguez,DF,1992,35,34,2772,1,2,4,0,61,127,40,2023-2024,serie-a
alessio romagnoli,DF,1995,29,26,2411,0,0,9,0,7,87,2,2023-2024,serie-a
simone romagnoli,DF,1990,33,30,2715,1,1,6,0,2,47,2,2023-2024,serie-a
luka romero,"FW,MF",2004,4,0,88,0,0,1,0,4,3,7,2023-2024,serie-a
marten de roon,"MF,DF",1991,30,29,2599,0,5,10,0,28,178,22,2023-2024,serie-a
francesco rossi,GK,1991,1,0,5,0,0,0,0,0,0,0,2023-2024,serie-a
nicolò rovella,MF,2001,23,16,1318,0,2,6,0,21,56,11,2023-2024,serie-a
amir rrahmani,DF,1994,30,30,2600,3,0,5,0,19,113,4,2023-2024,serie-a
ruan,DF,1999,26,16,1516,0,0,7,1,8,33,6,2023-2024,serie-a
daniele rugani,DF,1994,17,13,1187,2,0,2,0,2,46,2,2023-2024,serie-a
matteo ruggeri,DF,2002,34,28,2449,0,4,3,0,55,142,132,2023-2024,serie-a
mário rui,DF,1991,21,14,1205,0,2,7,1,33,90,59,2023-2024,serie-a
stefano sabelli,DF,1993,32,30,2429,0,1,5,0,69,88,101,2023-2024,serie-a
alexis saelemaekers,"FW,MF",1999,30,21,1887,4,2,7,1,65,77,180,2023-2024,serie-a
lazar samardzic,MF,2002,34,28,2372,6,2,3,0,65,83,91,2023-2024,serie-a
junior sambia,"DF,MF",1996,18,10,1032,1,2,4,0,23,41,37,2023-2024,serie-a
antonio sanabria,"FW,MF",1996,35,23,2133,5,0,2,0,19,57,109,2023-2024,serie-a
renato sanches,MF,1997,7,1,146,1,0,2,0,5,10,5,2023-2024,serie-a
alexis sánchez,"FW,MF",1988,23,6,763,2,5,0,0,16,53,58,2023-2024,serie-a
alex sandro,DF,1991,16,8,721,1,0,1,0,16,43,9,2023-2024,serie-a
nicola sansone,"FW,MF",1991,25,4,767,2,2,4,0,15,36,75,2023-2024,serie-a
riccardo saponara,"FW,MF",1991,12,3,342,0,0,0,0,12,14,32,2023-2024,serie-a
zanos savva,"DF,MF",2005,2,0,28,1,0,0,0,0,1,1,2023-2024,serie-a
saba sazonov,DF,2002,12,2,356,0,0,2,0,0,8,0,2023-2024,serie-a
giorgio scalvini,DF,2003,33,31,2544,1,3,3,0,30,116,33,2023-2024,serie-a
gianluca scamacca,FW,1999,29,17,1453,12,6,1,0,22,41,167,2023-2024,serie-a
perr schuurs,DF,1999,9,9,770,1,0,2,0,9,19,4,2023-2024,serie-a
simone scuffet,GK,1996,31,31,2789,0,0,3,0,0,1,0,2023-2024,serie-a
demba seck,MF,2001,9,5,425,0,0,1,0,23,12,25,2023-2024,serie-a
demba seck,"FW,MF",2001,11,3,298,0,0,0,0,11,9,23,2023-2024,serie-a
nikola sekulov,FW,2002,1,0,11,0,0,0,0,0,0,1,2023-2024,serie-a
vivaldo semedo,FW,2005,1,0,12,0,0,0,0,1,0,0,2023-2024,serie-a
stefano sensi,MF,1995,4,0,46,0,1,0,0,3,3,4,2023-2024,serie-a
suat serdar,MF,1997,25,19,1659,0,2,7,0,20,68,36,2023-2024,serie-a
andres sfait,"DF,MF",2004,2,0,23,0,0,0,0,1,1,2,2023-2024,serie-a
stephan el shaarawy,"FW,DF",1992,33,19,1738,3,4,2,0,46,44,131,2023-2024,serie-a
eldor shomurodov,"FW,MF",1995,22,10,936,3,3,1,0,12,18,52,2023-2024,serie-a
steven shpendi,"FW,MF",2003,12,4,411,0,1,0,0,3,6,32,2023-2024,serie-a
marco silvestri,GK,1991,17,17,1530,0,0,0,0,0,0,0,2023-2024,serie-a
giovanni simeone,FW,1995,28,8,800,1,0,3,0,11,13,76,2023-2024,serie-a
jan-carlo simic,DF,2005,4,0,146,1,0,0,0,0,6,0,2023-2024,serie-a
leo skiri østigård,DF,1999,25,18,1625,1,0,3,0,13,76,3,2023-2024,serie-a
łukasz skorupski,GK,1991,32,32,2880,0,0,2,0,0,1,0,2023-2024,serie-a
chris smalling,DF,1989,8,4,390,0,0,0,0,1,13,2,2023-2024,serie-a
andrea sodero,MF,2004,1,0,5,0,0,0,0,0,0,1,2023-2024,serie-a
ola solbakken,FW,1998,1,0,23,0,0,0,0,1,0,4,2023-2024,serie-a
daniele sommariva,GK,1997,1,0,5,0,0,0,0,0,0,0,2023-2024,serie-a
yann sommer,GK,1988,34,34,3060,0,0,1,0,0,0,0,2023-2024,serie-a
brandon soppy,DF,2002,5,2,178,0,0,0,0,9,6,3,2023-2024,serie-a
alessandro sorrentino,GK,2002,7,5,548,0,0,0,0,0,0,0,2023-2024,serie-a
riccardo sottil,FW,1999,22,13,1103,2,3,1,0,66,33,139,2023-2024,serie-a
matìas soulé,"FW,MF",2003,36,36,3121,11,3,4,0,115,198,211,2023-2024,serie-a
djed spence,DF,2000,16,8,859,0,0,1,0,17,25,31,2023-2024,serie-a
leonardo spinazzola,DF,1993,24,15,1312,1,2,0,0,108,52,74,2023-2024,serie-a
marco sportiello,GK,1992,7,7,630,0,0,0,0,0,0,0,2023-2024,serie-a
trivante stewart,"FW,MF",2000,4,0,100,0,0,0,0,2,0,6,2023-2024,serie-a
gabriel strefezza,FW,1997,19,13,1112,1,0,4,0,34,54,81,2023-2024,serie-a
kevin strootman,MF,1990,27,15,1207,0,2,4,0,13,61,22,2023-2024,serie-a
isaac success,"FW,MF",1996,27,9,880,1,1,4,0,15,17,51,2023-2024,serie-a
ibrahim sulemana,MF,2003,21,16,1339,2,0,4,0,15,27,14,2023-2024,serie-a
tomáš suslov,"MF,FW",2002,32,23,2092,3,5,7,0,46,64,74,2023-2024,serie-a
mile svilar,GK,1999,15,15,1350,0,0,1,0,0,0,0,2023-2024,serie-a
karol świderski,"FW,MF",1997,15,3,504,2,0,0,0,3,13,19,2023-2024,serie-a
wojciech szczęsny,GK,1990,35,35,3150,0,0,1,0,0,0,0,2023-2024,serie-a
przemysław szymiński,MF,1994,1,0,9,0,0,0,0,0,0,0,2023-2024,serie-a
adrien tameze,"DF,MF",1994,29,25,2146,0,2,6,1,22,90,39,2023-2024,serie-a
elayis tavsan,"MF,FW",2001,3,0,50,0,0,0,0,2,2,1,2023-2024,serie-a
loum tchaouna,"FW,MF",2003,33,23,2100,4,3,4,0,72,59,151,2023-2024,serie-a
jackson tchatchoua,DF,2001,26,19,1725,0,2,2,0,34,53,66,2023-2024,serie-a
filippo terracciano,DF,2003,18,14,1296,0,1,1,0,26,51,28,2023-2024,serie-a
filippo terracciano,"DF,FW",2003,3,1,76,0,0,1,0,0,1,1,2023-2024,serie-a
pietro terracciano,GK,1990,33,33,2970,0,0,3,0,0,0,0,2023-2024,serie-a
florian thauvin,FW,1993,29,19,1710,5,3,4,0,72,69,97,2023-2024,serie-a
malick thiaw,DF,2001,21,19,1619,0,1,5,1,15,70,1,2023-2024,serie-a
morten thorsby,MF,1996,24,9,1157,2,2,2,0,6,28,39,2023-2024,serie-a
kristian thorstvedt,MF,1999,34,30,2397,6,1,7,0,30,130,94,2023-2024,serie-a
marcus thuram,FW,1997,35,34,2687,13,7,3,0,68,47,192,2023-2024,serie-a
antonio tikvić,DF,2004,1,0,1,0,0,0,0,0,0,0,2023-2024,serie-a
jeremy toljan,DF,1994,25,24,2083,0,5,1,0,35,79,85,2023-2024,serie-a
rafael tolói,DF,1990,18,10,965,0,0,6,1,8,53,10,2023-2024,serie-a
fikayo tomori,DF,1997,26,24,2121,4,0,8,1,16,63,2,2023-2024,serie-a
ahmed touba,DF,1998,6,3,277,0,0,1,0,0,2,1,2023-2024,serie-a
chaka traorè,FW,2004,2,0,20,1,0,0,0,2,0,2,2023-2024,serie-a
stefano turati,GK,2001,31,31,2745,0,0,0,0,0,0,0,2023-2024,serie-a
kacper urbanski,"MF,FW",2004,22,9,926,0,1,2,0,25,31,78,2023-2024,serie-a
emanuele valeri,DF,1998,16,14,1178,0,1,3,0,38,41,61,2023-2024,serie-a
johan vásquez,DF,1998,37,32,2850,1,1,6,0,29,81,61,2023-2024,serie-a
matías vecino,MF,1991,31,8,1153,6,1,8,0,16,74,43,2023-2024,serie-a
lorenzo venuti,DF,1995,14,3,364,0,0,1,0,7,16,15,2023-2024,serie-a
simone verdi,FW,1992,1,0,4,0,0,0,0,0,0,0,2023-2024,serie-a
emanuel vignato,"MF,FW",2000,9,3,311,0,1,1,0,5,11,15,2023-2024,serie-a
samuele vignato,"MF,FW",2004,10,3,343,1,0,2,0,13,13,20,2023-2024,serie-a
matías viña,DF,1997,15,13,1014,0,3,1,0,24,46,37,2023-2024,serie-a
rúben vinagre,"DF,FW",1999,12,2,282,0,0,0,0,6,8,13,2023-2024,serie-a
nicolas viola,"MF,FW",1989,26,11,1207,5,2,3,0,22,57,68,2023-2024,serie-a
mattia viti,DF,2002,15,12,979,1,0,0,0,2,36,13,2023-2024,serie-a
vitinha,"FW,MF",2000,9,2,285,2,0,2,0,10,4,21,2023-2024,serie-a
dušan vlahović,FW,2000,33,27,2307,16,4,8,1,36,46,174,2023-2024,serie-a
nikola vlašić,"MF,FW",1997,33,30,2608,3,2,3,0,67,150,174,2023-2024,serie-a
alessandro vogliacco,DF,1998,20,14,1169,0,1,4,0,8,49,12,2023-2024,serie-a
mërgim vojvoda,DF,1995,28,15,1379,0,3,3,0,30,91,72,2023-2024,serie-a
cristian volpato,"MF,FW",2003,22,5,645,1,0,1,0,34,53,49,2023-2024,serie-a
stefan de vrij,DF,1992,25,17,1586,1,0,0,0,6,43,2,2023-2024,serie-a
walace,MF,1995,37,37,3238,2,0,7,0,37,127,22,2023-2024,serie-a
sebastian walukiewicz,DF,2000,27,23,2055,0,0,6,0,14,45,5,2023-2024,serie-a
timothy weah,"DF,FW",2000,30,12,1258,0,1,5,0,35,48,84,2023-2024,serie-a
shon weissman,"FW,DF",1996,11,5,494,1,0,0,0,0,4,22,2023-2024,serie-a
mateusz wieteska,DF,1997,19,10,965,0,1,5,1,16,33,1,2023-2024,serie-a
kenan yıldız,"FW,MF",2005,27,9,952,2,0,3,0,32,40,73,2023-2024,serie-a
mattia zaccagni,"FW,MF",1995,28,24,1956,6,1,8,0,88,55,209,2023-2024,serie-a
nicola zalewski,"DF,FW",2002,22,10,968,0,1,3,1,54,33,62,2023-2024,serie-a
andre-frank zambo anguissa,MF,1995,34,32,2786,0,2,2,0,43,163,139,2023-2024,serie-a
alessandro zanoli,DF,2000,17,10,921,0,2,3,0,27,28,45,2023-2024,serie-a
alessandro zanoli,"DF,FW",2000,4,0,52,0,0,1,0,2,4,3,2023-2024,serie-a
duván zapata,FW,1991,35,34,2880,12,4,2,0,74,52,242,2023-2024,serie-a
duván zapata,FW,1991,2,2,112,1,0,0,0,3,3,13,2023-2024,serie-a
gabriele zappa,DF,1999,38,25,2561,1,3,2,0,35,99,84,2023-2024,serie-a
