nombre,Posicion,club_actual,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
kelechi iheanacho,FW,Sevilla,9,5,400,0,0,0,0,6,5,17,2024-2025,laliga
isco,MF,Betis,22,17,1547,9,8,5,0,38,152,112,2024-2025,laliga
diego iturralde,FW,Sevilla,1,1,37,0,0,0,0,0,0,1,2024-2025,laliga
ivan jaime pajuelo,MF,Valencia,9,2,297,0,0,0,0,8,15,14,2024-2025,laliga
karl jakob hein,GK,Valladolid,31,31,2790,0,0,0,0,0,0,0,2024-2025,laliga
adnan januzaj,"MF,FW",Las Palmas,18,5,598,2,1,5,0,24,41,58,2024-2025,laliga
mikel jauregizar,MF,Athletic Club,34,25,2244,2,1,4,1,14,118,31,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
john joe,"MF,FW",Getafe,4,0,48,0,0,1,0,1,0,6,2024-2025,laliga
jofre,"MF,FW",Espanyol,37,26,2165,3,3,5,0,65,48,156,2024-2025,laliga
frenkie de jong,MF,Barcelona,26,9,1143,2,2,3,0,36,120,24,2024-2025,laliga
joan jordán,MF,Alavés,25,15,1414,5,2,4,0,7,104,35,2024-2025,laliga
juanmi,"FW,MF",Getafe,13,8,696,0,0,2,0,6,8,28,2024-2025,laliga
juanmi,"FW,MF",Betis,11,2,244,0,0,2,0,4,4,18,2024-2025,laliga
juanpe,DF,Girona,12,8,727,0,0,2,0,2,26,0,2024-2025,laliga
luiz lúcio reis júnior,GK,Villarreal,17,16,1458,0,0,2,0,0,0,0,2024-2025,laliga
vinicius júnior,FW,Real Madrid,30,24,2253,11,8,8,1,169,85,256,2024-2025,laliga
stanko jurić,MF,Valladolid,26,19,1729,0,0,7,1,5,57,8,2024-2025,laliga
willy kambwala,DF,Villarreal,19,12,1117,0,0,1,1,2,16,0,2024-2025,laliga
abdoulaye keita,"FW,MF",Getafe,3,1,95,0,0,0,0,1,2,4,2024-2025,laliga
kenedy,"MF,FW",Valladolid,2,0,9,0,0,0,0,1,0,2,2024-2025,laliga
kiké,FW,Alavés,35,29,2542,13,0,5,1,25,50,158,2024-2025,laliga
koke,MF,Atlético Madrid,32,20,1926,1,1,4,0,22,132,18,2024-2025,laliga
jules koundé,DF,Barcelona,32,29,2605,2,3,4,0,44,165,190,2024-2025,laliga
alex král,MF,Espanyol,37,29,2714,0,1,1,0,49,78,79,2024-2025,laliga
ladislav krejčí,DF,Girona,28,27,2440,2,0,9,0,29,144,6,2024-2025,laliga
takefusa kubo,"MF,FW",Real Sociedad,36,27,2372,5,0,5,0,133,110,218,2024-2025,laliga
marash kumbulla,DF,Espanyol,35,34,2972,3,0,9,0,11,71,3,2024-2025,laliga
luca de la torre,MF,Celta Vigo,1,0,4,0,0,0,0,0,0,0,2024-2025,laliga
yoel lago,DF,Celta Vigo,8,7,583,0,1,2,0,1,31,0,2024-2025,laliga
cyle larin,FW,Mallorca,32,21,1764,7,2,4,0,20,20,95,2024-2025,laliga
juanmi latasa,FW,Valladolid,28,14,1398,3,0,6,1,3,17,40,2024-2025,laliga
toni lato,DF,Mallorca,14,7,621,0,0,1,1,15,26,35,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
robin le normand,DF,Atlético Madrid,27,24,2151,1,0,8,0,11,55,6,2024-2025,laliga
florian lejeune,DF,Rayo Vallecano,37,37,3325,2,3,8,0,21,143,5,2024-2025,laliga
iñigo lekue,DF,Athletic Club,16,8,773,0,0,1,0,13,35,21,2024-2025,laliga
thomas lemar,MF,Atlético Madrid,5,0,85,0,0,0,0,1,8,4,2024-2025,laliga
clément lenglet,DF,Atlético Madrid,23,23,1972,2,1,9,0,16,79,1,2024-2025,laliga
robert lewandowski,FW,Barcelona,34,32,2667,27,2,1,0,27,48,164,2024-2025,laliga
samuel lino,"MF,DF",Atlético Madrid,31,21,1552,3,4,3,0,72,73,179,2024-2025,laliga
javier llabrés,FW,Mallorca,1,1,57,0,0,0,0,3,3,8,2024-2025,laliga
diego llorente,DF,Betis,30,29,2519,2,0,4,0,7,81,3,2024-2025,laliga
marcos llorente,"DF,MF",Atlético Madrid,33,28,2513,2,4,0,1,82,111,151,2024-2025,laliga
giovani lo celso,"MF,FW",Betis,25,15,1457,8,3,4,0,26,132,66,2024-2025,laliga
enzo loiodice,MF,Las Palmas,17,7,684,0,0,3,0,3,31,3,2024-2025,laliga
david lópez,DF,Mallorca,2,2,169,0,0,0,0,0,4,0,2024-2025,laliga
david lópez,DF,Girona,29,27,2429,1,1,4,0,17,132,7,2024-2025,laliga
diego lópez,"MF,FW",Valencia,38,35,2737,8,5,3,0,76,85,219,2024-2025,laliga
fer lópez,"FW,MF",Celta Vigo,17,7,671,2,0,2,0,27,43,58,2024-2025,laliga
fermin lópez,"MF,FW",Barcelona,28,12,1252,6,5,4,1,31,79,108,2024-2025,laliga
javi lópez,DF,Real Sociedad,29,21,1936,0,0,4,0,36,73,64,2024-2025,laliga
pau lópez,GK,Girona,1,0,45,0,0,0,0,0,0,0,2024-2025,laliga
roberto lópez,MF,Leganés,13,3,396,0,1,0,0,3,20,11,2024-2025,laliga
unai lópez,MF,Rayo Vallecano,32,23,1707,3,1,9,1,22,112,40,2024-2025,laliga
iker losada,"FW,MF",Celta Vigo,12,4,358,1,0,2,0,9,17,23,2024-2025,laliga
iker losada,"MF,FW",Betis,10,3,336,0,0,0,0,9,14,16,2024-2025,laliga
pol lozano,MF,Espanyol,30,27,1943,0,1,12,0,18,115,12,2024-2025,laliga
josé luis gayà,DF,Valencia,23,22,1803,0,1,7,0,29,59,156,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
dodi lukebakio,FW,Sevilla,38,36,3092,11,2,3,1,131,93,247,2024-2025,laliga
daniel luna,MF,Mallorca,2,0,20,0,0,0,0,1,0,2,2024-2025,laliga
andriy lunin,GK,Real Madrid,7,7,630,0,1,0,0,0,0,0,2024-2025,laliga
darwin machís,"MF,FW",Valladolid,18,7,639,0,1,0,0,17,19,43,2024-2025,laliga
pablo maffeo,DF,Mallorca,30,28,2368,0,2,7,0,46,74,122,2024-2025,laliga
jon magunazelaia,MF,Real Sociedad,2,0,7,0,0,0,0,0,1,0,2024-2025,laliga
giorgi mamardashvili,GK,Valencia,34,34,3060,0,0,2,0,1,0,0,2024-2025,laliga
reinildo mandava,DF,Atlético Madrid,19,10,941,0,0,4,0,14,34,15,2024-2025,laliga
javier manquillo,DF,Celta Vigo,10,7,515,0,0,1,0,3,24,5,2024-2025,laliga
marcão,DF,Sevilla,12,6,552,0,0,6,1,0,19,1,2024-2025,laliga
óscar de marcos,DF,Athletic Club,26,17,1564,0,4,0,0,26,102,78,2024-2025,laliga
alberto marí,FW,Valencia,1,0,7,0,0,0,0,0,1,2,2024-2025,laliga
josé maría giménez,DF,Atlético Madrid,27,20,1999,0,1,5,0,3,64,1,2024-2025,laliga
arkaitz mariezkurrena,"FW,MF",Real Sociedad,9,1,241,2,0,1,0,3,4,12,2024-2025,laliga
pablo marín,MF,Real Sociedad,23,14,1239,1,2,3,0,20,45,47,2024-2025,laliga
mika mármol,DF,Las Palmas,30,27,2399,0,1,5,0,33,106,62,2024-2025,laliga
mario maroto,MF,Valladolid,2,0,64,0,1,0,0,0,2,0,2024-2025,laliga
unai marrero,GK,Real Sociedad,2,2,180,0,0,0,0,0,0,0,2024-2025,laliga
carlos martín,"FW,MF",Alavés,26,16,1333,2,2,3,0,13,21,67,2024-2025,laliga
diego martín,FW,Las Palmas,2,0,40,0,0,0,0,1,2,5,2024-2025,laliga
gerard martín,DF,Barcelona,28,11,1038,1,3,2,0,10,40,122,2024-2025,laliga
iván martín,MF,Girona,32,24,2039,1,1,1,0,57,131,76,2024-2025,laliga
jon martin,DF,Real Sociedad,13,6,904,0,1,2,0,4,34,0,2024-2025,laliga
mario martín,MF,Valladolid,30,20,1748,0,1,8,3,18,66,22,2024-2025,laliga
arnau martinez,"DF,MF",Girona,32,30,2624,2,2,3,0,41,162,102,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
iñigo martínez,DF,Barcelona,28,28,2490,0,4,5,0,70,260,11,2024-2025,laliga
javi martínez,MF,Osasuna,1,0,6,0,0,0,0,0,1,0,2024-2025,laliga
ramón martínez,DF,Sevilla,5,2,261,1,0,0,0,1,5,2,2024-2025,laliga
toni martínez,FW,Alavés,28,9,1012,4,0,1,0,13,11,57,2024-2025,laliga
javi martón,"FW,MF",Athletic Club,3,0,53,0,0,1,0,0,0,3,2024-2025,laliga
marvin,"DF,FW",Las Palmas,23,9,1038,0,0,4,0,29,30,72,2024-2025,laliga
omar mascarell,MF,Mallorca,32,21,1992,1,0,5,1,10,75,12,2024-2025,laliga
jaime mata,"FW,MF",Las Palmas,30,4,656,0,0,9,0,6,10,48,2024-2025,laliga
borja mayoral,FW,Getafe,24,7,1114,5,1,0,0,10,13,43,2024-2025,laliga
kylian mbappé,FW,Real Madrid,34,34,2907,31,3,3,1,150,140,386,2024-2025,laliga
oliver mcburnie,FW,Las Palmas,34,20,1837,3,6,3,0,7,27,75,2024-2025,laliga
scott mckenna,DF,Las Palmas,29,28,2466,0,0,5,1,11,45,3,2024-2025,laliga
mateo mejía,FW,Sevilla,1,0,11,0,0,0,0,0,0,0,2024-2025,laliga
arthur melo,MF,Girona,15,10,941,0,0,2,0,24,70,17,2024-2025,laliga
brais méndez,MF,Real Sociedad,27,19,1531,3,2,4,0,32,91,86,2024-2025,laliga
ferland mendy,DF,Real Madrid,14,12,1005,0,1,1,1,12,36,40,2024-2025,laliga
nobel mendy,DF,Betis,2,1,108,0,0,1,0,0,3,0,2024-2025,laliga
víctor meseguer,MF,Valladolid,14,2,418,0,0,1,0,2,22,22,2024-2025,laliga
miguel,FW,Leganés,34,17,1724,1,3,3,0,14,16,90,2024-2025,laliga
éder militão,DF,Real Madrid,12,11,938,1,1,2,0,7,46,1,2024-2025,laliga
luis milla,MF,Getafe,33,32,2875,1,4,6,0,32,152,30,2024-2025,laliga
pere milla,"MF,FW",Espanyol,20,1,456,3,0,3,0,9,13,27,2024-2025,laliga
óscar mingueza,"MF,DF",Celta Vigo,34,31,2729,4,6,6,1,69,200,194,2024-2025,laliga
kim minsu,"MF,FW",Girona,3,0,22,0,0,0,0,0,0,2,2024-2025,laliga
bojan miovski,FW,Girona,17,12,869,2,1,0,0,4,4,33,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
rafa mir,"FW,MF",Valencia,20,5,753,1,2,4,0,10,20,28,2024-2025,laliga
luka modrić,MF,Real Madrid,35,17,1827,2,6,7,0,62,208,63,2024-2025,laliga
johan mojica,DF,Mallorca,36,30,2755,1,2,5,0,66,130,142,2024-2025,laliga
alberto moleiro,"FW,MF",Las Palmas,35,32,2714,6,1,5,0,97,116,179,2024-2025,laliga
nahuel molina,DF,Atlético Madrid,30,17,1590,0,3,1,0,35,61,96,2024-2025,laliga
jon moncayola,MF,Osasuna,32,26,2099,0,0,8,0,25,107,51,2024-2025,laliga
gonzalo montiel,"DF,MF",Sevilla,6,1,113,0,0,1,0,3,2,3,2024-2025,laliga
gerard moreno,FW,Villarreal,17,6,721,3,2,0,0,19,53,60,2024-2025,laliga
xavier moreno,FW,Valladolid,1,1,45,0,0,0,0,1,1,5,2024-2025,laliga
mateu morey,DF,Mallorca,16,8,741,0,0,1,0,17,17,32,2024-2025,laliga
ilaix moriba,MF,Celta Vigo,33,22,2132,1,1,9,1,34,119,64,2024-2025,laliga
manu morlanes,MF,Mallorca,23,15,1338,0,0,7,0,16,88,39,2024-2025,laliga
raúl moro,"MF,FW",Valladolid,33,26,2341,4,5,2,0,112,81,190,2024-2025,laliga
cristhian mosquera,DF,Valencia,37,37,3319,1,0,6,0,35,123,6,2024-2025,laliga
santiago mouriño,DF,Alavés,25,20,1849,0,1,7,0,14,46,1,2024-2025,laliga
abdul mumin,DF,Rayo Vallecano,24,24,2017,2,1,6,1,12,40,6,2024-2025,laliga
aihen muñoz,DF,Real Sociedad,21,13,1098,0,0,5,0,26,38,28,2024-2025,laliga
álex muñoz,DF,Las Palmas,21,18,1415,3,0,3,0,15,45,53,2024-2025,laliga
iker muñoz,MF,Osasuna,23,4,610,0,1,2,0,6,24,10,2024-2025,laliga
javier muñoz,"MF,DF",Las Palmas,35,28,2588,1,3,5,0,36,108,91,2024-2025,laliga
víctor muñoz,"FW,DF",Real Madrid,2,0,36,0,0,0,0,3,0,9,2024-2025,laliga
vedat muriqi,FW,Mallorca,29,24,2058,7,2,1,2,23,30,103,2024-2025,laliga
juan musso,GK,Atlético Madrid,2,2,180,0,0,0,0,0,0,0,2024-2025,laliga
matija nastasić,DF,Leganés,26,24,2110,1,0,3,0,1,59,0,2024-2025,laliga
natan,DF,Betis,31,23,2175,1,1,5,1,12,52,6,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
pau navarro,DF,Villarreal,17,8,916,0,0,1,0,3,40,7,2024-2025,laliga
roberto navarro,"MF,FW",Mallorca,23,15,1278,1,0,3,0,45,51,85,2024-2025,laliga
jesús navas,"FW,MF",Sevilla,15,3,424,1,0,0,0,13,23,48,2024-2025,laliga
yvan neyou,MF,Leganés,30,27,2312,1,1,14,0,24,96,30,2024-2025,laliga
tanguy nianzou,DF,Sevilla,6,6,518,0,0,3,1,4,10,0,2024-2025,laliga
saúl ñíguez,MF,Sevilla,24,17,1553,1,6,8,1,13,66,39,2024-2025,laliga
tamás nikitscher,"MF,DF",Valladolid,13,9,858,0,0,2,0,2,13,7,2024-2025,laliga
adrian niño,FW,Atlético Madrid,1,0,12,0,0,0,0,0,0,1,2024-2025,laliga
hugo novoa,"DF,MF",Alavés,5,2,237,0,0,0,0,7,2,10,2024-2025,laliga
randy nteka,FW,Rayo Vallecano,24,16,1129,3,0,6,0,10,8,44,2024-2025,laliga
unai núñez,DF,Athletic Club,10,7,645,0,0,4,0,2,26,0,2024-2025,laliga
ørjan nyland,GK,Sevilla,30,30,2673,0,0,2,0,0,1,0,2024-2025,laliga
allan nyom,"DF,MF",Getafe,20,10,887,1,2,4,0,5,22,21,2024-2025,laliga
jan oblak,GK,Atlético Madrid,36,36,3240,0,0,0,0,0,0,0,2024-2025,laliga
lucas ocampos,FW,Sevilla,2,2,175,0,1,0,0,5,7,20,2024-2025,laliga
álvaro odriozola,DF,Real Sociedad,2,0,43,0,0,1,0,0,3,0,2024-2025,laliga
thiago ojeda,MF,Villarreal,1,0,8,0,0,1,0,1,2,0,2024-2025,laliga
aingeru olabarrieta,FW,Athletic Club,1,1,54,0,0,0,0,2,1,3,2024-2025,laliga
olasagasti,MF,Real Sociedad,22,7,857,1,1,2,0,11,38,41,2024-2025,laliga
brian oliván,DF,Espanyol,17,12,1017,0,1,2,0,21,40,57,2024-2025,laliga
lucas oliveira rosa,DF,Valladolid,21,21,1890,0,1,6,0,31,50,74,2024-2025,laliga
dani olmo,"MF,FW",Barcelona,25,13,1212,10,3,1,0,33,81,97,2024-2025,laliga
aimar oroz,MF,Osasuna,37,35,2966,5,4,8,0,74,163,142,2024-2025,laliga
ángel ortíz,DF,Betis,5,4,353,0,1,0,0,4,15,20,2024-2025,laliga
gabriel osei misehouy,"FW,MF",Girona,9,1,257,1,0,0,0,5,15,22,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
david otorbi,MF,Valencia,1,0,14,0,0,0,0,1,0,0,2024-2025,laliga
jesús owono,GK,Alavés,6,5,487,0,0,0,0,0,0,0,2024-2025,laliga
mikel oyarzabal,FW,Real Sociedad,35,28,2250,9,3,4,1,31,28,133,2024-2025,laliga
cenk özkacar,DF,Valladolid,11,8,757,0,0,1,0,2,15,0,2024-2025,laliga
jon pacheco,DF,Real Sociedad,14,9,854,0,0,3,0,12,27,0,2024-2025,laliga
alex padilla,GK,Athletic Club,5,3,321,0,0,0,0,0,0,0,2024-2025,laliga
isaac palazón camacho,"MF,FW",Rayo Vallecano,35,25,2162,4,4,5,0,30,117,123,2024-2025,laliga
aitor paredes,DF,Athletic Club,23,21,1812,3,0,4,1,4,46,2,2024-2025,laliga
daniel parejo,MF,Villarreal,36,26,2273,3,3,8,0,19,176,26,2024-2025,laliga
iago parente,DF,Valladolid,1,1,71,0,0,0,0,0,4,1,2024-2025,laliga
álvaro pascual,FW,Sevilla,8,4,408,1,0,1,0,4,3,27,2024-2025,laliga
alfonso pedraza,"DF,MF",Villarreal,12,4,460,0,2,0,0,21,9,43,2024-2025,laliga
pedri,MF,Barcelona,37,35,2879,4,5,3,0,92,360,136,2024-2025,laliga
adrià pedrosa,DF,Sevilla,31,27,2298,1,1,7,0,41,79,96,2024-2025,laliga
pejiño,FW,Las Palmas,1,0,16,0,0,0,0,1,1,2,2024-2025,laliga
andy pelmard,DF,Las Palmas,4,2,205,0,0,1,0,1,13,5,2024-2025,laliga
iñaki peña,GK,Barcelona,16,15,1396,0,0,1,0,0,3,0,2024-2025,laliga
rubén peña,"FW,DF",Osasuna,25,7,775,0,0,1,0,18,27,57,2024-2025,laliga
nicolas pépé,"FW,MF",Villarreal,28,15,1500,3,6,3,0,76,60,159,2024-2025,laliga
peque,"MF,FW",Sevilla,26,14,1134,1,1,1,0,14,35,44,2024-2025,laliga
ayoze pérez,FW,Villarreal,30,22,1970,19,2,4,0,59,73,124,2024-2025,laliga
carles pérez,"MF,FW",Getafe,27,15,1431,3,0,2,0,31,20,77,2024-2025,laliga
francisco perez,"FW,MF",Valencia,26,4,570,0,0,1,0,24,13,71,2024-2025,laliga
kike pérez,MF,Valladolid,19,14,1191,2,0,6,0,19,67,28,2024-2025,laliga
luis pérez,DF,Valladolid,30,28,2558,0,0,2,0,41,89,117,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
romain perraud,DF,Betis,28,22,2002,2,2,8,1,51,62,106,2024-2025,laliga
valentín pezzolesi,DF,Las Palmas,1,0,6,0,0,0,0,0,0,0,2024-2025,laliga
pica,DF,Alavés,9,5,499,0,0,1,0,3,15,0,2024-2025,laliga
yeremi pino,"MF,FW",Villarreal,34,25,1934,4,7,11,0,42,66,213,2024-2025,laliga
portu,"FW,MF",Girona,27,6,779,1,2,4,0,20,16,79,2024-2025,laliga
beñat prados,MF,Athletic Club,30,21,1715,1,0,7,0,20,78,32,2024-2025,laliga
abdón prats,"FW,MF",Mallorca,24,3,456,2,0,4,0,0,7,14,2024-2025,laliga
javi puado,"FW,MF",Espanyol,35,35,2974,12,4,8,0,73,75,113,2024-2025,laliga
dani raba,"FW,MF",Leganés,29,24,1879,8,6,6,0,42,69,101,2024-2025,laliga
arnau rafús,GK,Valladolid,1,1,90,0,0,0,0,0,0,0,2024-2025,laliga
antonio raillo,DF,Mallorca,36,36,3207,2,0,7,1,31,108,20,2024-2025,laliga
benito ramírez,"DF,FW",Las Palmas,19,2,478,0,0,2,1,14,16,62,2024-2025,laliga
sandro ramírez,"FW,MF",Las Palmas,31,25,2034,9,3,6,0,52,52,121,2024-2025,laliga
jacobo ramón,DF,Real Madrid,3,2,204,1,0,1,0,0,1,2,2024-2025,laliga
raphinha,"FW,MF",Barcelona,36,32,2839,18,9,4,0,94,135,349,2024-2025,laliga
andrei ratiu,DF,Rayo Vallecano,35,34,3065,2,3,5,0,122,145,167,2024-2025,laliga
raúl,"FW,MF",Osasuna,32,5,750,4,0,1,0,10,16,49,2024-2025,laliga
abderrahman rebbach,"FW,MF",Alavés,8,4,385,0,0,1,0,16,5,34,2024-2025,laliga
álex remiro,GK,Real Sociedad,36,36,3240,0,0,0,0,0,1,0,2024-2025,laliga
daniel requena,MF,Villarreal,1,0,10,0,0,0,0,0,0,1,2024-2025,laliga
diego rico,DF,Getafe,33,32,2819,0,3,9,1,27,136,84,2024-2025,laliga
luis rioja,FW,Alavés,1,0,23,0,0,0,0,4,1,3,2024-2025,laliga
luis rioja,"MF,FW",Valencia,36,33,2831,5,3,6,0,93,103,228,2024-2025,laliga
rodrigo riquelme,"MF,DF",Atlético Madrid,16,4,516,0,1,0,0,43,24,62,2024-2025,laliga
alberto risco,"MF,FW",Getafe,5,0,69,0,0,0,0,3,3,6,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
mihailo ristić,"DF,MF",Celta Vigo,10,6,429,0,1,1,0,8,10,11,2024-2025,laliga
gorka rivera alonso,"DF,MF",Getafe,1,0,20,0,0,0,0,0,1,0,2024-2025,laliga
marc roca,MF,Betis,14,11,906,2,2,4,0,11,59,13,2024-2025,laliga
rodri,FW,Betis,3,1,118,0,0,0,0,4,8,11,2024-2025,laliga
adrian rodriguez,GK,Alavés,2,1,122,0,0,1,0,0,0,0,2024-2025,laliga
álvaro rodríguez,FW,Getafe,22,7,852,2,0,6,0,6,13,50,2024-2025,laliga
óscar rodríguez arnaiz,"MF,FW",Leganés,29,12,1330,1,4,6,1,24,60,66,2024-2025,laliga
arturo rodríguez,FW,Las Palmas,1,0,21,0,0,0,0,1,0,2,2024-2025,laliga
damián rodríguez,MF,Celta Vigo,17,10,927,0,0,3,0,8,71,12,2024-2025,laliga
dani rodríguez,"MF,FW",Mallorca,37,26,2162,4,7,5,0,37,78,108,2024-2025,laliga
daniel rodriguez,FW,Barcelona,1,1,37,0,0,0,0,4,2,9,2024-2025,laliga
james rodríguez,"MF,FW",Rayo Vallecano,6,1,140,0,0,1,0,3,13,7,2024-2025,laliga
javi rodríguez,DF,Celta Vigo,36,26,2514,3,2,7,0,29,114,51,2024-2025,laliga
jesus rodríguez,FW,Betis,21,15,1111,2,0,0,0,53,35,99,2024-2025,laliga
kirian rodríguez,MF,Las Palmas,21,21,1758,0,3,2,0,25,128,39,2024-2025,laliga
ricardo rodríguez,DF,Betis,18,15,1274,0,1,0,0,19,63,32,2024-2025,laliga
rodrygo,"FW,MF",Real Madrid,30,22,1928,6,5,0,0,113,108,253,2024-2025,laliga
leo román,GK,Mallorca,7,7,630,0,0,0,0,0,0,0,2024-2025,laliga
carlos romero,DF,Espanyol,34,28,2554,2,1,7,0,50,64,113,2024-2025,laliga
isaac romero,FW,Sevilla,31,26,2156,4,2,10,1,21,29,95,2024-2025,laliga
luka romero,"FW,MF",Alavés,6,2,199,0,0,0,0,3,0,12,2024-2025,laliga
oriol romeu,MF,Girona,25,17,1356,0,0,5,0,22,73,8,2024-2025,laliga
vitor roque,FW,Betis,22,14,1235,4,0,4,0,24,17,57,2024-2025,laliga
valentin rosier,DF,Leganés,32,28,2595,1,2,8,0,41,74,89,2024-2025,laliga
antonio rüdiger,DF,Real Madrid,29,26,2291,0,0,3,0,20,94,4,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
aitor ruibal,"DF,FW",Betis,29,13,1313,1,3,5,0,21,50,64,2024-2025,laliga
abel ruiz,FW,Girona,23,17,1346,4,0,3,0,21,23,71,2024-2025,laliga
ferrán ruiz,MF,Girona,1,0,18,0,0,0,0,0,1,0,2024-2025,laliga
youssouf sabaly,DF,Betis,22,20,1581,0,1,1,0,25,62,63,2024-2025,laliga
umar sadiq,FW,Valencia,16,9,825,5,0,4,0,9,7,49,2024-2025,laliga
umar sadiq,FW,Real Sociedad,7,2,227,0,0,1,0,5,5,18,2024-2025,laliga
jorge sáenz,DF,Leganés,23,19,1690,1,0,4,1,5,36,2,2024-2025,laliga
jan salas,"MF,FW",Mallorca,4,0,43,0,0,0,0,1,4,4,2024-2025,laliga
kike salas,DF,Sevilla,31,25,2238,3,2,6,0,7,59,18,2024-2025,laliga
albert sambi lokonga,MF,Sevilla,22,16,1471,0,2,4,0,24,93,20,2024-2025,laliga
chuky san jose,MF,Valladolid,18,9,728,2,0,1,0,6,15,27,2024-2025,laliga
oihan sancet,MF,Athletic Club,29,19,1620,15,1,2,0,52,90,115,2024-2025,laliga
antonio sánchez,"MF,DF",Mallorca,33,12,1395,0,0,3,0,18,38,53,2024-2025,laliga
iván sánchez,"MF,FW",Valladolid,32,11,1404,2,1,4,0,60,77,93,2024-2025,laliga
javi sánchez,DF,Valladolid,25,25,2026,2,0,6,0,4,34,4,2024-2025,laliga
juanlu sánchez,"MF,DF",Sevilla,32,18,1722,4,4,6,1,44,68,83,2024-2025,laliga
manu sánchez,DF,Alavés,33,30,2634,1,0,6,1,47,78,97,2024-2025,laliga
maroan sannadi,FW,Athletic Club,16,7,754,1,1,0,0,21,15,67,2024-2025,laliga
jesús santiago,MF,Getafe,19,4,372,0,0,5,0,4,16,4,2024-2025,laliga
aleksandar sedlar,DF,Alavés,9,7,594,0,0,1,1,2,12,1,2024-2025,laliga
sergi,DF,Leganés,36,33,2957,2,0,2,1,3,77,2,2024-2025,laliga
nicolás serrano,FW,Athletic Club,4,1,112,0,0,0,0,2,4,18,2024-2025,laliga
fábio silva,FW,Las Palmas,24,22,1866,10,3,7,0,30,26,119,2024-2025,laliga
rui silva,GK,Betis,15,15,1350,0,0,1,0,0,0,0,2024-2025,laliga
giuliano simeone,MF,Atlético Madrid,33,26,1926,2,6,4,0,69,49,189,2024-2025,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2024-2025,laliga
unai simón,GK,Athletic Club,21,21,1890,0,0,0,0,0,0,0,2024-2025,laliga
daley sinkgraven,DF,Las Palmas,2,1,91,0,0,0,0,2,3,7,2024-2025,laliga
jailson siqueira,"DF,MF",Celta Vigo,13,6,614,0,0,2,0,10,43,3,2024-2025,laliga
antonio sivera,GK,Alavés,32,32,2810,0,0,6,1,0,1,0,2024-2025,laliga
justin smith,MF,Espanyol,5,3,209,0,0,0,0,4,6,7,2024-2025,laliga
alex sola,"MF,FW",Getafe,19,13,1029,0,1,4,0,24,23,61,2024-2025,laliga
arnau solà,MF,Villarreal,1,0,13,0,0,0,0,0,0,0,2024-2025,laliga
jhon solis,MF,Girona,19,3,535,1,0,3,0,9,29,15,2024-2025,laliga
david soria,GK,Getafe,38,38,3420,0,0,2,0,0,1,0,2024-2025,laliga
juan soriano,GK,Leganés,6,6,540,0,0,1,1,0,0,0,2024-2025,laliga
hugo sotelo,MF,Celta Vigo,24,15,1254,0,0,5,0,21,83,38,2024-2025,laliga
djibril sow,MF,Sevilla,30,24,2062,2,1,5,0,23,100,50,2024-2025,laliga
carl starfelt,DF,Celta Vigo,28,26,2270,1,0,5,0,11,66,1,2024-2025,laliga
orri steinn óskarsson,FW,Real Sociedad,23,9,944,3,0,1,0,6,9,50,2024-2025,laliga
stoichkov,"MF,FW",Alavés,16,6,699,0,1,1,0,9,26,41,2024-2025,laliga
cristhian stuani,FW,Girona,32,6,1078,11,2,4,0,2,10,36,2024-2025,laliga
álex suárez,DF,Las Palmas,30,30,2460,0,0,12,0,6,53,3,2024-2025,laliga
denis suárez,MF,Villarreal,21,7,608,1,1,0,0,27,35,24,2024-2025,laliga
luka sučić,MF,Real Sociedad,29,21,1792,1,1,4,0,30,79,56,2024-2025,laliga
