nombre,club_actual,altura,valor,temporada,liga
mário rui,Without Club,1.68,3500000.0,2023-2024,Serie-A
giovanni di lorenzo,SSC Napoli,1.83,15000000.0,2023-2024,Serie-A
alessandro zanoli,SSC Napoli,1.88,5000000.0,2023-2024,Serie-A
pasquale mazzocchi,SSC Napoli,1.83,3000000.0,2023-2024,Serie-A
stanislav lobotka,SSC Napoli,1.68,28000000.0,2023-2024,Serie-A
jens cajuste,SSC Napoli,1.88,10000000.0,2023-2024,Serie-A
leander dendoncker,Aston Villa,1.88,7000000.0,2023-2024,Serie-A
diego demme,Hertha BSC,1.7,800000.0,2023-2024,Serie-A
francesco gioielli,Atletico Calcio Afragolese,,175000.0,2023-2024,Serie-A
lorenzo russo,Guidonia Montecelio 1937 FC,1.82,100000.0,2023-2024,Serie-A
frank anguissa,SSC Napoli,1.84,27000000.0,2023-2024,Serie-A
piotr zieliński,Inter Milan,1.8,22000000.0,2023-2024,Serie-A
karim zedadka,FC Südtirol,1.84,250000.0,2023-2024,Serie-A
hamed junior traoré,AFC Bournemouth,1.77,17000000.0,2023-2024,Serie-A
gianluca gaetano,Cagliari Calcio,1.83,6000000.0,2023-2024,Serie-A
khvicha kvaratskhelia,Paris Saint-Germain,1.83,80000000.0,2023-2024,Serie-A
eljif elmas,RB Leipzig,1.84,20000000.0,2023-2024,Serie-A
hirving lozano,San Diego FC,1.75,15000000.0,2023-2024,Serie-A
alessio zerbin,SSC Napoli,1.82,4000000.0,2023-2024,Serie-A
jesper lindstrøm,SSC Napoli,1.82,22000000.0,2023-2024,Serie-A
matteo politano,SSC Napoli,1.71,13000000.0,2023-2024,Serie-A
cyril ngonge,SSC Napoli,1.8,12000000.0,2023-2024,Serie-A
giacomo raspadori,SSC Napoli,1.72,25000000.0,2023-2024,Serie-A
victor osimhen,SSC Napoli,1.86,100000000.0,2023-2024,Serie-A
giovanni simeone,SSC Napoli,1.8,10000000.0,2023-2024,Serie-A
wojciech szczesny,FC Barcelona,1.95,6000000.0,2023-2024,Serie-A
mattia perin,Juventus FC,1.88,3000000.0,2023-2024,Serie-A
giovanni daffara,US Avellino 1912,1.94,300000.0,2023-2024,Serie-A
carlo pinsoglio,Juventus FC,1.94,200000.0,2023-2024,Serie-A
giovanni garofani,Juventus Next Gen,1.88,100000.0,2023-2024,Serie-A
gian marco crespi,Spezia Calcio,1.89,100000.0,2023-2024,Serie-A
simone scaglia,Juventus Next Gen,1.96,25000.0,2023-2024,Serie-A
bremer,Juventus FC,1.88,60000000.0,2023-2024,Serie-A
federico gatti,Juventus FC,1.9,18000000.0,2023-2024,Serie-A
tiago djaló,Juventus FC,1.9,12000000.0,2023-2024,Serie-A
danilo,CR Flamengo,1.84,10000000.0,2023-2024,Serie-A
dean huijsen,Real Madrid,1.97,10000000.0,2023-2024,Serie-A
daniele rugani,Juventus FC,1.9,4000000.0,2023-2024,Serie-A
tarik muharemović,US Sassuolo,1.87,1200000.0,2023-2024,Serie-A
andrea cambiaso,Juventus FC,1.82,25000000.0,2023-2024,Serie-A
alex sandro,CR Flamengo,1.8,2000000.0,2023-2024,Serie-A
mattia de sciglio,Without Club,1.83,1000000.0,2023-2024,Serie-A
manuel locatelli,Juventus FC,1.85,28000000.0,2023-2024,Serie-A
adrien rabiot,Olympique Marseille,1.91,35000000.0,2023-2024,Serie-A
weston mckennie,Juventus FC,1.85,28000000.0,2023-2024,Serie-A
fabio miretti,Juventus FC,1.8,15000000.0,2023-2024,Serie-A
nicolò fagioli,ACF Fiorentina,1.78,15000000.0,2023-2024,Serie-A
carlos alcaraz,Everton FC,1.76,15000000.0,2023-2024,Serie-A
hans nicolussi caviglia,Venezia FC,1.84,3000000.0,2023-2024,Serie-A
joseph nonge,Kocaelispor,1.84,3000000.0,2023-2024,Serie-A
luis hasa,SSC Napoli,1.72,1000000.0,2023-2024,Serie-A
paul pogba,AS Monaco,1.91,,2023-2024,Serie-A
filip kostić,Juventus FC,1.84,6500000.0,2023-2024,Serie-A
nikola sekulov,UC Sampdoria,1.85,800000.0,2023-2024,Serie-A
kenan yıldız,Juventus FC,1.87,30000000.0,2023-2024,Serie-A
samuel iling-junior,Aston Villa,1.82,13000000.0,2023-2024,Serie-A
federico chiesa,Liverpool FC,1.75,35000000.0,2023-2024,Serie-A
matías soulé,AS Roma,1.82,25000000.0,2023-2024,Serie-A
timothy weah,Juventus FC,1.83,12000000.0,2023-2024,Serie-A
dušan vlahović,Juventus FC,1.9,65000000.0,2023-2024,Serie-A
moise kean,ACF Fiorentina,1.83,14000000.0,2023-2024,Serie-A
arkadiusz milik,Juventus FC,1.86,6000000.0,2023-2024,Serie-A
leonardo cerri,Juventus Next Gen,1.98,800000.0,2023-2024,Serie-A
tommaso mancini,Juventus Next Gen,1.9,500000.0,2023-2024,Serie-A
marco carnesecchi,Atalanta BC,1.91,16000000.0,2023-2024,Serie-A
juan musso,Atlético de Madrid,1.91,5000000.0,2023-2024,Serie-A
paolo vismara,Atalanta U23,1.95,600000.0,2023-2024,Serie-A
francesco rossi,Atalanta BC,1.93,100000.0,2023-2024,Serie-A
giorgio scalvini,Atalanta BC,1.94,45000000.0,2023-2024,Serie-A
isak hien,Atalanta BC,1.91,20000000.0,2023-2024,Serie-A
berat djimsiti,Atalanta BC,1.9,10000000.0,2023-2024,Serie-A
sead kolasinac,Atalanta BC,1.83,10000000.0,2023-2024,Serie-A
caleb okoli,Leicester City,1.91,8000000.0,2023-2024,Serie-A
rafael tolói,Without Club,1.85,2500000.0,2023-2024,Serie-A
giovanni bonfanti,Atalanta BC,1.87,1000000.0,2023-2024,Serie-A
josé luis palomino,CA Talleres,1.88,700000.0,2023-2024,Serie-A
andrea ceresoli,Benevento Calcio,1.77,500000.0,2023-2024,Serie-A
tommaso del lungo,Atalanta U23,1.86,250000.0,2023-2024,Serie-A
pietro comi,Atalanta U23,,250000.0,2023-2024,Serie-A
matteo ruggeri,Atlético de Madrid,1.87,20000000.0,2023-2024,Serie-A
mitchel bakker,Atalanta BC,1.89,6500000.0,2023-2024,Serie-A
emil holm,Bologna FC 1909,1.91,12000000.0,2023-2024,Serie-A
hans hateboer,Stade Rennais FC,1.87,3500000.0,2023-2024,Serie-A
marten de roon,Atalanta BC,1.85,7000000.0,2023-2024,Serie-A
leonardo mendicino,Atalanta U23,1.82,800000.0,2023-2024,Serie-A
matteo colombo,Atalanta U23,1.82,150000.0,2023-2024,Serie-A
éderson,Atalanta BC,1.83,40000000.0,2023-2024,Serie-A
mario pasalić,Atalanta BC,1.88,13000000.0,2023-2024,Serie-A
michel adopo,Cagliari Calcio,1.87,1000000.0,2023-2024,Serie-A
alberto manzoni,Atalanta U23,1.78,300000.0,2023-2024,Serie-A
davide zappacosta,Atalanta BC,1.82,6000000.0,2023-2024,Serie-A
nadir zortea,Cagliari Calcio,1.87,3000000.0,2023-2024,Serie-A
marco palestra,Atalanta BC,1.86,1000000.0,2023-2024,Serie-A
teun koopmeiners,Juventus FC,1.84,50000000.0,2023-2024,Serie-A
charles de ketelaere,Atalanta BC,1.92,34000000.0,2023-2024,Serie-A
aleksey miranchuk,Atlanta United FC,1.82,10000000.0,2023-2024,Serie-A
alessandro cortinovis,Atalanta U23,1.8,400000.0,2023-2024,Serie-A
andrea bonanomi,Atalanta U23,,,2023-2024,Serie-A
ademola lookman,Atalanta BC,1.74,40000000.0,2023-2024,Serie-A
tommaso de nipoti,Atalanta U23,1.8,200000.0,2023-2024,Serie-A
gianluca scamacca,Atalanta BC,1.95,35000000.0,2023-2024,Serie-A
el bilal touré,Atalanta BC,1.85,20000000.0,2023-2024,Serie-A
duván zapata,Torino FC,1.88,8000000.0,2023-2024,Serie-A
luis muriel,Orlando City SC,1.8,2000000.0,2023-2024,Serie-A
siren diao,Atalanta U23,1.89,1500000.0,2023-2024,Serie-A
moustapha cissé,Atalanta U23,1.82,800000.0,2023-2024,Serie-A
lukasz skorupski,Bologna FC 1909,1.88,3500000.0,2023-2024,Serie-A
federico ravaglia,Bologna FC 1909,1.96,1000000.0,2023-2024,Serie-A
nicola bagnolini,AS Gubbio 1910,1.94,200000.0,2023-2024,Serie-A
tito gasperini,Lentigione Calcio,,,2023-2024,Serie-A
sam beukema,SSC Napoli,1.88,18000000.0,2023-2024,Serie-A
jhon lucumí,Bologna FC 1909,1.87,17000000.0,2023-2024,Serie-A
stefan posch,Bologna FC 1909,1.9,14000000.0,2023-2024,Serie-A
mihajlo ilić,Bologna FC 1909,1.92,4000000.0,2023-2024,Serie-A
adama soumaoro,Without Club,1.87,2000000.0,2023-2024,Serie-A
kevin bonifazi,Bologna FC 1909,1.87,1800000.0,2023-2024,Serie-A
joaquín sosa,Independiente Santa Fe,1.89,1500000.0,2023-2024,Serie-A
riccardo stivanello,FC Bologna Weitere,1.88,200000.0,2023-2024,Serie-A
riccardo calafiori,Arsenal FC,1.88,30000000.0,2023-2024,Serie-A
victor kristiansen,Leicester City,1.81,15000000.0,2023-2024,Serie-A
tommaso corazza,Bologna FC 1909,1.74,1000000.0,2023-2024,Serie-A
charalampos lykogiannis,Bologna FC 1909,1.91,1000000.0,2023-2024,Serie-A
lorenzo de silvestri,Bologna FC 1909,1.87,400000.0,2023-2024,Serie-A
jerdy schouten,PSV Eindhoven,1.85,28000000.0,2023-2024,Serie-A
nikola moro,Bologna FC 1909,1.84,5000000.0,2023-2024,Serie-A
oussama el azzouzi,Bologna FC 1909,1.89,2500000.0,2023-2024,Serie-A
lewis ferguson,Bologna FC 1909,1.81,24000000.0,2023-2024,Serie-A
nicolás domínguez,Nottingham Forest,1.79,17000000.0,2023-2024,Serie-A
michel aebischer,Bologna FC 1909,1.83,9000000.0,2023-2024,Serie-A
kacper urbanski,Bologna FC 1909,1.83,7000000.0,2023-2024,Serie-A
remo freuler,Bologna FC 1909,1.8,6500000.0,2023-2024,Serie-A
niklas pyyhtiä,Modena FC,1.88,1200000.0,2023-2024,Serie-A
giovanni fabbian,Bologna FC 1909,1.86,14000000.0,2023-2024,Serie-A
jens odgaard,Bologna FC 1909,1.88,4500000.0,2023-2024,Serie-A
jesper karlsson,Bologna FC 1909,1.79,8000000.0,2023-2024,Serie-A
riccardo orsolini,Bologna FC 1909,1.83,16000000.0,2023-2024,Serie-A
dan ndoye,Bologna FC 1909,1.84,14000000.0,2023-2024,Serie-A
alexis saelemaekers,AC Milan,1.8,12000000.0,2023-2024,Serie-A
joshua zirkzee,Manchester United,1.93,50000000.0,2023-2024,Serie-A
santiago castro,Bologna FC 1909,1.79,12000000.0,2023-2024,Serie-A
marko arnautovic,Red Star Belgrade,1.92,4000000.0,2023-2024,Serie-A
sydney van hooijdonk,NAC Breda,1.9,4000000.0,2023-2024,Serie-A
tommaso ravaglioli,Bologna Primavera,,,2023-2024,Serie-A
mile svilar,AS Roma,1.89,9000000.0,2023-2024,Serie-A
rui patrício,Without Club,1.9,1000000.0,2023-2024,Serie-A
renato marin,Paris Saint-Germain,1.93,500000.0,2023-2024,Serie-A
pietro boer,AS Roma,1.93,150000.0,2023-2024,Serie-A
evan ndicka,AS Roma,1.92,25000000.0,2023-2024,Serie-A
gianluca mancini,AS Roma,1.9,25000000.0,2023-2024,Serie-A
dean huijsen,Real Madrid,1.97,10000000.0,2023-2024,Serie-A
diego llorente,Real Betis Balompié,1.86,7000000.0,2023-2024,Serie-A
marash kumbulla,AS Roma,1.91,4500000.0,2023-2024,Serie-A
chris smalling,Al-Fayha FC,1.94,2500000.0,2023-2024,Serie-A
matteo plaia,Roma U20,1.94,,2023-2024,Serie-A
lovro golic,KV Mechelen,1.93,,2023-2024,Serie-A
angeliño,AS Roma,1.71,8000000.0,2023-2024,Serie-A
leonardo spinazzola,SSC Napoli,1.86,4000000.0,2023-2024,Serie-A
jan oliveras,AS Rom Weitere,1.72,150000.0,2023-2024,Serie-A
rasmus kristensen,Eintracht Frankfurt,1.87,10000000.0,2023-2024,Serie-A
zeki çelik,AS Roma,1.8,6000000.0,2023-2024,Serie-A
rick karsdorp,Without Club,1.84,5000000.0,2023-2024,Serie-A
mattia mannini,AS Roma,1.73,,2023-2024,Serie-A
bryan cristante,AS Roma,1.86,20000000.0,2023-2024,Serie-A
leandro paredes,CA Boca Juniors,1.8,8000000.0,2023-2024,Serie-A
martin vetkal,FC Dordrecht,1.81,50000.0,2023-2024,Serie-A
edoardo bove,AS Roma,1.81,18000000.0,2023-2024,Serie-A
renato sanches,Paris Saint-Germain,1.76,6500000.0,2023-2024,Serie-A
niccolò pisilli,AS Roma,1.8,3500000.0,2023-2024,Serie-A
riccardo pagano,SSC Bari,1.75,2500000.0,2023-2024,Serie-A
francesco d'alessio,AS Cittadella,1.82,100000.0,2023-2024,Serie-A
nicola zalewski,Inter Milan,1.75,12000000.0,2023-2024,Serie-A
lorenzo pellegrini,AS Roma,1.86,25000000.0,2023-2024,Serie-A
tommaso baldanzi,AS Roma,1.7,15000000.0,2023-2024,Serie-A
houssem aouar,Al-Ittihad Club,1.75,10000000.0,2023-2024,Serie-A
stephan el shaarawy,AS Roma,1.78,5000000.0,2023-2024,Serie-A
luigi cherubini,AS Roma,1.75,350000.0,2023-2024,Serie-A
ola solbakken,AS Roma,1.89,2500000.0,2023-2024,Serie-A
joão costa,Al-Ettifaq FC,1.78,1000000.0,2023-2024,Serie-A
paulo dybala,AS Roma,1.77,20000000.0,2023-2024,Serie-A
tammy abraham,Besiktas JK,1.94,30000000.0,2023-2024,Serie-A
romelu lukaku,SSC Napoli,1.91,30000000.0,2023-2024,Serie-A
sardar azmoun,Shabab Al-Ahli Club,1.86,8000000.0,2023-2024,Serie-A
andrea belotti,Como 1907,1.81,5000000.0,2023-2024,Serie-A
filippo alessio,LR Vicenza,,100000.0,2023-2024,Serie-A
oliver christensen,ACF Fiorentina,1.9,3000000.0,2023-2024,Serie-A
pietro terracciano,AC Milan,1.93,2500000.0,2023-2024,Serie-A
tommaso martinelli,ACF Fiorentina,1.94,1000000.0,2023-2024,Serie-A
tommaso vannucchi,US Città di Pontedera,1.97,400000.0,2023-2024,Serie-A
nikola milenković,Nottingham Forest,1.95,15000000.0,2023-2024,Serie-A
lucas martínez quarta,CA River Plate,1.83,15000000.0,2023-2024,Serie-A
luca ranieri,ACF Fiorentina,1.87,8000000.0,2023-2024,Serie-A
yerry mina,Cagliari Calcio,1.95,3000000.0,2023-2024,Serie-A
christian dalle mura,Cosenza Calcio,1.88,850000.0,2023-2024,Serie-A
pietro comuzzo,ACF Fiorentina,1.85,700000.0,2023-2024,Serie-A
christian biagetti,SEF Torres 1903,,150000.0,2023-2024,Serie-A
fabiano parisi,ACF Fiorentina,1.78,9500000.0,2023-2024,Serie-A
cristiano biraghi,Torino FC,1.85,3500000.0,2023-2024,Serie-A
niccolò fortini,ACF Fiorentina,1.85,500000.0,2023-2024,Serie-A
michael kayode,Brentford FC,1.79,25000000.0,2023-2024,Serie-A
dodô,ACF Fiorentina,1.66,17000000.0,2023-2024,Serie-A
niccolò pierozzi,Palermo FC,1.84,1800000.0,2023-2024,Serie-A
davide faraoni,Without Club,1.8,1500000.0,2023-2024,Serie-A
sofyan amrabat,Fenerbahce,1.85,22000000.0,2023-2024,Serie-A
arthur melo,Juventus FC,1.72,15000000.0,2023-2024,Serie-A
rolando mandragora,ACF Fiorentina,1.83,8500000.0,2023-2024,Serie-A
maxime lopez,Paris FC,1.67,7500000.0,2023-2024,Serie-A
lorenzo amatucci,UD Las Palmas,1.72,1000000.0,2023-2024,Serie-A
gaetano castrovilli,Without Club,1.87,7000000.0,2023-2024,Serie-A
alfred duncan,Venezia FC,1.78,4000000.0,2023-2024,Serie-A
gino infantino,ACF Fiorentina,1.78,3000000.0,2023-2024,Serie-A
lucas beltrán,ACF Fiorentina,1.76,16000000.0,2023-2024,Serie-A
antonín barák,ACF Fiorentina,1.9,4500000.0,2023-2024,Serie-A
giacomo bonaventura,Without Club,1.8,3000000.0,2023-2024,Serie-A
abdelhamid sabiri,ACF Fiorentina,1.86,2200000.0,2023-2024,Serie-A
riccardo sottil,ACF Fiorentina,1.8,6000000.0,2023-2024,Serie-A
josip brekalo,ACF Fiorentina,1.75,3500000.0,2023-2024,Serie-A
maat daniel caprini,Fiorentina Primavera,1.8,,2023-2024,Serie-A
nico gonzález,Juventus FC,1.8,35000000.0,2023-2024,Serie-A
jonathan ikoné,ACF Fiorentina,1.75,10000000.0,2023-2024,Serie-A
aleksandr kokorin,Aris Limassol,1.84,800000.0,2023-2024,Serie-A
christian kouamé,ACF Fiorentina,1.85,7500000.0,2023-2024,Serie-A
luka jović,Without Club,1.82,7000000.0,2023-2024,Serie-A
m'bala nzola,ACF Fiorentina,1.85,7000000.0,2023-2024,Serie-A
andrea belotti,Como 1907,1.81,5000000.0,2023-2024,Serie-A
fallou sene,AC Horsens,1.87,200000.0,2023-2024,Serie-A
vanja milinković-savić,Torino FC,2.02,5000000.0,2023-2024,Serie-A
mihai popa,Torino FC,1.9,800000.0,2023-2024,Serie-A
luca gemello,AC Perugia Calcio,1.9,300000.0,2023-2024,Serie-A
pietro passador,FC Turin Weitere,1.96,100000.0,2023-2024,Serie-A
matteo brezzo,FC Turin Weitere,,25000.0,2023-2024,Serie-A
alessandro buongiorno,SSC Napoli,1.9,35000000.0,2023-2024,Serie-A
wilfried singo,AS Monaco,1.9,25000000.0,2023-2024,Serie-A
perr schuurs,Torino FC,1.91,25000000.0,2023-2024,Serie-A
matteo lovato,US Salernitana 1919,1.88,4000000.0,2023-2024,Serie-A
david zima,SK Slavia Prague,1.92,4000000.0,2023-2024,Serie-A
saba sazonov,Torino FC,1.94,2800000.0,2023-2024,Serie-A
koffi djidji,Without Club,1.84,2500000.0,2023-2024,Serie-A
adam masina,Torino FC,1.91,1500000.0,2023-2024,Serie-A
alessandro dellavalle,Modena FC,1.89,800000.0,2023-2024,Serie-A
ange caumenan n'guessan,Torino FC,1.87,200000.0,2023-2024,Serie-A
ricardo rodríguez,Real Betis Balompié,1.82,3500000.0,2023-2024,Serie-A
vimoj muntu wa mungu,EA Guingamp B,1.67,300000.0,2023-2024,Serie-A
jacopo antolini,US Pergolettese 1932,,100000.0,2023-2024,Serie-A
mërgim vojvoda,Como 1907,1.87,3000000.0,2023-2024,Serie-A
côme bianay balcot,Torino FC,1.88,200000.0,2023-2024,Serie-A
samuele ricci,AC Milan,1.81,22000000.0,2023-2024,Serie-A
adrien tamèze,Torino FC,1.82,5000000.0,2023-2024,Serie-A
ivan ilić,Torino FC,1.86,18000000.0,2023-2024,Serie-A
karol linetty,Without Club,1.75,3500000.0,2023-2024,Serie-A
emirhan i̇lkhan,Torino FC,1.75,3000000.0,2023-2024,Serie-A
gvidas gineitis,Torino FC,1.91,2000000.0,2023-2024,Serie-A
aaron ciammaglichella,Torino FC,1.8,1000000.0,2023-2024,Serie-A
raoul bellanova,Atalanta BC,1.88,15000000.0,2023-2024,Serie-A
brandon soppy,FC Lausanne-Sport,1.8,2000000.0,2023-2024,Serie-A
brian bayeye,Torino FC,1.82,400000.0,2023-2024,Serie-A
ali dembélé,Torino FC,1.89,300000.0,2023-2024,Serie-A
valentino lazaro,Torino FC,1.81,3500000.0,2023-2024,Serie-A
nikola vlašić,Torino FC,1.79,10000000.0,2023-2024,Serie-A
simone verdi,Without Club,1.74,2500000.0,2023-2024,Serie-A
jonathan silva,Calcio Padova,1.86,400000.0,2023-2024,Serie-A
nemanja radonjić,Red Star Belgrade,1.82,2800000.0,2023-2024,Serie-A
yann karamoh,Without Club,1.84,2500000.0,2023-2024,Serie-A
alieu njie,Torino FC,1.85,300000.0,2023-2024,Serie-A
demba seck,FK Partizan Belgrade,1.9,2000000.0,2023-2024,Serie-A
zanos savva,Torino FC,1.91,1000000.0,2023-2024,Serie-A
uros kabic,OFK Beograd,1.83,1000000.0,2023-2024,Serie-A
duván zapata,Torino FC,1.88,8000000.0,2023-2024,Serie-A
antonio sanabria,Torino FC,1.8,7000000.0,2023-2024,Serie-A
pietro pellegri,FC Empoli,1.89,3000000.0,2023-2024,Serie-A
david okereke,US Cremonese,1.81,2400000.0,2023-2024,Serie-A
ivan provedel,SS Lazio,1.94,14000000.0,2023-2024,Serie-A
christos mandas,SS Lazio,1.89,3000000.0,2023-2024,Serie-A
luigi sepe,US Salernitana 1919,1.85,500000.0,2023-2024,Serie-A
federico magro,Hellas Verona,1.9,250000.0,2023-2024,Serie-A
marius adamonis,FC Südtirol,1.91,200000.0,2023-2024,Serie-A
alessio furlanetto,SS Lazio,1.91,50000.0,2023-2024,Serie-A
davide renzetti,SS Lazio,1.94,50000.0,2023-2024,Serie-A
alessio romagnoli,SS Lazio,1.85,15000000.0,2023-2024,Serie-A
nicolò casale,Bologna FC 1909,1.91,14000000.0,2023-2024,Serie-A
mario gila,SS Lazio,1.85,13000000.0,2023-2024,Serie-A
patric,SS Lazio,1.84,4000000.0,2023-2024,Serie-A
fabio andrea ruggeri,SS Lazio,1.84,200000.0,2023-2024,Serie-A
matteo duțu,Milan Futuro,1.92,200000.0,2023-2024,Serie-A
luca pellegrini,SS Lazio,1.78,3500000.0,2023-2024,Serie-A
dimitrije kamenovic,SS Lazio,1.89,800000.0,2023-2024,Serie-A
adam marusic,SS Lazio,1.85,5000000.0,2023-2024,Serie-A
elseid hysaj,SS Lazio,1.82,2500000.0,2023-2024,Serie-A
nicolò rovella,SS Lazio,1.79,18000000.0,2023-2024,Serie-A
