nombre,club_actual,altura,valor,temporada,liga
ederson,Manchester City,1.88,35000000.0,2023-2024,Premier-League
stefan ortega,Manchester City,1.85,9000000.0,2023-2024,Premier-League
zack steffen,Colorado Rapids,1.91,2000000.0,2023-2024,Premier-League
true grant,Manchester City U21,,500000.0,2023-2024,Premier-League
scott carson,Without Club,1.88,200000.0,2023-2024,Premier-League
rúben dias,Manchester City,1.87,80000000.0,2023-2024,Premier-League
manuel akanji,Manchester City,1.88,45000000.0,2023-2024,Premier-League
nathan aké,Manchester City,1.8,40000000.0,2023-2024,Premier-League
john stones,Manchester City,1.88,38000000.0,2023-2024,Premier-League
taylor harwood-bellis,Southampton FC,1.88,22000000.0,2023-2024,Premier-League
aymeric laporte,Al-Nassr FC,1.91,20000000.0,2023-2024,Premier-League
max alleyne,Manchester City U21,1.85,500000.0,2023-2024,Premier-League
josko gvardiol,Manchester City,1.85,75000000.0,2023-2024,Premier-League
josh wilson-esbrand,Manchester City,1.76,4000000.0,2023-2024,Premier-League
rico lewis,Manchester City,1.7,38000000.0,2023-2024,Premier-League
kyle walker,Burnley FC,1.83,13000000.0,2023-2024,Premier-League
issa kaboré,Manchester City,1.8,10000000.0,2023-2024,Premier-League
rodri,Manchester City,1.91,120000000.0,2023-2024,Premier-League
kalvin phillips,Manchester City,1.79,25000000.0,2023-2024,Premier-League
máximo perrone,Como 1907,1.77,9000000.0,2023-2024,Premier-League
mahamadou susoho,Manchester City U21,1.75,1500000.0,2023-2024,Premier-League
jacob wright,Norwich City,1.78,800000.0,2023-2024,Premier-League
matheus nunes,Manchester City,1.83,50000000.0,2023-2024,Premier-League
mateo kovacic,Manchester City,1.77,30000000.0,2023-2024,Premier-League
cole palmer,Chelsea FC,1.85,80000000.0,2023-2024,Premier-League
bernardo silva,Manchester City,1.73,70000000.0,2023-2024,Premier-League
kevin de bruyne,SSC Napoli,1.81,50000000.0,2023-2024,Premier-League
james mcatee,Manchester City,1.8,12000000.0,2023-2024,Premier-League
jérémy doku,Manchester City,1.73,65000000.0,2023-2024,Premier-League
jack grealish,Manchester City,1.8,60000000.0,2023-2024,Premier-League
sergio gómez,Real Sociedad,1.71,10000000.0,2023-2024,Premier-League
micah hamilton,Middlesbrough FC,1.77,2000000.0,2023-2024,Premier-League
phil foden,Manchester City,1.71,150000000.0,2023-2024,Premier-League
oscar bobb,Manchester City,1.75,25000000.0,2023-2024,Premier-League
erling haaland,Manchester City,1.95,180000000.0,2023-2024,Premier-League
julián alvarez,Atlético de Madrid,1.7,90000000.0,2023-2024,Premier-League
david raya,Arsenal FC,1.83,35000000.0,2023-2024,Premier-League
aaron ramsdale,Southampton FC,1.9,25000000.0,2023-2024,Premier-League
