nombre,club_actual,altura,valor,temporada,liga
ederson,Manchester City,1.88,35000000.0,League,Premier
stefan ortega,Manchester City,1.85,9000000.0,League,Premier
zack steffen,Colorado Rapids,1.91,2000000.0,League,Premier
true grant,Manchester City U21,,500000.0,League,Premier
scott carson,Without Club,1.88,200000.0,League,Premier
rúben dias,Manchester City,1.87,80000000.0,League,Premier
manuel akanji,Manchester City,1.88,45000000.0,League,Premier
nathan aké,Manchester City,1.8,40000000.0,League,Premier
john stones,Manchester City,1.88,38000000.0,League,Premier
taylor harwood-bellis,Southampton FC,1.88,22000000.0,League,Premier
aymeric laporte,Al-Nassr FC,1.91,20000000.0,League,Premier
max alleyne,Manchester City U21,1.85,500000.0,League,Premier
josko gvardiol,Manchester City,1.85,75000000.0,League,Premier
josh wilson-esbrand,Manchester City,1.76,4000000.0,League,Premier
rico lewis,Manchester City,1.7,38000000.0,League,Premier
kyle walker,Burnley FC,1.83,13000000.0,League,Premier
issa kaboré,Manchester City,1.8,10000000.0,League,Premier
rodri,Manchester City,1.91,120000000.0,League,Premier
kalvin phillips,Manchester City,1.79,25000000.0,League,Premier
máximo perrone,Como 1907,1.77,9000000.0,League,Premier
mahamadou susoho,Manchester City U21,1.75,1500000.0,League,Premier
jacob wright,Norwich City,1.78,800000.0,League,Premier
matheus nunes,Manchester City,1.83,50000000.0,League,Premier
mateo kovacic,Manchester City,1.77,30000000.0,League,Premier
cole palmer,Chelsea FC,1.85,80000000.0,League,Premier
bernardo silva,Manchester City,1.73,70000000.0,League,Premier
kevin de bruyne,SSC Napoli,1.81,50000000.0,League,Premier
james mcatee,Manchester City,1.8,12000000.0,League,Premier
jérémy doku,Manchester City,1.73,65000000.0,League,Premier
jack grealish,Manchester City,1.8,60000000.0,League,Premier
sergio gómez,Real Sociedad,1.71,10000000.0,League,Premier
micah hamilton,Middlesbrough FC,1.77,2000000.0,League,Premier
phil foden,Manchester City,1.71,150000000.0,League,Premier
oscar bobb,Manchester City,1.75,25000000.0,League,Premier
erling haaland,Manchester City,1.95,180000000.0,League,Premier
julián alvarez,Atlético de Madrid,1.7,90000000.0,League,Premier
david raya,Arsenal FC,1.83,35000000.0,League,Premier
aaron ramsdale,Southampton FC,1.9,25000000.0,League,Premier
matt turner,Nottingham Forest,1.91,7000000.0,League,Premier
karl hein,Arsenal FC,1.93,2000000.0,League,Premier
arthur okonkwo,Wrexham AFC,1.98,1800000.0,League,Premier
william saliba,Arsenal FC,1.92,80000000.0,League,Premier
gabriel magalhães,Arsenal FC,1.9,70000000.0,League,Premier
jakub kiwior,Arsenal FC,1.89,30000000.0,League,Premier
rob holding,Crystal Palace,1.89,5000000.0,League,Premier
ayden heaven,Manchester United,1.89,300000.0,League,Premier
oleksandr zinchenko,Arsenal FC,1.75,38000000.0,League,Premier
kieran tierney,Celtic FC,1.8,12000000.0,League,Premier
lino sousa,Aston Villa U21,1.85,2000000.0,League,Premier
myles lewis-skelly,Arsenal FC,1.78,2000000.0,League,Premier
ben white,Arsenal FC,1.86,55000000.0,League,Premier
jurrien timber,Arsenal FC,1.79,38000000.0,League,Premier
takehiro tomiyasu,Without Club,1.88,35000000.0,League,Premier
reuell walters,Luton Town,1.86,4000000.0,League,Premier
cédric soares,São Paulo Futebol Clube,1.71,2000000.0,League,Premier
james sweet,St Albans City,1.8,250000.0,League,Premier
thomas partey,Without Club,1.85,18000000.0,League,Premier
