nombre,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
jiří pavlenka,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
aleksandar pavlovic,10,14,4,51.5,28,16,13,3,10,2023-2024,bundesliga
mads pedersen,31,27,6,54.5,64,39,20,3,17,2023-2024,bundesliga
jordan pefok,0,8,2,37.5,10,4,12,3,9,2023-2024,bundesliga
jordan pefok,0,0,0,,0,0,1,1,0,2023-2024,bundesliga
dženan pejčinović,0,0,0,,0,0,1,0,1,2023-2024,bundesliga
daniel peretz,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
matteo perez vinlöf,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
pavao pervan,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
jens petter hauge,1,0,1,28.6,2,1,5,1,4,2023-2024,bundesliga
luca pfeiffer,2,6,3,45.5,11,6,5,1,4,2023-2024,bundesliga
patric pfeiffer,6,4,1,83.3,11,7,10,6,4,2023-2024,bundesliga
maximilian philipp,4,4,0,16.7,8,5,7,0,7,2023-2024,bundesliga
florian pick,3,0,1,66.7,4,4,2,0,2,2023-2024,bundesliga
amos pieper,8,6,0,53.8,14,11,12,7,5,2023-2024,bundesliga
marvin pieringer,5,11,3,40.0,19,12,28,4,24,2023-2024,bundesliga
alassane pléa,5,8,4,46.7,17,7,11,0,11,2023-2024,bundesliga
ole pohlmann,0,1,0,50.0,1,0,0,0,0,2023-2024,bundesliga
sebastian polter,1,0,0,0.0,1,0,5,1,4,2023-2024,bundesliga
yussuf poulsen,1,9,3,28.6,13,8,13,3,10,2023-2024,bundesliga
grischa prömel,11,15,6,43.8,32,18,22,6,16,2023-2024,bundesliga
gustavo puerta,2,2,1,50.0,5,3,2,0,2,2023-2024,bundesliga
luca raimund,2,1,0,,3,1,2,0,2,2023-2024,bundesliga
grant ranos,0,0,1,,1,0,0,0,0,2023-2024,bundesliga
nicolai rapp,2,1,0,100.0,3,2,2,0,2,2023-2024,bundesliga
david raum,24,29,5,58.6,58,35,51,9,42,2023-2024,bundesliga
rocco reitz,28,29,4,50.9,61,36,61,20,41,2023-2024,bundesliga
marco reus,20,14,3,44.4,37,25,17,2,15,2023-2024,bundesliga
elvis rexhbeçaj,14,13,3,50.0,30,19,32,7,25,2023-2024,bundesliga
gio reyna,3,4,2,40.0,9,6,5,1,4,2023-2024,bundesliga
marco richter,5,3,2,36.4,10,4,9,0,9,2023-2024,bundesliga
clemens riedel,16,5,1,62.5,22,13,11,3,8,2023-2024,bundesliga
manuel riemann,2,0,0,50.0,2,1,0,0,0,2023-2024,bundesliga
sebastian rode,0,5,1,66.7,6,4,0,0,0,2023-2024,bundesliga
rogério,7,5,2,71.4,14,6,16,5,11,2023-2024,bundesliga
merlin röhl,10,9,2,38.1,21,13,27,3,24,2023-2024,bundesliga
frank ronstadt,0,1,0,0.0,1,0,1,0,1,2023-2024,bundesliga
anthony rouault,14,5,2,61.9,21,12,14,8,6,2023-2024,bundesliga
jérôme roussillon,6,7,3,66.7,16,9,13,4,9,2023-2024,bundesliga
fabian rüdlin,0,0,1,,1,0,0,0,0,2023-2024,bundesliga
julian ryerson,26,11,4,57.4,41,23,31,7,24,2023-2024,bundesliga
frederik rønnow,1,0,0,,1,1,0,0,0,2023-2024,bundesliga
marcel sabitzer,18,20,1,54.8,39,24,31,12,19,2023-2024,bundesliga
roland sallai,5,5,7,40.0,17,10,21,1,20,2023-2024,bundesliga
diadie samassékou,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
jadon sancho,1,3,1,0.0,5,4,11,0,11,2023-2024,bundesliga
leroy sané,6,6,3,21.1,15,8,12,0,12,2023-2024,bundesliga
amin sarr,1,2,0,50.0,3,2,6,1,5,2023-2024,bundesliga
bouna sarr,1,1,0,100.0,2,0,3,0,3,2023-2024,bundesliga
joe scally,21,17,3,57.5,41,28,31,11,20,2023-2024,bundesliga
andrás schäfer,9,15,5,55.0,29,16,25,4,21,2023-2024,bundesliga
patrik schick,0,3,3,20.0,6,4,2,0,2,2023-2024,bundesliga
stefan schimmer,0,1,0,0.0,1,1,2,0,2,2023-2024,bundesliga
xaver schlager,35,38,8,39.6,81,50,41,8,33,2023-2024,bundesliga
keven schlotterbeck,26,14,2,83.3,42,22,33,23,10,2023-2024,bundesliga
nico schlotterbeck,36,27,7,63.1,70,50,52,25,27,2023-2024,bundesliga
romano schmid,7,22,6,30.4,35,20,36,7,29,2023-2024,bundesliga
kenneth schmidt,2,0,0,50.0,2,2,1,0,1,2023-2024,bundesliga
benno schmitz,20,7,0,50.0,27,15,19,4,15,2023-2024,bundesliga
fabian schnellhardt,2,1,1,33.3,4,1,1,0,1,2023-2024,bundesliga
jan schöppner,26,20,2,50.0,48,26,37,7,30,2023-2024,bundesliga
marcel schuhen,1,0,0,33.3,1,0,0,0,0,2023-2024,bundesliga
marvin schwäbe,1,0,0,100.0,1,0,0,0,0,2023-2024,bundesliga
alexander schwolow,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
nicolas seiwald,16,15,2,64.0,33,18,12,2,10,2023-2024,bundesliga
davie selke,1,3,0,0.0,4,2,5,3,2,2023-2024,bundesliga
benjamin šeško,2,7,4,22.2,13,5,23,2,21,2023-2024,bundesliga
kevin sessa,9,6,2,43.8,17,10,12,1,11,2023-2024,bundesliga
aaron seydel,0,2,1,0.0,3,2,8,2,6,2023-2024,bundesliga
tim siersleben,21,6,0,40.0,27,11,16,10,6,2023-2024,bundesliga
kiliann sildillia,28,8,7,61.9,43,19,33,15,18,2023-2024,bundesliga
mohamed simakan,28,19,1,72.7,48,29,36,14,22,2023-2024,bundesliga
xavi simons,10,11,9,48.4,30,17,23,0,23,2023-2024,bundesliga
tim skarke,12,10,4,35.7,26,16,25,2,23,2023-2024,bundesliga
ellyes skhiri,18,19,7,52.8,44,24,33,4,29,2023-2024,bundesliga
robert skov,15,8,1,47.2,24,16,17,4,13,2023-2024,bundesliga
hrvoje smolčić,7,0,0,80.0,7,3,3,1,2,2023-2024,bundesliga
danilo soares,5,3,2,62.5,10,6,6,0,6,2023-2024,bundesliga
borna sosa,0,0,0,0.0,0,0,0,0,0,2023-2024,bundesliga
anton stach,40,27,6,52.4,73,42,38,12,26,2023-2024,bundesliga
anton stach,2,0,1,50.0,3,0,5,0,5,2023-2024,bundesliga
jens stage,21,23,8,36.0,52,22,42,23,19,2023-2024,bundesliga
josip stanišić,19,13,6,66.7,38,20,18,3,15,2023-2024,bundesliga
niklas stark,13,11,2,66.7,26,15,14,7,7,2023-2024,bundesliga
pascal stenzel,7,9,2,33.3,18,8,22,8,14,2023-2024,bundesliga
leonidas stergiou,7,7,1,69.2,15,8,8,1,7,2023-2024,bundesliga
angelo stiller,0,0,0,0.0,0,0,2,0,2,2023-2024,bundesliga
angelo stiller,15,34,6,57.1,55,33,41,13,28,2023-2024,bundesliga
kevin stöger,21,21,7,39.7,49,30,46,4,42,2023-2024,bundesliga
filip stojilković,0,0,1,,1,1,0,0,0,2023-2024,bundesliga
niklas süle,14,3,1,68.8,18,10,25,14,11,2023-2024,bundesliga
mattias svanberg,8,19,10,31.6,37,17,25,5,20,2023-2024,bundesliga
attila szalai,3,0,0,25.0,3,1,6,2,4,2023-2024,bundesliga
attila szalai,1,0,0,50.0,1,1,5,2,3,2023-2024,bundesliga
jonathan tah,10,7,2,31.3,19,9,28,23,5,2023-2024,bundesliga
edmond tapsoba,17,15,2,70.8,34,25,21,10,11,2023-2024,bundesliga
mathys tel,3,4,5,66.7,12,2,11,0,11,2023-2024,bundesliga
nathan tella,6,5,2,50.0,13,8,10,0,10,2023-2024,bundesliga
norman theuerkauf,13,7,4,59.1,24,16,16,6,10,2023-2024,bundesliga
jan thielmann,13,9,6,50.0,28,18,31,6,25,2023-2024,bundesliga
denis thomalla,4,4,1,45.5,9,6,3,2,1,2023-2024,bundesliga
phillip tietz,7,13,3,40.0,23,14,17,3,14,2023-2024,bundesliga
steffen tigges,4,5,1,42.9,10,6,4,2,2,2023-2024,bundesliga
umut tohumcu,9,7,0,31.6,16,12,11,1,10,2023-2024,bundesliga
tiago tomás,3,0,2,16.7,5,2,13,0,13,2023-2024,bundesliga
fabio torsiello,1,0,0,12.5,1,0,1,0,1,2023-2024,bundesliga
lucas tousart,14,17,4,45.9,35,20,32,9,23,2023-2024,bundesliga
omar traoré,33,21,6,57.1,60,33,32,7,25,2023-2024,bundesliga
kevin trapp,0,0,0,,0,0,0,0,0,2023-2024,bundesliga
christopher trimmel,12,10,1,39.4,23,15,16,3,13,2023-2024,bundesliga
tuta,38,19,6,66.1,63,33,29,12,17,2023-2024,bundesliga
lukas ullrich,1,0,0,25.0,1,0,0,0,0,2023-2024,bundesliga
sven ulreich,1,0,0,100.0,1,0,0,0,0,2023-2024,bundesliga
deniz undav,6,8,14,26.7,28,13,17,0,17,2023-2024,bundesliga
dayot upamecano,21,11,2,51.7,34,21,19,7,12,2023-2024,bundesliga
mark uth,2,3,3,33.3,8,4,6,0,6,2023-2024,bundesliga
josha vagnoman,15,11,2,50.0,28,18,11,5,6,2023-2024,bundesliga
ruben vargas,6,10,7,40.0,23,10,19,4,15,2023-2024,bundesliga
miloš veljković,17,13,1,51.6,31,15,31,20,11,2023-2024,bundesliga
yorbe vertessen,0,3,0,25.0,3,2,8,0,8,2023-2024,bundesliga
oscar vilhelmsson,3,7,3,70.0,13,6,15,5,10,2023-2024,bundesliga
kevin vogt,7,7,0,61.5,14,10,16,13,3,2023-2024,bundesliga
kevin vogt,6,4,0,50.0,10,9,22,15,7,2023-2024,bundesliga
kevin volland,8,8,6,40.0,22,9,8,0,8,2023-2024,bundesliga
aster vranckx,11,11,10,53.6,32,15,17,6,11,2023-2024,bundesliga
luca waldschmidt,4,12,3,31.3,19,12,18,3,15,2023-2024,bundesliga
kjell-arik wätjen,2,1,0,40.0,3,2,1,1,0,2023-2024,bundesliga
wout weghorst,4,7,2,60.0,13,6,25,8,17,2023-2024,bundesliga
julian weigl,28,32,6,61.2,66,40,47,14,33,2023-2024,bundesliga
nelson weiper,2,0,0,66.7,2,1,1,0,1,2023-2024,bundesliga
mitchell weiser,29,25,10,58.5,64,38,36,6,30,2023-2024,bundesliga
noah weißhaupt,6,0,3,45.5,9,4,8,1,7,2023-2024,bundesliga
timo werner,0,1,1,,2,1,1,0,1,2023-2024,bundesliga
silvan widmer,12,8,3,60.7,23,10,18,5,13,2023-2024,bundesliga
patrick wimmer,5,5,4,44.4,14,5,14,0,14,2023-2024,bundesliga
jonas wind,4,6,3,41.2,13,10,13,4,9,2023-2024,bundesliga
florian wirtz,7,14,6,31.0,27,18,36,2,34,2023-2024,bundesliga
maximilian wittek,9,11,3,61.9,23,17,12,1,11,2023-2024,bundesliga
maximilian wöber,40,25,1,58.5,66,31,47,26,21,2023-2024,bundesliga
marius wolf,8,11,1,47.8,20,12,12,2,10,2023-2024,bundesliga
nick woltemade,7,20,7,71.4,34,23,12,0,12,2023-2024,bundesliga
jeong woo-yeong,6,8,1,75.0,15,9,5,0,5,2023-2024,bundesliga
granit xhaka,11,14,4,30.0,29,21,29,8,21,2023-2024,bundesliga
dan-axel zagadou,16,5,0,50.0,21,14,23,18,5,2023-2024,bundesliga
bryan zaragoza,2,1,1,100.0,4,4,0,0,0,2023-2024,bundesliga
robin zentner,2,0,0,40.0,2,2,1,0,1,2023-2024,bundesliga
cedric zesiger,13,4,2,45.5,19,9,32,21,11,2023-2024,bundesliga
michael zetterer,3,0,0,100.0,3,1,0,0,0,2023-2024,bundesliga
christoph zimmermann,26,7,0,48.7,33,21,21,14,7,2023-2024,bundesliga
simon zoller,0,0,0,,0,0,1,0,1,2023-2024,bundesliga
lovro zvonarek,0,0,0,0.0,0,0,3,0,3,2023-2024,bundesliga
