nombre,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
william smallbone,9,9,2,31.8,20,13,8,0,8,2024-2025,premier-league
adam smith,11,7,6,51.9,24,12,13,5,8,2024-2025,premier-league
emile smith rowe,7,14,10,33.3,31,18,22,2,20,2024-2025,premier-league
dominic solanke,1,12,5,25.0,18,11,20,9,11,2024-2025,premier-league
carlos soler,9,6,1,30.4,16,11,19,6,13,2024-2025,premier-league
julio soler,1,0,0,100.0,1,1,1,0,1,2024-2025,premier-league
ramón sosa,3,0,2,20.0,5,3,9,0,9,2024-2025,premier-league
tomáš souček,20,23,3,59.1,46,21,41,21,20,2024-2025,premier-league
boubakary soumaré,24,12,1,63.6,37,20,22,10,12,2024-2025,premier-league
djed spence,25,15,7,76.7,47,34,28,9,19,2024-2025,premier-league
jay stansfield,0,0,0,,0,0,0,0,0,2024-2025,premier-league
jason steele,0,0,0,,0,0,0,0,0,2024-2025,premier-league
jack stephens,25,9,0,56.7,34,20,20,13,7,2024-2025,premier-league
raheem sterling,1,3,5,50.0,9,4,3,0,3,2024-2025,premier-league
ross stewart,1,1,4,37.5,6,4,3,0,3,2024-2025,premier-league
jakub stolarczyk,2,0,0,50.0,2,1,0,0,0,2024-2025,premier-league
john stones,3,2,1,100.0,6,2,5,3,2,2024-2025,premier-league
jørgen strand larsen,2,3,5,14.8,10,6,19,4,15,2024-2025,premier-league
yukinari sugawara,16,14,1,61.3,31,18,21,10,11,2024-2025,premier-league
kamaldeen sulemana,9,5,8,66.7,22,17,16,4,12,2024-2025,premier-league
crysencio summerville,2,8,3,33.3,13,7,13,4,9,2024-2025,premier-league
sammie szmodics,4,10,2,26.9,16,10,10,2,8,2024-2025,premier-league
dominik szoboszlai,14,19,5,37.8,38,20,39,5,34,2024-2025,premier-league
matt targett,0,0,0,0.0,0,0,0,0,0,2024-2025,premier-league
james tarkowski,39,22,3,61.5,64,40,57,42,15,2024-2025,premier-league
marcus tavernier,15,19,9,37.0,43,24,16,3,13,2024-2025,premier-league
charlie taylor,4,3,0,71.4,7,5,8,5,3,2024-2025,premier-league
jack taylor,6,11,3,44.4,20,10,12,3,9,2024-2025,premier-league
mathys tel,5,6,5,38.5,16,6,8,1,7,2024-2025,premier-league
kenny tete,29,14,13,60.5,56,38,31,12,19,2024-2025,premier-league
thiago,2,1,2,0.0,5,3,3,0,3,2024-2025,premier-league
luke thomas,23,5,3,51.2,31,25,15,6,9,2024-2025,premier-league
youri tielemans,32,44,8,54.8,84,58,38,16,22,2024-2025,premier-league
kieran tierney,4,1,2,66.7,7,5,0,0,0,2024-2025,premier-league
jurriën timber,17,30,11,66.7,58,38,19,4,15,2024-2025,premier-league
jean-clair todibo,30,15,2,72.2,47,28,25,13,12,2024-2025,premier-league
harry toffolo,3,1,1,75.0,5,3,2,2,0,2024-2025,premier-league
takehiro tomiyasu,0,0,0,,0,0,0,0,0,2024-2025,premier-league
sandro tonali,22,23,6,49.0,51,32,34,11,23,2024-2025,premier-league
pau torres,11,8,2,58.8,21,15,16,11,5,2024-2025,premier-league
conor townsend,9,2,0,72.7,11,8,8,6,2,2024-2025,premier-league
adama traoré,9,6,5,38.5,20,13,7,0,7,2024-2025,premier-league
boubacar traoré,0,2,0,100.0,2,0,0,0,0,2024-2025,premier-league
mark travers,0,0,0,,0,0,0,0,0,2024-2025,premier-league
ryan trevitt,1,0,0,,1,1,0,0,0,2024-2025,premier-league
kieran trippier,18,14,6,61.1,38,21,11,3,8,2024-2025,premier-league
leandro trossard,6,16,9,35.3,31,20,32,0,32,2024-2025,premier-league
kostas tsimikas,15,11,5,60.9,31,20,5,2,3,2024-2025,premier-league
axel tuanzebe,21,4,6,65.4,31,19,21,10,11,2024-2025,premier-league
destiny udogie,42,26,7,68.8,75,47,40,6,34,2024-2025,premier-league
manuel ugarte ribeiro,34,34,9,44.1,77,49,33,4,29,2024-2025,premier-league
lesley ugochukwu,16,30,4,50.0,50,24,27,10,17,2024-2025,premier-league
enes ünal,0,0,1,0.0,1,0,1,0,1,2024-2025,premier-league
virgil van dijk,17,19,2,59.1,38,20,27,16,11,2024-2025,premier-league
jamie vardy,7,7,5,30.8,19,13,8,4,4,2024-2025,premier-league
renato veiga,6,3,0,33.3,9,6,3,1,2,2024-2025,premier-league
joël veltman,24,16,3,59.6,43,29,22,7,15,2024-2025,premier-league
micky van de ven,5,4,1,57.1,10,6,12,8,4,2024-2025,premier-league
bart verbruggen,0,0,0,0.0,0,0,1,0,1,2024-2025,premier-league
jannik vestergaard,16,6,0,60.0,22,10,21,14,7,2024-2025,premier-league
guglielmo vicario,0,0,0,,0,0,0,0,0,2024-2025,premier-league
carlos vinícius,0,0,0,0.0,0,0,1,0,1,2024-2025,premier-league
kyle walker,7,7,3,53.8,17,10,13,4,9,2024-2025,premier-league
kyle walker-peters,22,15,7,45.7,44,29,27,15,12,2024-2025,premier-league
christian walton,0,0,0,0.0,0,0,0,0,0,2024-2025,premier-league
aaron wan-bissaka,33,32,5,71.9,70,49,37,11,26,2024-2025,premier-league
danny ward,0,0,0,,0,0,0,0,0,2024-2025,premier-league
joel ward,0,2,0,,2,0,0,0,0,2024-2025,premier-league
james ward-prowse,8,8,4,36.8,20,14,6,3,3,2024-2025,premier-league
james ward-prowse,1,3,0,100.0,4,1,3,2,1,2024-2025,premier-league
ollie watkins,0,6,4,27.3,10,7,11,3,8,2024-2025,premier-league
adam webster,5,4,1,42.9,10,6,16,9,7,2024-2025,premier-league
danny welbeck,6,15,5,40.0,26,16,19,4,15,2024-2025,premier-league
welington,15,5,1,63.2,21,9,5,1,4,2024-2025,premier-league
timo werner,3,3,0,23.1,6,4,10,1,9,2024-2025,premier-league
adam wharton,14,16,4,38.6,34,14,11,2,9,2024-2025,premier-league
ben white,10,4,6,42.1,20,14,10,8,2,2024-2025,premier-league
mats wieffer,27,27,4,68.1,58,34,18,2,16,2024-2025,premier-league
neco williams,63,19,8,61.6,90,57,42,10,32,2024-2025,premier-league
willian,0,3,1,33.3,4,2,0,0,0,2024-2025,premier-league
joe willock,15,12,3,58.1,30,17,24,6,18,2024-2025,premier-league
callum wilson,0,1,1,0.0,2,2,2,0,2,2024-2025,premier-league
harry wilson,13,3,4,66.7,20,14,15,1,14,2024-2025,premier-league
harry winks,12,10,2,43.3,24,11,19,7,12,2024-2025,premier-league
ben winterburn,0,0,0,0.0,0,0,0,0,0,2024-2025,premier-league
yoane wissa,6,8,8,40.7,22,12,29,8,21,2024-2025,premier-league
chris wood,2,2,2,27.3,6,5,12,7,5,2024-2025,premier-league
nathan wood-gordon,8,5,1,72.7,14,8,9,6,3,2024-2025,premier-league
luke woolfenden,5,4,0,40.0,9,6,21,14,7,2024-2025,premier-league
yehor yarmoliuk,21,21,7,50.9,49,28,26,9,17,2024-2025,premier-league
ryan yates,24,14,4,45.9,42,21,38,10,28,2024-2025,premier-league
leny yoro,19,9,1,68.4,29,11,5,3,2,2024-2025,premier-league
ashley young,25,25,8,61.4,58,33,14,4,10,2024-2025,premier-league
illia zabarnyi,31,20,1,68.0,52,36,33,20,13,2024-2025,premier-league
oleksandr zinchenko,1,3,2,37.5,6,1,8,1,7,2024-2025,premier-league
joshua zirkzee,3,8,3,50.0,14,8,15,4,11,2024-2025,premier-league
martin ødegaard,9,7,3,16.0,19,11,5,0,5,2024-2025,premier-league
