nombre,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
nemanja radonjić,1,3,0,25.0,4,2,2,0,2,2023-2024,laliga
aleksandar radovanović,7,1,0,100.0,8,7,8,8,0,2023-2024,laliga
abdellah raihani,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
antonio raillo,18,12,0,73.9,30,23,44,30,14,2023-2024,laliga
predrag rajković,2,0,0,100.0,2,1,0,0,0,2023-2024,laliga
ivan rakitić,9,12,9,57.9,30,16,16,5,11,2023-2024,laliga
largie ramazani,5,6,1,23.1,12,7,16,2,14,2023-2024,laliga
benito ramírez,2,3,0,50.0,5,3,7,1,6,2023-2024,laliga
sandro ramírez,4,6,2,40.0,12,8,13,1,12,2023-2024,laliga
chris ramos,9,15,4,29.6,28,15,23,7,16,2023-2024,laliga
sergio ramos,32,11,2,67.5,45,30,35,30,5,2023-2024,laliga
raphinha,6,6,2,22.2,14,8,17,1,16,2023-2024,laliga
andrei ratiu,6,5,1,53.3,12,4,4,1,3,2023-2024,laliga
raúl,4,2,4,20.0,10,4,9,1,8,2023-2024,laliga
abderrahman rebbach,4,2,3,33.3,9,5,10,1,9,2023-2024,laliga
pepe reina,0,0,0,,0,0,0,0,0,2023-2024,laliga
álex remiro,0,0,0,,0,0,0,0,0,2023-2024,laliga
chadi riad,17,18,0,63.0,35,24,23,14,9,2023-2024,laliga
diego rico,32,23,9,53.9,64,48,25,8,17,2023-2024,laliga
luis rioja,10,12,5,32.6,27,19,28,1,27,2023-2024,laliga
rodrigo riquelme,18,4,8,39.1,30,19,19,0,19,2023-2024,laliga
alberto risco,1,1,0,0.0,2,2,0,0,0,2023-2024,laliga
mihailo ristić,9,6,0,75.0,15,9,9,2,7,2023-2024,laliga
gorka rivera alonso,0,0,0,,0,0,0,0,0,2023-2024,laliga
sergi roberto,4,10,1,27.3,15,10,7,2,5,2023-2024,laliga
lucas robertone,28,23,10,50.0,61,33,43,9,34,2023-2024,laliga
marc roca,17,29,6,56.6,52,36,29,6,23,2023-2024,laliga
sergio rodelas,1,0,2,0.0,3,2,0,0,0,2023-2024,laliga
rodri,6,7,4,38.1,17,10,11,0,11,2023-2024,laliga
álvaro rodríguez,0,0,0,,0,0,0,0,0,2023-2024,laliga
óscar rodríguez arnaiz,2,15,7,60.0,24,13,12,1,11,2023-2024,laliga
damián rodríguez,1,3,2,33.3,6,3,4,2,2,2023-2024,laliga
dani rodríguez,21,20,6,46.7,47,24,34,5,29,2023-2024,laliga
guido rodríguez,21,24,8,61.8,53,30,27,6,21,2023-2024,laliga
kirian rodríguez,22,25,5,35.8,52,32,39,3,36,2023-2024,laliga
miguel rodríguez,3,1,2,33.3,6,3,8,0,8,2023-2024,laliga
rodrygo,2,9,5,26.3,16,15,14,0,14,2023-2024,laliga
carlos romero,8,1,2,58.3,11,5,3,0,3,2023-2024,laliga
isaac romero,2,2,2,55.6,6,3,12,0,12,2023-2024,laliga
luka romero,2,3,0,50.0,5,1,12,1,11,2023-2024,laliga
oriol romeu,17,14,3,54.2,34,20,12,2,10,2023-2024,laliga
unai ropero,0,0,0,,0,0,0,0,0,2023-2024,laliga
vitor roque,2,0,1,0.0,3,2,3,0,3,2023-2024,laliga
antonio rüdiger,18,4,4,80.0,26,15,27,20,7,2023-2024,laliga
javier rueda garcia,0,0,0,,0,0,0,0,0,2023-2024,laliga
aitor ruibal,28,13,5,54.2,46,27,12,1,11,2023-2024,laliga
sergio ruiz,43,36,4,45.2,83,46,24,6,18,2023-2024,laliga
youssouf sabaly,12,3,1,66.7,16,11,6,3,3,2023-2024,laliga
umar sadiq,2,8,5,50.0,15,10,9,0,9,2023-2024,laliga
pablo saenz,2,0,1,33.3,3,3,0,0,0,2023-2024,laliga
kike salas,26,12,3,61.1,41,23,25,14,11,2023-2024,laliga
salvi,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
diadie samassékou,2,2,1,83.3,5,3,0,0,0,2023-2024,laliga
fede san emeterio,2,1,0,25.0,3,2,3,2,1,2023-2024,laliga
oihan sancet,3,10,6,38.1,19,11,5,1,4,2023-2024,laliga
ricard sánchez,15,8,6,50.0,29,18,32,4,28,2023-2024,laliga
antonio sánchez,13,10,2,34.4,25,11,24,5,19,2023-2024,laliga
juanlu sánchez,34,18,4,58.6,56,35,24,7,17,2023-2024,laliga
manu sánchez,21,25,8,56.4,54,28,23,3,20,2023-2024,laliga
jesús santiago,8,5,4,57.1,17,8,3,0,3,2023-2024,laliga
paco sanz,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
stefan savić,16,7,4,50.0,27,19,29,15,14,2023-2024,laliga
sávio,14,22,6,57.1,42,25,34,0,34,2023-2024,laliga
aleksandar sedlar,10,4,0,62.5,14,10,8,4,4,2023-2024,laliga
andré silva,0,0,2,0.0,2,2,3,0,3,2023-2024,laliga
rui silva,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
giuliano simeone,2,3,2,29.4,7,5,10,0,10,2023-2024,laliga
unai simón,1,1,0,66.7,2,1,0,0,0,2023-2024,laliga
daley sinkgraven,6,5,0,25.0,11,5,5,3,2,2023-2024,laliga
jailson siqueira,22,5,0,54.2,27,18,13,5,8,2023-2024,laliga
antonio sivera,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
rubén sobrino,18,26,8,43.1,52,28,26,2,24,2023-2024,laliga
alex sola,11,9,7,53.8,27,15,18,2,16,2023-2024,laliga
alex sola,0,0,0,,0,0,0,0,0,2023-2024,laliga
jhon solis,4,5,1,33.3,10,8,8,3,5,2023-2024,laliga
david soria,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
alberto soro,0,0,0,,0,0,0,0,0,2023-2024,laliga
hugo sotelo,3,13,3,40.0,19,17,7,1,6,2023-2024,laliga
boubakary soumaré,24,14,1,53.8,39,28,25,7,18,2023-2024,laliga
djibril sow,15,8,5,36.0,28,21,20,3,17,2023-2024,laliga
çağlar söyüncü,1,0,0,,1,1,1,0,1,2023-2024,laliga
carl starfelt,30,5,1,67.9,36,30,35,28,7,2023-2024,laliga
jørgen strand larsen,1,15,5,21.1,21,11,15,1,14,2023-2024,laliga
cristhian stuani,4,6,4,57.1,14,11,9,2,7,2023-2024,laliga
álex suárez,33,15,5,83.8,53,36,33,14,19,2023-2024,laliga
damián suárez,16,16,4,57.8,36,21,13,3,10,2023-2024,laliga
denis suárez,0,0,0,0.0,0,0,2,2,0,2023-2024,laliga
suso,14,8,2,28.6,24,17,9,0,9,2023-2024,laliga
max svensson,0,0,1,,1,0,0,0,0,2023-2024,laliga
williot swedberg,3,6,0,62.5,9,4,11,1,10,2023-2024,laliga
mamadou sylla,0,0,0,,0,0,1,1,0,2023-2024,laliga
alexander sørloth,1,2,3,33.3,6,3,9,4,5,2023-2024,laliga
yassin tallal,0,0,0,,0,0,0,0,0,2023-2024,laliga
renato tapia,19,19,3,56.0,41,29,31,7,24,2023-2024,laliga
césar tárrega,0,0,0,,0,0,0,0,0,2023-2024,laliga
marciano tchami,0,0,0,,0,0,0,0,0,2023-2024,laliga
aurélien tchouaméni,19,17,2,50.0,38,23,21,13,8,2023-2024,laliga
nahuel tenaglia,22,4,3,57.1,29,19,14,8,6,2023-2024,laliga
marc-andré ter stegen,0,0,0,,0,0,0,0,0,2023-2024,laliga
ramón terrats,8,8,1,46.7,17,13,11,1,10,2023-2024,laliga
kieran tierney,16,18,3,66.7,37,24,22,8,14,2023-2024,laliga
raúl de tomás,4,3,2,50.0,9,5,3,0,3,2023-2024,laliga
pablo torre,0,5,0,40.0,5,2,10,2,8,2023-2024,laliga
raúl torrente,20,9,0,77.3,29,16,16,10,6,2023-2024,laliga
ferrán torres,1,6,2,31.3,9,6,7,1,6,2023-2024,laliga
óliver torres,17,15,5,38.6,37,22,40,4,36,2023-2024,laliga
lucas torró,11,8,6,39.3,25,15,10,2,8,2023-2024,laliga
bertrand traoré,2,1,2,25.0,5,4,6,0,6,2023-2024,laliga
hamari traoré,24,17,3,58.1,44,19,27,8,19,2023-2024,laliga
óscar trejo,11,9,7,61.9,27,15,21,1,20,2023-2024,laliga
manu trigueros,6,1,0,40.0,7,5,1,1,0,2023-2024,laliga
viktor tsyhankov,11,13,5,53.8,29,20,18,1,17,2023-2024,laliga
beñat turrientes,6,20,5,43.3,31,17,19,8,11,2023-2024,laliga
enes ünal,0,0,0,,0,0,1,0,1,2023-2024,laliga
myrto uzuni,8,7,3,22.2,18,14,19,3,16,2023-2024,laliga
óscar valentín,39,62,6,45.5,107,66,62,10,52,2023-2024,laliga
martin valjent,19,13,2,60.0,34,18,26,11,15,2023-2024,laliga
jesús vallejo,1,2,0,100.0,3,1,3,2,1,2023-2024,laliga
álvaro vallés,3,0,0,37.5,3,2,0,0,0,2023-2024,laliga
federico valverde,22,13,12,57.1,47,34,39,2,37,2023-2024,laliga
siebe van der heyden,7,2,0,66.7,9,2,1,1,0,2023-2024,laliga
josé luis garcía vayá,36,36,6,52.1,78,53,41,10,31,2023-2024,laliga
borja vázquez,1,0,0,100.0,1,0,0,0,0,2023-2024,laliga
jesus vazquez,13,8,3,62.5,24,12,17,4,13,2023-2024,laliga
kevin vázquez,7,7,1,57.1,15,13,11,3,8,2023-2024,laliga
lucas vázquez,22,14,1,72.0,37,25,27,5,22,2023-2024,laliga
gabriel veiga,0,0,0,,0,0,0,0,0,2023-2024,laliga
alejo véliz,0,1,0,50.0,1,0,0,0,0,2023-2024,laliga
arthur vermeeren,0,1,0,0.0,1,0,5,0,5,2023-2024,laliga
mikel vesga,11,23,6,38.8,40,20,19,7,12,2023-2024,laliga
carlos vicente,7,7,2,40.0,16,6,4,0,4,2023-2024,laliga
nacho vidal,2,2,1,40.0,5,4,2,0,2,2023-2024,laliga
nacho vidal,4,5,3,46.2,12,5,5,2,3,2023-2024,laliga
fran vieites,1,0,0,100.0,1,0,0,0,0,2023-2024,laliga
jonathan viera,1,2,3,11.1,6,3,0,0,0,2023-2024,laliga
jonathan viera,6,9,4,52.6,19,9,4,0,4,2023-2024,laliga
toni villa,0,0,0,,0,0,0,0,0,2023-2024,laliga
asier villalibre,0,0,2,100.0,2,1,2,1,1,2023-2024,laliga
gonzalo villar,26,20,5,63.4,51,33,32,10,22,2023-2024,laliga
iván villar,0,0,0,0.0,0,0,0,0,0,2023-2024,laliga
ricardo visus,1,1,0,100.0,2,2,2,2,0,2023-2024,laliga
daniel vivian,29,11,2,62.2,42,28,49,25,24,2023-2024,laliga
shon weissman,0,0,1,25.0,1,1,3,0,3,2023-2024,laliga
iñaki williams,6,8,10,38.2,24,17,42,8,34,2023-2024,laliga
nico williams,9,15,7,36.1,31,12,18,2,16,2023-2024,laliga
axel witsel,23,12,0,70.8,35,21,40,21,19,2023-2024,laliga
xeber,3,2,0,42.9,5,5,2,1,1,2023-2024,laliga
antal yaakobishvili,1,1,0,100.0,2,1,0,0,0,2023-2024,laliga
lamine yamal,32,15,14,37.5,61,37,32,0,32,2023-2024,laliga
roman yaremchuk,1,2,2,50.0,5,2,4,0,4,2023-2024,laliga
arsen zakharyan,8,11,3,40.9,22,15,16,0,16,2023-2024,laliga
joseba zaldúa,17,2,1,61.9,20,12,6,4,2,2023-2024,laliga
bryan zaragoza,8,6,4,34.8,18,9,9,0,9,2023-2024,laliga
igor zubeldia,20,10,2,73.1,32,25,28,19,9,2023-2024,laliga
martín zubimendi,18,29,2,54.8,49,27,33,9,24,2023-2024,laliga
max aarons,2,2,0,80.0,4,4,1,0,1,2024-2025,laliga
rodrigo abajas,2,1,0,100.0,3,2,1,0,1,2024-2025,laliga
abel,28,25,8,61.9,61,37,29,4,25,2024-2025,laliga
nabil aberdin,3,3,0,100.0,6,4,3,0,3,2024-2025,laliga
abdel abqar,24,11,1,58.8,36,23,28,18,10,2024-2025,laliga
akor adams,0,0,0,,0,0,1,0,1,2024-2025,laliga
adrián,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
julen agirrezabala,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
lucien agoume,23,37,10,69.2,70,32,30,11,19,2024-2025,laliga
álvaro aguado,3,2,0,33.3,5,2,7,1,6,2024-2025,laliga
lorenzo aguado,0,0,0,,0,0,0,0,0,2024-2025,laliga
nayef aguerd,17,12,1,66.7,30,24,21,15,6,2024-2025,laliga
joseph aidoo,3,2,0,66.7,5,5,8,4,4,2024-2025,laliga
joseph aidoo,1,0,0,,1,0,0,0,0,2024-2025,laliga
ilias akhomach,4,4,4,50.0,12,7,8,0,8,2024-2025,laliga
david alaba,1,0,0,,1,0,5,5,0,2024-2025,laliga
ibrahim alani,8,4,0,66.7,12,7,3,1,2,2024-2025,laliga
raúl albiol,9,1,0,60.0,10,9,10,9,1,2024-2025,laliga
omar alderete,30,11,2,66.7,43,29,38,22,16,2024-2025,laliga
carles aleñá,2,3,1,30.8,6,3,9,1,8,2024-2025,laliga
carles aleñá,6,7,6,41.2,19,12,11,0,11,2024-2025,laliga
alfon,3,2,3,33.3,8,3,8,0,8,2024-2025,laliga
tadeo allende,0,0,0,,0,0,0,0,0,2024-2025,laliga
domingos andré ribeiro almeida,18,21,9,35.9,48,32,21,3,18,2024-2025,laliga
iker almena,0,0,0,0.0,0,0,1,0,1,2024-2025,laliga
marcos alonso,19,13,3,56.8,35,21,22,7,15,2024-2025,laliga
adrià altimira,26,12,3,60.0,41,24,15,6,9,2024-2025,laliga
sergi altimira,17,38,6,60.0,61,37,28,1,27,2024-2025,laliga
hugo álvarez,12,10,4,52.6,26,9,19,2,17,2024-2025,laliga
julián álvarez,5,11,9,26.7,25,17,14,0,14,2024-2025,laliga
yeray álvarez,14,9,2,68.2,25,13,10,6,4,2024-2025,laliga
selim amallah,10,18,2,55.6,30,18,24,2,22,2024-2025,laliga
amath,2,0,0,12.5,2,0,7,1,6,2024-2025,laliga
marcos andré,3,5,2,38.5,10,6,18,2,16,2024-2025,laliga
leandro antonetti,0,0,0,,0,0,0,0,0,2024-2025,laliga
antoniu,9,8,4,42.9,21,10,14,2,12,2024-2025,laliga
antony,6,9,10,36.4,25,11,12,1,11,2024-2025,laliga
anuar,21,12,5,53.6,38,27,24,8,16,2024-2025,laliga
aritz arambarri,1,0,0,100.0,1,1,2,2,0,2024-2025,laliga
mauro arambarri,10,33,5,45.8,48,29,35,6,29,2024-2025,laliga
jon aramburu,61,30,11,66.0,102,70,40,8,32,2024-2025,laliga
ronald araújo,6,5,1,80.0,12,9,6,4,2,2024-2025,laliga
adu ares,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
jesús areso,31,14,8,69.6,53,38,26,4,22,2024-2025,laliga
david argüelles,0,0,0,,0,0,2,0,2,2024-2025,laliga
josé arnaiz,3,3,1,57.1,7,5,2,0,2,2024-2025,laliga
sergio arribas,4,3,0,85.7,7,4,2,2,0,2024-2025,laliga
takuma asano,5,7,1,54.5,13,9,7,0,7,2024-2025,laliga
raúl asencio,18,4,0,76.9,22,16,11,6,5,2024-2025,laliga
iago aspas,4,5,4,40.0,13,8,18,1,17,2024-2025,laliga
yaser asprilla,6,8,8,34.8,22,12,14,0,14,2024-2025,laliga
ezequiel ávila,2,2,4,40.0,8,3,4,0,4,2024-2025,laliga
adam aznou,20,8,0,48.8,28,21,24,8,16,2024-2025,laliga
césar azpilicueta,12,9,4,73.9,25,14,10,2,8,2024-2025,laliga
papa ba,1,0,0,,1,1,1,0,1,2024-2025,laliga
loïc bade,37,10,0,74.2,47,27,22,13,9,2024-2025,laliga
alex baena,6,14,8,25.6,28,15,29,2,27,2024-2025,laliga
juma bah,7,3,0,60.0,10,7,15,8,7,2024-2025,laliga
eric bailly,6,6,0,75.0,12,4,12,6,6,2024-2025,laliga
stefan bajcetic,13,13,3,42.9,29,14,25,4,21,2024-2025,laliga
cédric bakambu,0,5,1,42.9,6,4,13,2,11,2024-2025,laliga
alejandro balde,10,5,3,64.7,18,10,24,5,19,2024-2025,laliga
iván balliu,8,5,4,33.3,17,14,16,4,12,2024-2025,laliga
jonathan bamba,4,6,2,41.7,12,7,6,0,6,2024-2025,laliga
adrian baquerin,0,1,0,,1,1,0,0,0,2024-2025,laliga
valentín barco,8,3,4,80.0,15,9,0,0,0,2024-2025,laliga
borna barišić,0,0,0,,0,0,0,0,0,2024-2025,laliga
kike barja,1,3,1,50.0,5,4,5,0,5,2024-2025,laliga
enzo barrenechea,22,29,6,69.6,57,30,30,8,22,2024-2025,laliga
ander barrenetxea,7,14,5,26.1,26,19,15,0,15,2024-2025,laliga
pablo barrios,23,20,3,48.9,46,26,18,5,13,2024-2025,laliga
thierno barry,2,5,4,40.0,11,8,15,2,13,2024-2025,laliga
marc bartra,20,13,0,57.7,33,19,41,25,16,2024-2025,laliga
aboubacar bassinga,0,0,0,,0,0,0,0,0,2024-2025,laliga
augusto batalla,4,0,0,66.7,4,2,0,0,0,2024-2025,laliga
rafael bauza,3,1,1,57.1,5,3,3,1,2,2024-2025,laliga
sheraldo becker,0,3,0,0.0,3,2,4,0,4,2024-2025,laliga
donny van de beek,17,7,5,50.0,29,18,19,3,16,2024-2025,laliga
luken beitia,1,0,0,100.0,1,1,0,0,0,2024-2025,laliga
ismael bekhoucha,1,0,0,50.0,1,1,2,1,1,2024-2025,laliga
héctor bellerín,7,4,2,58.8,13,7,5,3,2,2024-2025,laliga
jude bellingham,20,27,14,66.7,61,33,37,2,35,2024-2025,laliga
fran beltrán,24,21,5,42.9,50,35,26,6,20,2024-2025,laliga
carlos benavídez,10,6,3,54.5,19,14,5,2,3,2024-2025,laliga
iker benito,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
yuri berchiche,19,11,3,57.6,33,21,25,5,20,2024-2025,laliga
álex berenguer,6,16,10,45.2,32,16,23,2,21,2024-2025,laliga
marc bernal,2,5,1,87.5,8,6,5,1,4,2024-2025,laliga
juan bernat,7,1,1,80.0,9,7,3,1,2,2024-2025,laliga
juan bernat,9,5,5,58.3,19,13,9,3,6,2024-2025,laliga
juan berrocal,10,4,0,71.4,14,7,6,3,3,2024-2025,laliga
antonio blanco,23,37,7,38.6,67,40,30,7,23,2024-2025,laliga
daley blind,26,19,4,64.6,49,27,32,9,23,2024-2025,laliga
adama boiro,11,7,2,66.7,20,11,10,3,7,2024-2025,laliga
enzo boyomo,46,18,4,76.9,68,43,34,19,15,2024-2025,laliga
enzo boyomo,4,2,0,100.0,6,2,4,3,1,2024-2025,laliga
darko brašanac,5,15,6,52.9,26,11,24,11,13,2024-2025,laliga
tajon buchanan,6,4,0,66.7,10,5,6,0,6,2024-2025,laliga
ante budimir,3,11,6,23.1,20,9,19,4,15,2024-2025,laliga
manu bueno,0,1,3,50.0,4,3,0,0,0,2024-2025,laliga
endika buján,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
pau cabanes,0,3,1,75.0,4,4,5,0,5,2024-2025,laliga
pau cabanes,4,3,1,46.2,8,2,2,0,2,2024-2025,laliga
leandro cabrera,29,8,3,57.6,40,23,35,25,10,2024-2025,laliga
fernando calero,13,4,1,66.7,18,10,16,9,7,2024-2025,laliga
eduardo camavinga,23,16,3,57.6,42,26,24,8,16,2024-2025,laliga
sergio camello,2,5,2,66.7,9,3,8,1,7,2024-2025,laliga
josé campaña,8,11,2,55.0,21,16,9,1,8,2024-2025,laliga
peio canales,0,1,2,100.0,3,2,3,0,3,2024-2025,laliga
antonio candela,6,2,1,36.4,9,6,11,6,5,2024-2025,laliga
sergi canós,3,4,4,40.0,11,7,6,1,5,2024-2025,laliga
dani cárdenas,0,0,0,,0,0,0,0,0,2024-2025,laliga
irvin cardona,2,4,2,37.5,8,5,5,1,4,2024-2025,laliga
marc cardona,1,3,0,0.0,4,2,0,0,0,2024-2025,laliga
sergi cardona,44,20,7,62.0,71,48,52,7,45,2024-2025,laliga
johnny cardoso,12,35,8,38.5,55,31,27,12,15,2024-2025,laliga
josé carlos gonzález,0,0,0,,0,0,0,0,0,2024-2025,laliga
carmona,53,21,9,53.2,83,59,37,11,26,2024-2025,laliga
sergio carreira,16,6,6,53.8,28,16,20,2,18,2024-2025,laliga
dani carvajal,7,3,2,75.0,12,8,8,3,5,2024-2025,laliga
william carvalho,3,6,0,66.7,9,6,6,2,4,2024-2025,laliga
marc casado,7,30,7,48.8,44,25,20,5,15,2024-2025,laliga
catena,34,10,2,61.4,46,28,40,25,15,2024-2025,laliga
maximiliano caufriez,1,0,0,100.0,1,1,2,1,1,2024-2025,laliga
dani ceballos,17,18,6,50.0,41,21,16,4,12,2024-2025,laliga
franco cervi,2,6,0,37.5,8,3,4,0,4,2024-2025,laliga
raúl chasco,3,1,0,50.0,4,1,1,0,1,2024-2025,laliga
pep chavarría,30,14,2,62.2,46,36,35,9,26,2024-2025,laliga
walid cheddira,1,1,3,0.0,5,0,4,0,4,2024-2025,laliga
chema,0,0,0,,0,0,0,0,0,2024-2025,laliga
julián chicco,3,6,2,62.5,11,7,2,0,2,2024-2025,laliga
chiquinho,0,1,0,0.0,1,0,3,0,3,2024-2025,laliga
andreas christensen,4,1,1,100.0,6,4,2,0,2,2024-2025,laliga
jasper cillessen,1,0,0,25.0,1,0,0,0,0,2024-2025,laliga
pathé ciss,26,22,1,48.8,49,24,31,10,21,2024-2025,laliga
seydouba cissé,18,27,14,46.0,59,37,25,1,24,2024-2025,laliga
silvi clúa,4,3,1,66.7,8,7,1,0,1,2024-2025,laliga
eray cömert,15,9,0,57.1,24,14,28,15,13,2024-2025,laliga
santi comesaña,44,32,9,55.3,85,49,56,22,34,2024-2025,laliga
diego conde,2,0,0,50.0,2,2,0,0,0,2024-2025,laliga
tomás conechny,6,7,2,33.3,15,12,14,2,12,2024-2025,laliga
copete,18,10,1,91.7,29,17,24,16,8,2024-2025,laliga
iker córdoba,0,0,0,,0,0,0,0,0,2024-2025,laliga
ángel correa,4,1,4,33.3,9,3,10,0,10,2024-2025,laliga
thierry correia,19,5,3,56.5,27,18,10,1,9,2024-2025,laliga
coba da costa,9,16,4,50.0,29,13,24,0,24,2024-2025,laliga
logan costa,25,12,1,82.8,38,21,25,14,11,2024-2025,laliga
samu costa,45,42,3,44.3,90,44,48,15,33,2024-2025,laliga
thibaut courtois,0,0,0,,0,0,0,0,0,2024-2025,laliga
juan cruz armada,11,13,2,62.5,26,14,15,4,11,2024-2025,laliga
juan cruz,14,16,2,48.6,32,19,18,2,16,2024-2025,laliga
pau cubarsí,21,10,3,63.3,34,23,12,9,3,2024-2025,laliga
cucho,2,5,8,54.5,15,10,13,1,12,2024-2025,laliga
arnaut danjuma,0,1,1,0.0,2,1,1,0,1,2024-2025,laliga
arnaut danjuma,3,3,2,28.6,8,6,5,1,4,2024-2025,laliga
sergi darder,15,16,9,37.0,40,26,19,1,18,2024-2025,laliga
rodrigo de paul,12,16,5,42.4,33,26,25,2,23,2024-2025,laliga
mouctar diakhaby,8,0,0,66.7,8,3,8,6,2,2024-2025,laliga
assane diao,1,3,1,44.4,5,3,3,0,3,2024-2025,laliga
moussa diarra,19,18,3,58.6,40,24,15,5,10,2024-2025,laliga
brahim díaz,9,13,3,36.8,25,19,16,1,15,2024-2025,laliga
daniel díaz,1,0,0,,1,1,1,0,1,2024-2025,laliga
pedro díaz,7,14,2,34.1,23,15,16,0,16,2024-2025,laliga
diego,0,0,1,14.3,1,1,4,1,3,2024-2025,laliga
stole dimitrievski,0,0,0,,0,0,0,0,0,2024-2025,laliga
yan diomandé,1,8,5,33.3,14,9,8,0,8,2024-2025,laliga
álvaro djaló,3,2,3,33.3,8,5,4,0,4,2024-2025,laliga
djené,12,11,2,37.5,25,13,18,8,10,2024-2025,laliga
marko dmitrović,1,0,0,50.0,1,1,0,0,0,2024-2025,laliga
marc domenech,2,1,1,40.0,4,4,2,0,2,2024-2025,laliga
carlos dominguez,14,9,0,71.4,23,11,16,11,5,2024-2025,laliga
israel domínguez,0,0,0,,0,0,0,0,0,2024-2025,laliga
sergi dominguez,1,0,0,,1,1,0,0,0,2024-2025,laliga
anastasios douvikas,2,6,1,50.0,9,4,5,2,3,2024-2025,laliga
domingos duarte,22,4,2,81.0,28,15,28,16,12,2024-2025,laliga
duk,3,3,2,60.0,8,4,4,0,4,2024-2025,laliga
pablo durán,4,7,6,31.3,17,9,12,3,9,2024-2025,laliga
hugo duro,4,7,2,38.5,13,8,11,2,9,2024-2025,laliga
chidera ejuke,8,9,2,45.0,19,13,12,0,12,2024-2025,laliga
aritz elustondo,15,3,2,57.9,20,11,17,12,5,2024-2025,laliga
adri embarba,17,17,7,38.3,41,20,18,1,17,2024-2025,laliga
endrick,1,0,0,33.3,1,1,0,0,0,2024-2025,laliga
alfonso espino,31,8,2,55.3,41,24,19,6,13,2024-2025,laliga
dario essugo,28,26,5,60.9,59,45,28,11,17,2024-2025,laliga
etienne eto'o,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
karl etta,0,0,0,0.0,0,0,1,0,1,2024-2025,laliga
edu expósito,9,13,1,39.1,23,13,3,0,3,2024-2025,laliga
abde ezzalzouli,17,16,4,55.6,37,25,22,3,19,2024-2025,laliga
ansu fati,0,2,2,50.0,4,1,1,0,1,2024-2025,laliga
nabil fekir,1,1,1,50.0,3,2,2,0,2,2024-2025,laliga
kiko femenía,34,14,2,57.9,50,34,21,10,11,2024-2025,laliga
aitor fernández,0,0,0,,0,0,0,0,0,2024-2025,laliga
álvaro fernández,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
pelayo fernandez,0,0,0,,0,0,0,0,0,2024-2025,laliga
roberto férnandez,2,1,1,0.0,4,4,9,1,8,2024-2025,laliga
valery fernández,3,2,3,71.4,8,7,3,1,2,2024-2025,laliga
andré ferreira,0,0,0,,0,0,0,0,0,2024-2025,laliga
mateo flores,3,0,0,100.0,3,1,1,0,1,2024-2025,laliga
pablo fornals,12,6,3,33.3,21,13,24,4,20,2024-2025,laliga
héctor fort,6,4,3,62.5,13,8,12,0,12,2024-2025,laliga
dimitri foulquier,29,13,6,66.7,48,31,21,5,16,2024-2025,laliga
juan foyth,15,6,4,68.8,25,15,26,17,9,2024-2025,laliga
fran,0,0,0,,0,0,0,0,0,2024-2025,laliga
alejandro francés,22,13,1,70.0,36,24,17,8,9,2024-2025,laliga
enric franquesa,9,6,2,69.2,17,9,7,1,6,2024-2025,laliga
jorge de frutos,16,13,8,30.4,37,21,22,0,22,2024-2025,laliga
darío fuentes,0,0,0,,0,0,0,0,0,2024-2025,laliga
manuel fuster,5,8,6,53.6,19,11,13,3,10,2024-2025,laliga
javi galán,31,15,5,51.0,51,31,13,3,10,2024-2025,laliga
iñigo ruiz de galarreta,11,17,8,64.5,36,22,11,4,7,2024-2025,laliga
conor gallagher,16,19,10,44.9,45,32,23,5,18,2024-2025,laliga
facundo garcés,4,2,0,60.0,6,2,8,6,2,2024-2025,laliga
álvaro garcía,19,8,6,38.7,33,24,31,0,31,2024-2025,laliga
eric garcía,11,24,3,69.0,38,21,24,8,16,2024-2025,laliga
fran garcia,29,16,6,54.9,51,36,27,5,22,2024-2025,laliga
gonzalo garcía,0,0,0,,0,0,1,0,1,2024-2025,laliga
joan garcía,0,0,0,0.0,0,0,1,0,1,2024-2025,laliga
pablo garcia,0,0,0,,0,0,1,0,1,2024-2025,laliga
rubén garcía,20,21,11,43.3,52,31,37,3,34,2024-2025,laliga
unai garcía,0,0,0,,0,0,1,0,1,2024-2025,laliga
yarek gasiorowski,16,3,0,69.2,19,16,17,6,11,2024-2025,laliga
gavi,10,15,5,57.7,30,21,14,1,13,2024-2025,laliga
paulo gazzaniga,1,0,0,100.0,1,1,1,0,1,2024-2025,laliga
bryan gil,10,15,9,46.7,34,20,24,0,24,2024-2025,laliga
dani gómez,0,0,3,,3,2,1,0,1,2024-2025,laliga
