nombre,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
arthur atta,9,10,1,66.7,20,12,9,5,4,2024-2025,serie-a
emil audero,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
tommaso augello,28,17,4,69.8,49,28,23,8,15,2024-2025,serie-a
carlos augusto,12,11,6,63.2,29,14,21,9,12,2024-2025,serie-a
yann aurel bisseck,11,4,2,68.8,17,11,23,12,11,2024-2025,serie-a
paulo azzi,3,6,2,55.6,11,9,5,2,3,2024-2025,serie-a
oussama el azzouzi,0,0,0,,0,0,0,0,0,2024-2025,serie-a
jacopo bacci,1,0,0,100.0,1,0,0,0,0,2024-2025,serie-a
milan badelj,14,10,5,42.9,29,16,19,7,12,2024-2025,serie-a
mitchel bakker,1,0,0,100.0,1,0,0,0,0,2024-2025,serie-a
tommaso baldanzi,5,4,3,33.3,12,4,4,0,4,2024-2025,serie-a
keita baldé,0,1,0,50.0,1,1,4,0,4,2024-2025,serie-a
botond balogh,22,13,1,71.4,36,16,34,26,8,2024-2025,serie-a
mario balotelli,0,0,0,,0,0,0,0,0,2024-2025,serie-a
lameck banda,4,2,2,25.0,8,5,7,0,7,2024-2025,serie-a
daniel bandeira,1,3,0,50.0,4,0,2,1,1,2024-2025,serie-a
mattia bani,11,6,2,63.6,19,10,13,8,5,2024-2025,serie-a
antonín barák,0,2,0,0.0,2,0,1,1,0,2024-2025,serie-a
federico barba,1,1,0,25.0,2,2,2,2,0,2024-2025,serie-a
nicolò barella,19,20,11,44.1,50,31,26,3,23,2024-2025,serie-a
davide bartesaghi,1,1,2,100.0,4,2,1,1,0,2024-2025,serie-a
federico baschirotto,30,5,2,78.6,37,25,44,32,12,2024-2025,serie-a
daniele baselli,0,0,0,,0,0,0,0,0,2024-2025,serie-a
alessandro bastoni,26,14,6,66.7,46,23,25,13,12,2024-2025,serie-a
reda belahyane,16,13,7,76.5,36,26,20,9,11,2024-2025,serie-a
reda belahyane,8,0,0,100.0,8,6,3,2,1,2024-2025,serie-a
raoul bellanova,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
raoul bellanova,8,13,3,61.9,24,14,12,3,9,2024-2025,serie-a
andrea belotti,1,4,2,25.0,7,5,4,0,4,2024-2025,serie-a
lucas beltrán,10,7,6,33.3,23,10,15,2,13,2024-2025,serie-a
adrian benedyczak,0,0,0,0.0,0,0,3,1,2,2024-2025,serie-a
ismaël bennacer,1,3,1,14.3,5,4,5,3,2,2024-2025,serie-a
medon berisha,7,3,2,50.0,12,8,6,0,6,2024-2025,serie-a
adrian bernabe,16,9,4,43.8,29,18,22,9,13,2024-2025,serie-a
antoine bernede,4,9,2,62.5,15,8,6,1,5,2024-2025,serie-a
sam beukema,27,24,3,53.7,54,29,36,21,15,2024-2025,serie-a
alessandro bianco,26,17,8,65.9,51,28,40,14,26,2024-2025,serie-a
alessandro bianco,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
jaka bijol,32,10,1,52.5,43,25,38,18,20,2024-2025,serie-a
philip billing,4,4,1,25.0,9,6,4,1,3,2024-2025,serie-a
cristiano biraghi,9,3,4,61.1,16,10,15,4,11,2024-2025,serie-a
cristiano biraghi,1,3,0,28.6,4,4,2,0,2,2024-2025,serie-a
samuele birindelli,13,4,5,42.9,22,15,15,2,13,2024-2025,serie-a
bjarki bjarkason,2,1,0,50.0,3,2,1,0,1,2024-2025,serie-a
emil bohinen,3,0,1,40.0,4,4,2,0,2,2024-2025,serie-a
warren bondo,19,12,4,68.4,35,24,16,6,10,2024-2025,serie-a
warren bondo,4,1,0,100.0,5,3,1,0,1,2024-2025,serie-a
kevin bonifazi,1,0,0,100.0,1,1,1,1,0,2024-2025,serie-a
ange-yoan bonny,4,23,7,57.1,34,16,17,2,15,2024-2025,serie-a
edoardo bove,7,14,3,50.0,24,17,12,0,12,2024-2025,serie-a
domagoj bradarić,21,11,4,62.1,36,28,17,4,13,2024-2025,serie-a
matthias braunöder,6,3,1,63.6,10,4,3,0,3,2024-2025,serie-a
iker bravo,3,5,2,55.6,10,6,4,1,3,2024-2025,serie-a
gleison bremer,9,5,1,80.0,15,7,15,11,4,2024-2025,serie-a
brenner,2,3,1,37.5,6,4,4,0,4,2024-2025,serie-a
marco brescianini,5,9,4,80.0,18,11,15,2,13,2024-2025,serie-a
arvid brorsson,2,2,0,40.0,4,3,9,8,1,2024-2025,serie-a
tajon buchanan,2,0,1,50.0,3,0,0,0,0,2024-2025,serie-a
alessandro buongiorno,26,12,1,75.0,39,23,30,18,12,2024-2025,serie-a
rareș-cătălin burnete,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
gianluca busio,24,12,10,42.6,46,31,36,8,28,2024-2025,serie-a
jean butez,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
liberato cacace,20,13,4,71.0,37,25,26,9,17,2024-2025,serie-a
alessio cacciamani,0,0,0,,0,0,0,0,0,2024-2025,serie-a
davide calabria,5,5,2,41.7,12,8,4,0,4,2024-2025,serie-a
davide calabria,10,0,0,57.1,10,7,1,0,1,2024-2025,serie-a
luca caldirola,8,3,0,57.1,11,7,9,6,3,2024-2025,serie-a
hakan çalhanoğlu,7,23,13,58.3,43,22,17,8,9,2024-2025,serie-a
drissa camara,2,6,1,10.0,9,7,8,0,8,2024-2025,serie-a
francesco camarda,0,2,3,33.3,5,2,2,1,1,2024-2025,serie-a
nicolò cambiaghi,6,7,3,50.0,16,10,9,0,9,2024-2025,serie-a
andrea cambiaso,27,13,6,61.4,46,30,24,4,20,2024-2025,serie-a
thomas campaniello,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
matteo cancellieri,15,9,2,34.4,26,16,15,1,14,2024-2025,serie-a
fali candé,14,10,1,69.6,25,19,21,15,6,2024-2025,serie-a
antonio candela,13,11,7,69.2,31,21,7,5,2,2024-2025,serie-a
gianluca caprari,8,8,3,50.0,19,11,14,0,14,2024-2025,serie-a
elia caprile,1,0,0,0.0,1,0,0,0,0,2024-2025,serie-a
elia caprile,0,0,0,,0,0,0,0,0,2024-2025,serie-a
francesco caputo,0,0,0,,0,0,0,0,0,2024-2025,serie-a
maxence caqueret,14,18,4,52.6,36,21,15,1,14,2024-2025,serie-a
andrea carboni,39,17,4,66.0,60,35,31,16,15,2024-2025,serie-a
franco carboni,5,0,0,62.5,5,3,1,1,0,2024-2025,serie-a
marco carnesecchi,0,0,0,,0,0,1,0,1,2024-2025,serie-a
cesare casadei,4,8,0,50.0,12,5,4,2,2,2024-2025,serie-a
nicolò casale,4,6,1,50.0,11,5,15,7,8,2024-2025,serie-a
nicolò casale,4,1,0,,5,3,4,3,1,2024-2025,serie-a
federico cassa,0,0,0,,0,0,1,0,1,2024-2025,serie-a
valentín castellanos,2,4,7,10.0,13,6,18,2,16,2024-2025,serie-a
santiago castro,4,9,5,35.3,18,10,13,2,11,2024-2025,serie-a
gaetano castrovilli,10,2,0,36.4,12,7,8,2,6,2024-2025,serie-a
gaetano castrovilli,3,1,1,50.0,5,2,3,0,3,2024-2025,serie-a
danilo cataldi,13,10,2,51.9,25,16,17,8,9,2024-2025,serie-a
zeki çelik,21,31,10,53.5,62,37,28,9,19,2024-2025,serie-a
alberto cerri,0,0,0,,0,0,2,0,2,2024-2025,serie-a
gabriel charpentier,2,1,1,75.0,4,3,3,0,3,2024-2025,serie-a
walid cheddira,0,0,0,,0,0,0,0,0,2024-2025,serie-a
leandro chichizola,0,0,0,,0,0,0,0,0,2024-2025,serie-a
samuel chukwueze,7,6,4,26.3,17,11,3,0,3,2024-2025,serie-a
aaron ciammaglichella,0,0,0,,0,0,0,0,0,2024-2025,serie-a
giuseppe ciocci,0,0,0,,0,0,0,0,0,2024-2025,serie-a
alessandro circati,6,1,0,50.0,7,5,5,4,1,2024-2025,serie-a
alphadjo cissè,0,0,0,,0,0,0,0,0,2024-2025,serie-a
patrick ciurria,11,7,4,36.4,22,14,13,3,10,2024-2025,serie-a
saúl coco,31,14,1,63.3,46,26,49,31,18,2024-2025,serie-a
lorenzo colombo,7,16,8,33.3,31,14,33,2,31,2024-2025,serie-a
andrea colpani,5,7,3,33.3,15,9,7,0,7,2024-2025,serie-a
florinel coman,3,1,1,100.0,5,3,2,0,2,2024-2025,serie-a
pietro comuzzo,29,11,3,79.3,43,21,35,22,13,2024-2025,serie-a
francisco conceição,6,9,8,43.3,23,14,7,0,7,2024-2025,serie-a
diego coppola,48,14,4,70.0,66,36,44,24,20,2024-2025,serie-a
maxwel cornet,1,0,1,0.0,2,1,1,1,0,2024-2025,serie-a
joaquín correa,4,7,0,30.8,11,5,3,0,3,2024-2025,serie-a
alberto costa,7,5,2,77.8,14,10,5,1,4,2024-2025,serie-a
lassana coulibaly,16,28,4,39.3,48,29,45,12,33,2024-2025,serie-a
woyo coulibaly,9,2,2,45.5,13,10,19,2,17,2024-2025,serie-a
bryan cristante,18,24,6,57.7,48,29,20,10,10,2024-2025,serie-a
domen črnigoj,0,1,3,50.0,4,2,5,2,3,2024-2025,serie-a
juan cuadrado,9,6,4,47.8,19,9,14,2,12,2024-2025,serie-a
patrick cutrone,0,10,6,50.0,16,11,11,0,11,2024-2025,serie-a
wylan cyprien,0,0,0,0.0,0,0,1,0,1,2024-2025,serie-a
danilo d'ambrosio,17,10,1,60.9,28,15,12,8,4,2024-2025,serie-a
lucas da cunha,17,19,9,51.3,45,25,18,3,15,2024-2025,serie-a
samuel dahl,0,2,0,50.0,2,2,2,0,2,2024-2025,serie-a
thijs dallinga,0,4,6,100.0,10,5,10,1,9,2024-2025,serie-a
maat daniel caprini,0,0,0,,0,0,0,0,0,2024-2025,serie-a
flavius daniliuc,14,9,3,62.5,26,21,10,3,7,2024-2025,serie-a
danilo,7,2,1,50.0,10,4,4,3,1,2024-2025,serie-a
matteo darmian,12,12,4,56.0,28,17,14,6,8,2024-2025,serie-a
juan david cabal,7,3,0,66.7,10,4,2,0,2,2024-2025,serie-a
keinan davis,1,4,4,50.0,9,4,2,1,1,2024-2025,serie-a
paweł dawidowicz,20,22,3,66.7,45,24,16,6,10,2024-2025,serie-a
charles de ketelaere,2,9,2,26.7,13,9,14,3,11,2024-2025,serie-a
mattia de sciglio,10,8,0,82.4,18,13,10,3,7,2024-2025,serie-a
lorenzo de silvestri,7,1,3,43.8,11,6,12,4,8,2024-2025,serie-a
koni de winter,21,8,4,68.0,33,19,11,7,4,2024-2025,serie-a
alessandro deiola,11,17,3,31.3,31,20,26,12,14,2024-2025,serie-a
enrico del prato,24,8,1,73.1,33,17,69,35,34,2024-2025,serie-a
fisayo dele-bashiru,3,3,4,33.3,10,6,10,2,8,2024-2025,serie-a
ali dembélé,6,3,0,100.0,9,5,6,2,4,2024-2025,serie-a
michele di gregorio,0,0,0,,0,0,0,0,0,2024-2025,serie-a
giovanni di lorenzo,35,25,6,64.6,66,44,19,6,13,2024-2025,serie-a
boulaye dia,5,12,5,43.8,22,10,12,1,11,2024-2025,serie-a
assane diao,9,10,6,42.9,25,14,8,1,7,2024-2025,serie-a
federico dimarco,10,12,3,52.6,25,14,24,4,20,2024-2025,serie-a
berat djimsiti,29,23,1,72.5,53,33,34,21,13,2024-2025,serie-a
dodô,25,11,8,51.0,44,29,22,5,17,2024-2025,serie-a
benjamín domínguez,2,11,5,30.0,18,7,15,1,14,2024-2025,serie-a
patrick dorgu,21,19,5,51.1,45,27,24,6,18,2024-2025,serie-a
alberto dossena,23,8,2,57.1,33,20,22,11,11,2024-2025,serie-a
issa doumbia,6,7,1,41.2,14,8,17,5,12,2024-2025,serie-a
anastasios douvikas,0,3,0,25.0,3,2,3,0,3,2024-2025,serie-a
artem dovbyk,0,1,3,0.0,4,2,10,3,7,2024-2025,serie-a
ondrej duda,21,22,3,45.3,46,27,28,9,19,2024-2025,serie-a
denzel dumfries,12,9,4,51.9,25,15,31,8,23,2024-2025,serie-a
alfred duncan,4,11,2,35.7,17,8,7,2,5,2024-2025,serie-a
paulo dybala,3,9,5,42.1,17,7,12,1,11,2024-2025,serie-a
enzo ebosse,0,0,0,0.0,0,0,3,3,0,2024-2025,serie-a
tyronne ebuehi,1,2,0,100.0,3,2,1,0,1,2024-2025,serie-a
éderson,19,28,5,64.7,52,32,30,6,24,2024-2025,serie-a
kingsley ehizibue,31,18,6,61.0,55,35,41,14,27,2024-2025,serie-a
jeff ekhator,4,1,2,44.4,7,4,10,1,9,2024-2025,serie-a
jurgen ekkelenkamp,10,22,4,51.4,36,25,26,4,22,2024-2025,serie-a
emmanuel ekong,0,2,2,100.0,4,3,2,1,1,2024-2025,serie-a
caleb ekuban,1,1,1,100.0,3,3,4,1,3,2024-2025,serie-a
mikael ellertsson,37,14,7,54.1,58,26,42,5,37,2024-2025,serie-a
elif elmas,3,5,2,40.0,10,7,8,2,6,2024-2025,serie-a
emerson,24,16,5,47.1,45,28,13,2,11,2024-2025,serie-a
yannik engelhardt,13,13,4,59.3,30,12,13,6,7,2024-2025,serie-a
martin erlic,0,2,0,50.0,2,0,5,4,1,2024-2025,serie-a
sebastiano esposito,15,31,11,51.4,57,29,20,2,18,2024-2025,serie-a
estanis,0,0,0,,0,0,0,0,0,2024-2025,serie-a
nahuel estévez,7,8,1,40.0,16,6,9,2,7,2024-2025,serie-a
giovanni fabbian,1,3,6,53.8,10,6,7,2,5,2024-2025,serie-a
alieu fadera,25,27,12,44.4,64,47,18,1,17,2024-2025,serie-a
nicolò fagioli,8,9,2,40.9,19,10,11,2,9,2024-2025,serie-a
nicolò fagioli,7,6,1,66.7,14,10,4,0,4,2024-2025,serie-a
wladimiro falcone,0,0,0,,0,0,0,0,0,2024-2025,serie-a
davide faraoni,5,5,0,33.3,10,9,7,3,4,2024-2025,serie-a
jacopo fazzini,11,16,5,56.5,32,19,13,1,12,2024-2025,serie-a
mattia felici,8,7,2,36.4,17,12,10,0,10,2024-2025,serie-a
joão félix,3,2,1,28.6,6,6,2,0,2,2024-2025,serie-a
lewis ferguson,4,14,6,56.3,24,13,9,2,7,2024-2025,serie-a
daniel fila,0,1,1,0.0,2,0,6,0,6,2024-2025,serie-a
alessandro florenzi,0,0,0,,0,0,0,0,0,2024-2025,serie-a
youssouf fofana,20,31,5,50.0,56,34,32,9,23,2024-2025,serie-a
michael folorunsho,9,6,4,40.0,19,12,9,1,8,2024-2025,serie-a
michael folorunsho,0,3,0,50.0,3,2,0,0,0,2024-2025,serie-a
omari forson,1,2,0,33.3,3,3,3,0,3,2024-2025,serie-a
davide frattesi,6,10,1,55.6,17,8,12,4,8,2024-2025,serie-a
morten frendrup,23,52,27,43.6,102,61,62,16,46,2024-2025,serie-a
martin frese,7,10,1,53.8,18,11,5,1,4,2024-2025,serie-a
remo freuler,28,40,11,41.8,79,40,38,4,34,2024-2025,serie-a
matteo gabbia,13,7,1,80.0,21,15,25,19,6,2024-2025,serie-a
tommaso gabellini,0,0,0,,0,0,0,0,0,2024-2025,serie-a
tiago gabriel,0,0,0,,0,0,4,2,2,2024-2025,serie-a
alessandro gabrielloni,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
gianluca gaetano,4,6,1,33.3,11,8,8,0,8,2024-2025,serie-a
roberto gagliardini,1,2,0,25.0,3,2,1,0,1,2024-2025,serie-a
antonino gallo,46,15,4,54.8,65,42,33,6,27,2024-2025,serie-a
silvère ganvoula m'boussy,0,0,0,0.0,0,0,1,0,1,2024-2025,serie-a
federico gatti,18,8,2,58.3,28,23,27,18,9,2024-2025,serie-a
david de gea,1,0,0,100.0,1,0,0,0,0,2024-2025,serie-a
valentin gendrey,1,0,1,100.0,2,2,3,1,2,2024-2025,serie-a
daniele ghilardi,27,17,0,61.0,44,29,29,15,14,2024-2025,serie-a
lautaro gianetti,16,5,1,70.0,22,10,20,10,10,2024-2025,serie-a
samuel gigot,1,3,0,0.0,4,3,8,6,2,2024-2025,serie-a
mario gila,35,18,2,66.1,55,37,20,13,7,2024-2025,serie-a
billy gilmour,10,9,5,60.0,24,16,6,1,5,2024-2025,serie-a
santiago giménez,0,4,1,75.0,5,3,3,1,2,2024-2025,serie-a
gvidas gineitis,8,10,7,52.0,25,15,16,6,10,2024-2025,serie-a
ben godfrey,0,0,0,0.0,0,0,1,1,0,2024-2025,serie-a
saba goglichidze,36,25,3,49.0,64,37,36,17,19,2024-2025,serie-a
edoardo goldaniga,21,8,5,72.2,34,21,21,10,11,2024-2025,serie-a
pierluigi gollini,0,0,0,,0,0,1,0,1,2024-2025,serie-a
nicolás gonzález,10,9,5,36.0,24,13,16,4,12,2024-2025,serie-a
robin gosens,31,17,8,56.8,56,31,34,11,23,2024-2025,serie-a
lucas gourna-douath,5,4,0,33.3,9,4,1,1,0,2024-2025,serie-a
alberto grassi,16,18,5,63.6,39,21,22,12,10,2024-2025,serie-a
mattéo guendouzi,13,19,5,42.6,37,21,34,9,25,2024-2025,serie-a
frederic guilbert,30,29,6,65.5,65,36,28,8,20,2024-2025,serie-a
albert guðmundsson,2,4,3,41.2,9,5,5,0,5,2024-2025,serie-a
emmanuel gyasi,32,14,6,63.2,52,29,27,9,18,2024-2025,serie-a
christian gytkjær,2,2,2,50.0,6,4,3,1,2,2024-2025,serie-a
nicolas haas,4,5,2,55.6,11,8,2,1,1,2024-2025,serie-a
saad el haddad,0,0,0,,0,0,0,0,0,2024-2025,serie-a
antoine hainaut,15,8,3,69.2,26,14,17,4,13,2024-2025,serie-a
mohamed haj,2,1,0,50.0,3,1,3,1,2,2024-2025,serie-a
ridgeciano haps,19,8,3,63.6,30,16,18,3,15,2024-2025,serie-a
abdou harroui,6,3,0,100.0,9,6,5,0,5,2024-2025,serie-a
liam henderson,17,22,3,41.5,42,22,19,5,14,2024-2025,serie-a
mario hermoso,2,0,0,0.0,2,1,1,1,0,2024-2025,serie-a
theo hernández,23,10,3,53.8,36,28,25,10,15,2024-2025,serie-a
hernani,25,18,4,54.0,47,26,26,6,20,2024-2025,serie-a
isak hien,27,21,0,61.4,48,28,31,18,13,2024-2025,serie-a
emil holm,17,14,3,64.5,34,21,19,4,15,2024-2025,serie-a
mats hummels,16,14,0,61.1,30,15,12,4,8,2024-2025,serie-a
elseid hysaj,6,5,0,100.0,11,6,5,2,3,2024-2025,serie-a
arijon ibrahimović,0,0,0,,0,0,0,0,0,2024-2025,serie-a
jay idzes,24,17,4,51.5,45,29,52,32,20,2024-2025,serie-a
jonathan ikone,4,3,8,54.5,15,9,5,1,4,2024-2025,serie-a
jonathan ikone,3,2,0,50.0,5,2,3,0,3,2024-2025,serie-a
ivan ilić,0,4,1,25.0,5,2,0,0,0,2024-2025,serie-a
samuel iling-junior,1,1,1,0.0,3,2,1,0,1,2024-2025,serie-a
alessio iovine,2,3,0,40.0,5,2,7,1,6,2024-2025,serie-a
gustav isaksen,7,8,1,25.0,16,9,22,2,20,2024-2025,serie-a
ardian ismajli,21,9,0,80.0,30,23,35,24,11,2024-2025,serie-a
armando izzo,30,9,1,50.0,40,15,38,28,10,2024-2025,serie-a
fellipe jack,8,1,0,60.0,9,4,2,2,0,2024-2025,serie-a
ali jasim,1,0,0,100.0,1,0,0,0,0,2024-2025,serie-a
gaby jean,8,5,1,54.5,14,7,13,10,3,2024-2025,serie-a
juan jesus,16,9,0,60.0,25,14,15,3,12,2024-2025,serie-a
alejandro jiménez,8,14,2,40.7,24,13,24,3,21,2024-2025,serie-a
þórir jóhann helgason,3,6,1,53.8,10,7,7,2,5,2024-2025,serie-a
jesse joronen,0,0,0,,0,0,0,0,0,2024-2025,serie-a
luka jović,0,0,0,,0,0,2,1,1,2024-2025,serie-a
mohamed kaba,7,5,1,80.0,13,8,11,4,7,2024-2025,serie-a
christian kabasele,10,7,0,78.6,17,9,14,8,6,2024-2025,serie-a
pierre kalulu,29,9,3,75.0,41,25,27,15,12,2024-2025,serie-a
hassane kamara,20,11,4,57.1,35,25,23,5,18,2024-2025,serie-a
yann karamoh,2,1,2,44.4,5,2,10,2,8,2024-2025,serie-a
jesper karlsson,0,0,1,0.0,1,0,4,0,4,2024-2025,serie-a
jesper karlsson,3,0,0,25.0,3,2,2,0,2,2024-2025,serie-a
jesper karlström,32,21,8,49.0,61,34,28,11,17,2024-2025,serie-a
lior kasa,2,2,0,40.0,4,4,4,1,3,2024-2025,serie-a
grigoris kastanos,8,7,8,42.9,23,16,17,2,15,2024-2025,serie-a
michael kayode,1,0,0,,1,1,3,1,2,2024-2025,serie-a
moise kean,1,2,4,75.0,7,5,12,0,12,2024-2025,serie-a
mandela keita,13,25,6,51.4,44,25,18,7,11,2024-2025,serie-a
lloyd kelly,5,9,1,77.8,15,11,11,6,5,2024-2025,serie-a
marc-oliver kempf,15,14,1,54.2,30,20,35,26,9,2024-2025,serie-a
kialonda,24,10,0,70.6,34,12,44,28,16,2024-2025,serie-a
magnus kofod andersen,3,9,1,40.0,13,4,7,2,5,2024-2025,serie-a
sead kolašinac,21,20,0,53.3,41,26,16,7,9,2024-2025,serie-a
randal kolo muani,3,5,3,80.0,11,7,8,0,8,2024-2025,serie-a
ismael konate,4,0,0,66.7,4,2,3,2,1,2024-2025,serie-a
manu koné,17,17,7,47.5,41,26,27,4,23,2024-2025,serie-a
teun koopmeiners,6,19,7,33.3,32,16,36,14,22,2024-2025,serie-a
odilon kossounou,8,6,2,46.2,16,11,16,6,10,2024-2025,serie-a
christian kouamé,4,4,5,0.0,13,8,3,1,2,2024-2025,serie-a
christian kouamé,0,3,2,50.0,5,4,4,2,2,2024-2025,serie-a
viktor kovalenko,0,2,0,0.0,2,1,0,0,0,2024-2025,serie-a
mateusz kowalski,0,0,0,,0,0,1,0,1,2024-2025,serie-a
thomas kristensen,16,11,4,62.5,31,21,18,13,5,2024-2025,serie-a
nikola krstović,4,7,7,43.8,18,9,12,7,5,2024-2025,serie-a
khvicha kvaratskhelia,4,10,1,26.7,15,9,13,0,13,2024-2025,serie-a
giorgos kyriakopoulos,20,18,5,49.2,43,26,28,10,18,2024-2025,serie-a
mathis lambourde,2,1,0,33.3,3,1,3,0,3,2024-2025,serie-a
gianluca lapadula,1,0,1,0.0,2,0,0,0,0,2024-2025,serie-a
valentino lazaro,10,12,4,50.0,26,12,28,5,23,2024-2025,serie-a
darko lazović,5,14,2,39.3,21,10,19,3,16,2024-2025,serie-a
manuel lazzari,13,11,2,58.3,26,16,9,5,4,2024-2025,serie-a
enzo le fée,5,2,0,33.3,7,4,9,3,6,2024-2025,serie-a
nicola leali,0,0,0,,0,0,0,0,0,2024-2025,serie-a
rafael leão,4,8,4,37.9,16,10,15,1,14,2024-2025,serie-a
stefan lekovic,6,2,1,38.5,9,4,4,4,0,2024-2025,serie-a
nunzio lella,0,0,0,,0,0,0,0,0,2024-2025,serie-a
giovanni leoni,10,4,0,50.0,14,6,20,11,9,2024-2025,serie-a
ben lhassine kone,1,0,1,66.7,2,2,0,0,0,2024-2025,serie-a
mattia liberali,0,1,1,100.0,2,1,0,0,0,2024-2025,serie-a
karol linetty,17,19,3,48.8,39,23,14,5,9,2024-2025,serie-a
dailon livramento,2,7,6,53.8,15,11,10,2,8,2024-2025,serie-a
stanislav lobotka,16,21,10,61.3,47,30,29,11,18,2024-2025,serie-a
manuel locatelli,29,35,8,57.1,72,49,58,20,38,2024-2025,serie-a
ruben loftus-cheek,6,9,4,50.0,19,8,3,0,3,2024-2025,serie-a
ademola lookman,9,15,8,57.9,32,15,19,0,19,2024-2025,serie-a
sandi lovrić,25,17,4,50.0,46,29,33,5,28,2024-2025,serie-a
lorenzo lucca,3,2,5,45.5,10,6,18,1,17,2024-2025,serie-a
jhon lucumí,23,29,1,70.7,53,30,32,14,18,2024-2025,serie-a
josé luis palomino,16,9,2,71.4,27,15,21,11,10,2024-2025,serie-a
douglas luiz,7,5,1,66.7,13,8,5,2,3,2024-2025,serie-a
romelu lukaku,0,2,2,25.0,4,2,7,2,5,2024-2025,serie-a
sebastiano luperto,31,16,1,64.3,48,27,30,15,15,2024-2025,serie-a
zito luvumbo,4,3,3,31.6,10,6,5,0,5,2024-2025,serie-a
charalampos lykogiannis,14,8,1,50.0,23,14,10,5,5,2024-2025,serie-a
mathias løvik,0,1,0,33.3,1,0,1,1,0,2024-2025,serie-a
giangiacomo magnani,14,6,0,100.0,20,15,16,9,7,2024-2025,serie-a
mike maignan,0,0,0,0.0,0,0,1,0,1,2024-2025,serie-a
antoine makoumbou,28,11,3,76.0,42,23,26,5,21,2024-2025,serie-a
daniel maldini,5,9,0,46.2,14,6,8,2,6,2024-2025,serie-a
daniel maldini,0,1,1,50.0,2,2,1,0,1,2024-2025,serie-a
youssef maleh,17,23,5,50.0,45,23,25,6,19,2024-2025,serie-a
ruslan malinovskyi,4,7,1,50.0,12,8,2,0,2,2024-2025,serie-a
dennis man,7,3,3,25.0,13,6,15,3,12,2024-2025,serie-a
gianluca mancini,22,18,2,58.8,42,26,22,16,6,2024-2025,serie-a
christos mandas,0,0,0,,0,0,0,0,0,2024-2025,serie-a
rolando mandragora,9,12,2,45.2,23,13,22,7,15,2024-2025,serie-a
alberto manzoni,0,0,0,,0,0,0,0,0,2024-2025,serie-a
alessandro marcandalli,1,0,0,,1,0,0,0,0,2024-2025,serie-a
alessandro marcandalli,6,2,0,50.0,8,6,6,3,3,2024-2025,serie-a
filip marchwiński,0,0,0,,0,0,0,0,0,2024-2025,serie-a
pablo marí,14,12,0,52.4,26,15,24,21,3,2024-2025,serie-a
pablo marí,11,3,0,54.5,14,9,19,14,5,2024-2025,serie-a
luca marianucci,17,11,0,57.9,28,12,16,8,8,2024-2025,serie-a
mirko marić,1,0,0,50.0,1,0,1,1,0,2024-2025,serie-a
mirko marić,5,1,0,40.0,6,3,3,1,2,2024-2025,serie-a
