nombre,club_actual,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,intercepciones,bloqueos,bloqueos_tiro,bloqueos_pase,despejes,errores_defensivos,temporada,liga
isaac success,Udinese,2,5,1,37.5,8,4,4,13,2,11,18,0,2022-2023,serie-a
ibrahim sulemana,Hellas Verona,10,7,2,50.0,19,13,14,8,2,6,15,0,2022-2023,serie-a
mile svilar,Roma,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
wojciech szczęsny,Juventus,1,0,0,0.0,1,0,0,0,0,0,7,0,2022-2023,serie-a
benjamin tahirovic,Roma,5,2,1,33.3,8,5,3,9,4,5,3,0,2022-2023,serie-a
adrien tameze,Hellas Verona,21,26,4,44.4,51,30,37,51,14,37,55,2,2022-2023,serie-a
player,Squad,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Tkl,TklW,Int,Blocks,Sh,Pass,Clr,Err,2022-2023,serie-a
ciprian tătărușanu,Milan,0,0,0,,0,0,1,0,0,0,2,0,2022-2023,serie-a
filippo terracciano,Hellas Verona,11,7,2,75.0,20,13,10,7,4,3,14,0,2022-2023,serie-a
pietro terracciano,Fiorentina,2,0,0,66.7,2,1,1,0,0,0,14,0,2022-2023,serie-a
aleksa terzić,Fiorentina,9,4,3,52.4,16,9,5,13,4,9,16,0,2022-2023,serie-a
florian thauvin,Udinese,0,2,0,15.4,2,1,2,5,0,5,2,0,2022-2023,serie-a
malick thiaw,Milan,22,9,0,55.0,31,26,12,11,5,6,65,1,2022-2023,serie-a
kristian thorstvedt,Sassuolo,4,9,3,35.3,16,7,14,19,5,14,13,0,2022-2023,serie-a
jeremy toljan,Sassuolo,17,14,5,66.7,36,23,18,31,14,17,60,1,2022-2023,serie-a
rafael tolói,Atalanta,37,32,0,54.7,69,44,57,42,18,24,88,1,2022-2023,serie-a
fikayo tomori,Milan,44,25,1,64.7,70,34,29,46,25,21,88,1,2022-2023,serie-a
sandro tonali,Milan,35,24,5,61.4,64,41,25,34,9,25,26,1,2022-2023,serie-a
lorenzo tonelli,Empoli,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,serie-a
william troost-ekong,Salernitana,7,4,0,85.7,11,3,6,7,4,3,10,0,2022-2023,serie-a
frank tsadjout,Cremonese,3,6,1,33.3,10,8,8,7,1,6,9,0,2022-2023,serie-a
alessandro tuia,Lecce,6,4,0,33.3,10,6,15,3,1,2,29,0,2022-2023,serie-a
martin turk,Sampdoria,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
destiny udogie,Udinese,42,24,5,57.6,71,45,36,34,6,28,25,0,2022-2023,serie-a
samir ujkani,Empoli,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
samuel umtiti,Lecce,25,25,2,69.2,52,34,26,26,14,12,79,0,2022-2023,serie-a
diego valencia,Salernitana,4,2,2,22.2,8,5,1,10,1,9,2,0,2022-2023,serie-a
emanuele valeri,Cremonese,29,21,4,42.0,54,27,22,17,3,14,44,1,2022-2023,serie-a
mattia valoti,Monza,7,9,1,31.3,17,10,3,13,3,10,6,0,2022-2023,serie-a
johan vásquez,Cremonese,34,7,0,46.2,41,26,45,27,20,7,93,1,2022-2023,serie-a
matías vecino,Lazio,13,23,11,47.9,47,27,16,33,10,23,39,1,2022-2023,serie-a
miguel veloso,Hellas Verona,20,12,1,61.5,33,10,6,26,6,20,14,0,2022-2023,serie-a
player,Squad,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Tkl,TklW,Int,Blocks,Sh,Pass,Clr,Err,2022-2023,serie-a
lorenzo venuti,Fiorentina,6,11,1,61.1,18,7,5,7,2,5,17,2,2022-2023,serie-a
daniele verde,Spezia,3,0,1,42.9,4,4,8,6,0,6,4,0,2022-2023,serie-a
simone verdi,Hellas Verona,7,5,3,35.3,15,10,0,8,1,7,2,0,2022-2023,serie-a
valerio verre,Sampdoria,6,5,3,47.1,14,7,9,9,1,8,3,0,2022-2023,serie-a
guglielmo vicario,Empoli,1,0,0,50.0,1,1,0,0,0,0,15,2,2022-2023,serie-a
ronaldo vieira,Torino,0,1,0,100.0,1,0,0,0,0,0,2,0,2022-2023,serie-a
ronaldo vieira,Sampdoria,4,12,2,76.9,18,10,13,15,5,10,10,2,2022-2023,serie-a
emanuel vignato,Bologna,2,2,0,50.0,4,4,3,2,0,2,0,0,2022-2023,serie-a
emanuel vignato,Empoli,2,0,0,,2,0,0,0,0,0,1,0,2022-2023,serie-a
samuele vignato,Monza,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,serie-a
tonny vilhena,Salernitana,16,23,5,40.0,44,22,18,17,7,10,21,0,2022-2023,serie-a
gonzalo villar,Sampdoria,4,8,1,46.7,13,7,4,11,3,8,9,1,2022-2023,serie-a
matías viña,Roma,1,1,1,33.3,3,1,2,5,1,4,5,0,2022-2023,serie-a
dušan vlahović,Juventus,0,7,4,40.0,11,6,3,10,3,7,8,1,2022-2023,serie-a
nikola vlašić,Torino,9,16,7,44.1,32,21,10,25,2,23,14,0,2022-2023,serie-a
joel voelkerling persson,Lecce,0,0,1,0.0,1,1,0,1,0,1,0,0,2022-2023,serie-a
mërgim vojvoda,Torino,15,6,1,50.0,22,12,10,14,2,12,31,1,2022-2023,serie-a
cristian volpato,Roma,1,1,1,0.0,3,2,2,2,0,2,0,0,2022-2023,serie-a
lukáš vorlický,Atalanta,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,serie-a
aster vranckx,Milan,0,2,1,28.6,3,2,2,3,1,2,1,0,2022-2023,serie-a
stefan de vrij,Inter,19,9,0,57.1,28,18,40,18,10,8,80,0,2022-2023,serie-a
walace,Udinese,42,31,9,45.6,82,39,51,47,12,35,51,1,2022-2023,serie-a
sebastian walukiewicz,Empoli,7,2,0,66.7,9,6,7,10,9,1,30,0,2022-2023,serie-a
georginio wijnaldum,Roma,1,3,0,0.0,4,3,2,7,1,6,3,0,2022-2023,serie-a
harry winks,Sampdoria,7,18,2,32.6,27,12,24,14,8,6,24,0,2022-2023,serie-a
player,Squad,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Tkl,TklW,Int,Blocks,Sh,Pass,Clr,Err,2022-2023,serie-a
przemysław wiśniewski,Spezia,7,6,0,33.3,13,6,11,16,8,8,66,0,2022-2023,serie-a
gerard yepes,Sampdoria,2,3,0,33.3,5,3,4,3,0,3,3,0,2022-2023,serie-a
mattia zaccagni,Lazio,16,18,8,36.8,42,28,21,37,3,34,10,1,2022-2023,serie-a
denis zakaria,Juventus,1,4,1,100.0,6,3,2,2,0,2,1,0,2022-2023,serie-a
nicola zalewski,Roma,25,15,5,31.0,45,26,31,27,1,26,23,0,2022-2023,serie-a
andre-frank zambo anguissa,Napoli,16,29,8,25.0,53,32,49,50,4,46,25,0,2022-2023,serie-a
luca zanimacchia,Cremonese,11,6,4,38.1,21,13,9,9,0,9,5,0,2022-2023,serie-a
nicolò zaniolo,Roma,2,4,1,28.6,7,5,2,11,0,11,0,0,2022-2023,serie-a
alessandro zanoli,Sampdoria,14,6,2,47.1,22,14,12,19,15,4,39,0,2022-2023,serie-a
alessandro zanoli,Napoli,0,1,0,,1,0,0,0,0,0,1,0,2022-2023,serie-a
mattia zanotti,Inter,0,0,0,0.0,0,0,0,2,0,2,0,0,2022-2023,serie-a
duván zapata,Atalanta,1,3,4,60.0,8,4,4,6,2,4,17,1,2022-2023,serie-a
davide zappacosta,Atalanta,17,12,5,68.2,34,18,9,23,2,21,16,0,2022-2023,serie-a
karim zedadka,Napoli,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
deyovaisio zeefuik,Hellas Verona,0,1,0,,1,1,0,0,0,0,0,0,2022-2023,serie-a
marvin zeegelaar,Udinese,6,2,0,75.0,8,4,3,2,0,2,5,0,2022-2023,serie-a
alessio zerbin,Napoli,4,5,1,50.0,10,5,2,2,0,2,2,0,2022-2023,serie-a
piotr zieliński,Napoli,1,11,5,48.0,17,10,14,16,5,11,7,0,2022-2023,serie-a
david zima,Torino,5,4,0,75.0,9,5,9,7,2,5,11,2,2022-2023,serie-a
joshua zirkzee,Bologna,1,1,2,28.6,4,2,4,4,1,3,4,0,2022-2023,serie-a
jeroen zoet,Spezia,1,0,0,100.0,1,1,0,0,0,0,1,0,2022-2023,serie-a
nadir zortea,Atalanta,3,7,0,75.0,10,5,0,4,0,4,4,0,2022-2023,serie-a
nadir zortea,Sassuolo,12,2,1,64.3,15,8,4,10,4,6,21,0,2022-2023,serie-a
petar zovko,Spezia,1,0,0,100.0,1,0,0,0,0,0,0,0,2022-2023,serie-a
szymon żurkowski,Fiorentina,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
player,Squad,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Tkl,TklW,Int,Blocks,Sh,Pass,Clr,Err,2022-2023,serie-a
szymon żurkowski,Spezia,4,4,1,13.3,9,3,4,9,2,7,6,0,2022-2023,serie-a
milan đurić,Hellas Verona,1,0,1,33.3,2,1,1,7,4,3,24,0,2022-2023,serie-a
filip đuričić,Sampdoria,18,20,5,43.8,43,22,7,19,6,13,8,0,2022-2023,serie-a
