"comp_name","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url","temporada","liga"
"Serie A","Italy",2024,"Inter Milan","13","Josep Martínez","Goalkeeper",1998-05-27,27,"Spain","Inter Milan","1.91","right","2024-07-09","Genoa CFC",NA,1.2e+07,"https://www.transfermarkt.com/josep-martinez/profil/spieler/388516","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","1","Yann Sommer","Goalkeeper",1988-12-17,36,"Switzerland","Inter Milan","1.83","right","2023-08-07","Bayern Munich",NA,4e+06,"https://www.transfermarkt.com/yann-sommer/profil/spieler/42205","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","-","Alessandro Calligaris","Goalkeeper",2005-03-07,20,"Italy","Inter U23",NA,"right",NA,NA,NA,350000,"https://www.transfermarkt.com/alessandro-calligaris/profil/spieler/746711","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","12","Raffaele Di Gennaro","Goalkeeper",1993-10-03,31,"Italy","Inter Milan","1.88","right","2023-07-13","AS Gubbio 1910",NA,3e+05,"https://www.transfermarkt.com/raffaele-di-gennaro/profil/spieler/70580","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","-","Alain Taho","Goalkeeper",2007-04-30,18,"Albania","Inter Milan Primavera",NA," ",NA,NA,NA,NA,"https://www.transfermarkt.com/alain-taho/profil/spieler/1070076","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","95","Alessandro Bastoni","Centre-Back",1999-04-13,26,"Italy","Inter Milan","1.9","left","2017-08-31","Atalanta BC",NA,8e+07,"https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","31","Yann Bisseck","Centre-Back",2000-11-29,24,"Germany","Inter Milan","1.96","right","2023-07-12","Aarhus GF",NA,3.5e+07,"https://www.transfermarkt.com/yann-bisseck/profil/spieler/441986","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","28","Benjamin Pavard","Centre-Back",1996-03-28,29,"France","Inter Milan","1.86","right","2023-08-30","Bayern Munich",NA,2.5e+07,"https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","6","Stefan de Vrij","Centre-Back",1992-02-05,33,"Netherlands","Inter Milan","1.89","right","2018-07-01","SS Lazio",NA,5e+06,"https://www.transfermarkt.com/stefan-de-vrij/profil/spieler/111196","2024-2025","Serie A"
"Serie A","Italy",2024,"Inter Milan","42","Tomás Palacios","Centre-Back",2003-04-28,22,"Argentina","Inter Milan","1.96","left","2024-08-30","CS Independiente Rivadavia",NA,4e+06,"https://www.transfermarkt.com/tomas-palacios/profil/spieler/993645","2024-2025","Serie A"
