index,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
92,90,Juan Bernat,es ESP,"MF,DF",Getafe,31,1993,14,9,699,7.8,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,14,36,0.00,0.13,0.13,0.00,0.13,0.02,0.09,0.11,0.02,0.11,Matches
93,91,Juan Berrocal,es ESP,DF,Getafe,25,1999,19,11,1063,11.8,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,1,25,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
94,92,Antonio Blanco,es ESP,MF,Alavés,24,2000,35,32,2727,30.3,0,1,1,0,0,0,11,1,0.8,0.8,1.6,2.4,13,146,19,0.00,0.03,0.03,0.00,0.03,0.03,0.05,0.08,0.03,0.08,Matches
95,93,Daley Blind,nl NED,DF,Girona,34,1990,34,31,2780,30.9,0,2,2,0,0,0,2,0,0.5,0.5,1.6,2.1,71,272,61,0.00,0.06,0.06,0.00,0.06,0.02,0.05,0.07,0.02,0.07,Matches
96,94,Adama Boiro,es ESP,"DF,FW",Athletic Club,22,2002,18,13,1101,12.2,0,0,0,0,0,0,3,0,0.3,0.3,0.5,0.7,25,46,36,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
97,95,Enzo Boyomo,cm CMR,DF,Osasuna,22,2001,34,33,2987,33.2,2,0,2,2,0,0,5,0,1.5,1.5,0.9,2.4,16,111,7,0.06,0.00,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07,Matches
98,96,Enzo Boyomo,cm CMR,DF,Valladolid,22,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
99,97,Darko Brašanac,rs SRB,MF,Leganés,32,1992,30,15,1617,18.0,1,2,3,1,0,0,4,0,1.8,1.8,0.4,2.2,6,43,53,0.06,0.11,0.17,0.06,0.17,0.10,0.02,0.12,0.10,0.12,Matches
100,98,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,13,4,416,4.6,1,2,3,1,0,0,2,0,0.9,0.9,0.5,1.4,19,5,45,0.22,0.43,0.65,0.22,0.65,0.19,0.12,0.31,0.19,0.31,Matches
101,99,Ante Budimir,hr CRO,FW,Osasuna,33,1991,38,34,2952,32.8,21,4,25,13,8,8,4,0,18.3,12.3,1.7,13.9,23,24,134,0.64,0.12,0.76,0.40,0.52,0.56,0.05,0.61,0.37,0.42,Matches
102,100,Manu Bueno,es ESP,"MF,FW",Sevilla,20,2004,9,1,140,1.6,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,5,5,0.64,0.00,0.64,0.64,0.64,0.08,0.00,0.08,0.08,0.08,Matches
103,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
104,101,Endika Buján,es ESP,FW,Athletic Club,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
105,102,Pau Cabanes,es ESP,"MF,FW",Villarreal,19,2005,10,0,163,1.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,10,11,33,0.55,0.00,0.55,0.55,0.55,0.26,0.22,0.47,0.26,0.47,Matches
106,103,Pau Cabanes,es ESP,"MF,FW",Alavés,19,2005,6,2,188,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,15,5,15,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
107,104,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,33,32,2869,31.9,4,2,6,4,0,0,4,1,1.1,1.1,0.9,2.1,9,69,6,0.13,0.06,0.19,0.13,0.19,0.03,0.03,0.06,0.03,0.06,Matches
108,105,Fernando Calero,es ESP,"DF,MF",Espanyol,28,1995,21,6,715,7.9,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,17,2,0.13,0.00,0.13,0.13,0.13,0.03,0.01,0.04,0.03,0.04,Matches
109,106,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,2002,19,11,1102,12.2,1,2,3,1,0,0,2,0,0.4,0.4,0.8,1.2,26,61,31,0.08,0.16,0.25,0.08,0.25,0.04,0.06,0.10,0.04,0.10,Matches
110,107,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,23,14,1134,12.6,3,2,5,3,0,0,2,0,4.1,4.1,2.0,6.1,20,27,68,0.24,0.16,0.40,0.24,0.40,0.32,0.16,0.48,0.32,0.48,Matches
111,108,José Campaña,es ESP,MF,Las Palmas,31,1993,25,15,1189,13.2,0,3,3,0,0,0,5,0,0.1,0.1,0.9,1.1,11,87,15,0.00,0.23,0.23,0.00,0.23,0.01,0.07,0.08,0.01,0.08,Matches
112,109,Peio Canales,es ESP,"MF,FW",Athletic Club,19,2005,8,2,259,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,6,11,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
113,110,Antonio Candela,it ITA,DF,Valladolid,24,2000,12,12,906,10.1,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.9,16,22,29,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
114,111,Sergi Canós,es ESP,"MF,FW",Valencia,27,1997,17,2,370,4.1,0,1,1,0,0,0,3,0,0.5,0.5,0.2,0.7,7,9,47,0.00,0.24,0.24,0.00,0.24,0.13,0.05,0.17,0.13,0.17,Matches
115,112,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,113,Irvin Cardona,fr FRA,"FW,MF",Espanyol,26,1997,16,5,606,6.7,1,1,2,1,0,0,1,0,1.1,1.1,0.6,1.7,14,15,43,0.15,0.15,0.30,0.15,0.30,0.16,0.09,0.25,0.16,0.25,Matches
117,114,Marc Cardona,es ESP,"FW,DF",Las Palmas,29,1995,11,0,132,1.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,2,3,12,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
118,115,Sergi Cardona,es ESP,DF,Villarreal,25,1999,35,34,2945,32.7,1,7,8,1,0,0,11,0,2.4,2.4,5.8,8.2,52,77,198,0.03,0.21,0.24,0.03,0.24,0.07,0.18,0.25,0.07,0.25,Matches
119,116,Johnny Cardoso,us USA,MF,Betis,22,2001,28,24,2144,23.8,3,1,4,3,0,0,4,0,2.0,2.0,0.9,3.0,19,71,28,0.13,0.04,0.17,0.13,0.17,0.09,0.04,0.12,0.09,0.12,Matches
120,117,José Carlos González,es ESP,DF,Las Palmas,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
121,118,Carmona,es ESP,DF,Sevilla,22,2002,35,35,2942,32.7,0,0,0,0,0,0,11,0,0.5,0.5,2.0,2.5,45,109,57,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
122,119,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23,2000,23,19,1656,18.4,0,4,4,0,0,0,1,0,0.6,0.6,3.1,3.7,39,53,140,0.00,0.22,0.22,0.00,0.22,0.03,0.17,0.20,0.03,0.20,Matches
123,120,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0.15,0.00,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22,Matches
124,121,William Carvalho,pt POR,MF,Betis,32,1992,14,6,484,5.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.5,5,45,10,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
125,122,Marc Casado,es ESP,MF,Barcelona,20,2003,23,20,1611,17.9,1,3,4,1,0,0,4,1,1.1,1.1,1.4,2.4,12,107,24,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,Matches
126,123,Catena,es ESP,DF,Osasuna,29,1994,35,35,3074,34.2,1,3,4,1,0,0,11,0,2.2,2.2,2.3,4.5,9,89,4,0.03,0.09,0.12,0.03,0.12,0.07,0.07,0.13,0.07,0.13,Matches
127,124,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,125,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,23,15,1215,13.5,0,0,0,0,0,0,4,0,0.4,0.4,1.6,2.0,42,150,17,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,Matches
129,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
130,126,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,30,1994,7,4,273,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,14,21,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
131,127,Raúl Chasco,es ESP,DF,Valladolid,20,2003,2,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
132,128,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,26,1998,34,28,2585,28.7,0,1,1,0,0,0,3,0,1.2,1.2,1.9,3.1,59,114,133,0.00,0.03,0.03,0.00,0.03,0.04,0.07,0.11,0.04,0.11,Matches
133,129,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,22,5,640,7.1,1,1,2,1,0,0,3,0,1.0,1.0,1.2,2.2,8,12,34,0.14,0.14,0.28,0.14,0.28,0.14,0.17,0.31,0.14,0.31,Matches
134,130,Chema,es ESP,MF,Real Madrid,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,131,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,14,2,302,3.4,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.6,8,16,7,0.00,0.30,0.30,0.00,0.30,0.14,0.05,0.19,0.14,0.19,Matches
136,132,Chiquinho,pt POR,"MF,FW",Mallorca,24,2000,8,1,146,1.6,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,1,12,0.00,0.00,0.00,0.00,0.00,0.19,0.02,0.21,0.19,0.21,Matches
137,133,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,5,2,254,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,15,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
138,134,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,27,2335,25.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
139,135,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,33,25,2140,23.8,4,1,5,4,0,0,12,0,1.8,1.7,1.1,2.8,19,128,12,0.17,0.04,0.21,0.17,0.21,0.08,0.05,0.12,0.07,0.12,Matches
140,136,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,34,31,2435,27.1,3,1,4,3,0,0,3,1,3.0,3.0,1.0,4.0,26,110,42,0.11,0.04,0.15,0.11,0.15,0.11,0.04,0.15,0.11,0.15,Matches
141,137,Silvi Clúa,es ESP,MF,Girona,19,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,3,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
142,138,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,25,21,1779,19.8,0,0,0,0,0,0,6,0,0.9,0.9,0.0,0.9,9,48,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
143,139,Santi Comesaña,es ESP,MF,Villarreal,27,1996,35,30,2560,28.4,4,2,6,4,0,0,7,0,4.6,4.6,2.0,6.6,39,154,58,0.14,0.07,0.21,0.14,0.21,0.16,0.07,0.23,0.16,0.23,Matches
144,140,Diego Conde,es ESP,GK,Villarreal,25,1998,22,22,1962,21.8,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,Matches
145,141,Tomás Conechny,ar ARG,"FW,MF",Alavés,26,1998,22,9,847,9.4,1,0,1,1,0,0,8,0,2.4,2.4,0.3,2.7,14,23,61,0.11,0.00,0.11,0.11,0.11,0.26,0.03,0.29,0.26,0.29,Matches
146,142,Copete,es ESP,DF,Mallorca,24,1999,25,16,1528,17.0,0,0,0,0,0,0,6,0,0.5,0.5,0.0,0.5,10,47,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
147,143,Iker Córdoba,es ESP,DF,Valencia,18,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.45,Matches
148,144,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,29,1995,31,3,805,8.9,4,1,5,4,0,0,3,1,4.5,4.5,2.1,6.6,30,25,85,0.45,0.11,0.56,0.45,0.56,0.51,0.23,0.74,0.51,0.74,Matches
149,145,Thierry Correia,pt POR,DF,Valencia,25,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
150,146,Coba da Costa,es ESP,"MF,FW",Getafe,22,2002,19,12,1006,11.2,1,1,2,1,0,0,4,0,1.1,1.1,1.4,2.6,46,16,83,0.09,0.09,0.18,0.09,0.18,0.10,0.13,0.23,0.10,0.23,Matches
151,147,Logan Costa,cv CPV,DF,Villarreal,23,2001,32,28,2587,28.7,2,1,3,2,0,0,3,0,0.7,0.7,0.6,1.3,25,116,10,0.07,0.03,0.10,0.07,0.10,0.02,0.02,0.05,0.02,0.05,Matches
152,148,Samu Costa,pt POR,MF,Mallorca,23,2000,32,31,2649,29.4,0,2,2,0,0,0,10,1,1.8,1.8,1.2,3.0,24,116,69,0.00,0.07,0.07,0.00,0.07,0.06,0.04,0.10,0.06,0.10,Matches
153,149,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,150,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,25,19,1492,16.6,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.2,9,53,12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
155,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
156,151,Juan Cruz,es ESP,"FW,MF",Leganés,24,2000,34,26,2257,25.1,5,4,9,5,0,0,2,0,2.7,2.7,4.1,6.9,59,66,131,0.20,0.16,0.36,0.20,0.36,0.11,0.17,0.27,0.11,0.27,Matches
157,152,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,35,29,2618,29.1,0,3,3,0,0,0,3,0,0.8,0.8,1.6,2.5,26,191,6,0.00,0.10,0.10,0.00,0.10,0.03,0.06,0.08,0.03,0.08,Matches
158,153,Cucho,co COL,FW,Betis,25,1999,15,14,1139,12.7,5,1,6,5,0,0,0,0,3.8,3.8,1.5,5.3,27,34,82,0.40,0.08,0.47,0.40,0.47,0.30,0.12,0.42,0.30,0.42,Matches
159,154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38,Matches
160,155,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,1997,25,15,1335,14.8,2,0,2,2,0,0,2,0,3.6,3.6,1.7,5.3,91,41,185,0.13,0.00,0.13,0.13,0.13,0.24,0.11,0.35,0.24,0.35,Matches
161,156,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,38,34,2744,30.5,2,6,8,2,0,0,4,0,2.1,2.1,3.7,5.8,37,142,83,0.07,0.20,0.26,0.07,0.26,0.07,0.12,0.19,0.07,0.19,Matches
162,157,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,34,23,2106,23.4,3,5,8,3,0,0,7,0,1.3,1.3,5.6,6.9,85,231,64,0.13,0.21,0.34,0.13,0.34,0.06,0.24,0.29,0.06,0.29,Matches
163,158,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,13,7,653,7.3,2,0,2,2,0,0,0,0,1.5,1.5,0.0,1.5,5,14,2,0.28,0.00,0.28,0.28,0.28,0.20,0.00,0.21,0.20,0.21,Matches
164,159,Assane Diao,sn SEN,FW,Betis,18,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.50,0.75,0.26,0.75,Matches
165,160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,26,20,1866,20.7,0,0,0,0,0,0,6,0,0.0,0.0,0.1,0.2,12,70,31,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
166,161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,31,16,1385,15.4,4,2,6,4,0,0,0,0,5.3,5.3,3.3,8.6,39,74,110,0.26,0.13,0.39,0.26,0.39,0.34,0.22,0.56,0.34,0.56,Matches
167,162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,26,12,1211,13.5,3,0,3,3,0,1,2,0,2.4,1.6,2.1,3.7,27,62,49,0.22,0.00,0.22,0.22,0.22,0.18,0.16,0.33,0.12,0.27,Matches
169,164,Diego,es ESP,FW,Leganés,24,2000,28,13,1195,13.3,3,0,3,3,0,0,2,0,3.8,3.8,0.2,4.0,9,16,49,0.23,0.00,0.23,0.23,0.23,0.28,0.02,0.30,0.28,0.30,Matches
170,165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,10,6,545,6.1,2,1,3,2,0,0,1,0,1.4,1.4,0.9,2.3,37,16,64,0.33,0.17,0.50,0.33,0.50,0.24,0.14,0.38,0.24,0.38,Matches
172,167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,17,7,659,7.3,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,22,13,60,0.14,0.00,0.14,0.14,0.14,0.11,0.12,0.23,0.11,0.23,Matches
173,168,Djené,tg TOG,"DF,MF",Getafe,32,1991,31,31,2548,28.3,0,0,0,0,0,0,10,1,0.3,0.3,0.6,0.9,18,74,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
174,169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
175,170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,10,3,303,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,1,4,21,0.00,0.00,0.00,0.00,0.00,0.22,0.06,0.27,0.22,0.27,Matches
176,171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,19,13,1181,13.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,66,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
177,172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
179,174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,20,6,700,7.8,3,1,4,3,0,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.60,0.57,0.60,Matches
180,175,Domingos Duarte,pt POR,DF,Getafe,29,1995,22,21,1859,20.7,1,0,1,1,0,0,4,2,0.2,0.2,0.1,0.3,3,47,3,0.05,0.00,0.05,0.05,0.05,0.01,0.00,0.01,0.01,0.01,Matches
181,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
182,176,Duk,cv CPV,"MF,FW",Leganés,24,2000,10,1,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,10,3,21,0.00,0.00,0.00,0.00,0.00,0.01,0.33,0.34,0.01,0.34,Matches
183,177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,27,15,1394,15.5,4,4,8,4,0,0,3,0,3.6,3.6,2.8,6.5,24,30,124,0.26,0.26,0.52,0.26,0.52,0.24,0.18,0.42,0.24,0.42,Matches
184,178,Hugo Duro,es ESP,FW,Valencia,24,1999,31,25,2166,24.1,11,2,13,10,1,1,5,0,9.4,8.6,1.3,9.9,13,28,88,0.46,0.08,0.54,0.42,0.50,0.39,0.05,0.44,0.36,0.41,Matches
185,179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,25,9,966,10.7,2,1,3,2,0,0,0,0,1.1,1.1,1.9,3.0,75,38,101,0.19,0.09,0.28,0.19,0.28,0.10,0.17,0.28,0.10,0.28,Matches
186,180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,22,16,1457,16.2,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,17,51,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
187,181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,35,18,1607,17.9,1,1,2,1,0,0,4,0,2.1,2.1,2.7,4.8,47,45,114,0.06,0.06,0.11,0.06,0.11,0.12,0.15,0.27,0.12,0.27,Matches
188,182,Endrick,br BRA,FW,Real Madrid,18,2006,22,3,363,4.0,1,0,1,1,0,0,1,0,2.5,2.5,0.5,3.0,12,8,32,0.25,0.00,0.25,0.25,0.25,0.61,0.12,0.73,0.61,0.73,Matches
189,183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,16,9,833,9.3,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,10,39,29,0.00,0.11,0.11,0.00,0.11,0.05,0.07,0.12,0.05,0.12,Matches
190,184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,27,25,1938,21.5,1,0,1,1,0,0,11,2,0.7,0.7,0.4,1.0,18,76,8,0.05,0.00,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches
191,185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,4,0,37,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,0,0,2.43,0.00,2.43,2.43,2.43,0.88,0.00,0.88,0.88,0.88,Matches
193,187,Edu Expósito,es ESP,MF,Espanyol,27,1996,19,12,1045,11.6,0,2,2,0,0,0,3,0,1.0,1.0,3.2,4.2,23,64,41,0.00,0.17,0.17,0.00,0.17,0.09,0.27,0.36,0.09,0.36,Matches
194,188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,32,23,1984,22.0,2,2,4,2,0,1,2,0,8.0,7.2,2.0,9.3,117,68,215,0.09,0.09,0.18,0.09,0.18,0.36,0.09,0.46,0.33,0.42,Matches
195,189,Ansu Fati,es ESP,FW,Barcelona,21,2002,6,3,233,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.1,7,6,32,0.00,0.00,0.00,0.00,0.00,0.38,0.06,0.44,0.38,0.44,Matches
196,190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,9,10,18,0.00,0.50,0.50,0.00,0.50,0.34,0.28,0.62,0.34,0.62,Matches
197,191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,28,27,2227,24.7,0,1,1,0,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.07,0.01,0.07,Matches
