index,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
40,40,Enzo Barrenechea,ar ARG,MF,Frosinone,22,2001,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10,155,24,0.00,0.03,0.03,0.00,0.03,0.02,0.05,0.07,0.02,0.07,Matches
41,41,Davide Bartesaghi,it ITA,"DF,MF",Milan,17,2005,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
42,42,Federico Baschirotto,it ITA,DF,Lecce,26,1996,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28,96,3,0.00,0.03,0.03,0.00,0.03,0.05,0.02,0.07,0.04,0.06,Matches
43,43,Toma Bašić,hr CRO,MF,Salernitana,26,1996,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11,53,16,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
44,44,Alessandro Bastoni,it ITA,DF,Inter,24,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,Matches
45,45,Simone Bastoni,it ITA,"MF,DF",Empoli,26,1996,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.4,0.5,0.9,12,31,26,0.12,0.00,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11,Matches
46,46,Reda Belahyane,ma MAR,MF,Hellas Verona,19,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
47,47,Raoul Bellanova,it ITA,DF,Torino,23,2000,37,36,3046,33.8,1,7,8,1,0,0,5,0,2.0,2.0,5.0,7.1,141,98,202,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21,Matches
48,48,Andrea Belotti,it ITA,FW,Fiorentina,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10,15,60,0.28,0.00,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41,Matches
49,49,Andrea Belotti,it ITA,FW,Roma,29,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15,8,49,0.40,0.27,0.66,0.40,0.66,0.32,0.16,0.48,0.32,0.48,Matches
50,50,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,22,2001,32,21,1692,18.8,6,2,8,5,1,1,6,0,3.8,3.0,1.5,4.5,12,49,113,0.32,0.11,0.43,0.27,0.37,0.20,0.08,0.28,0.16,0.24,Matches
51,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
52,51,Ismaël Bennacer,dz ALG,MF,Milan,25,1997,20,13,1151,12.8,2,2,4,1,1,1,2,0,1.7,0.9,2.5,3.3,24,68,33,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,Matches
53,52,Domenico Berardi,it ITA,FW,Sassuolo,28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,6.5,2.6,3.0,5.6,38,83,123,0.57,0.19,0.75,0.25,0.44,0.41,0.19,0.60,0.16,0.35,Matches
54,53,Bartosz Bereszyński,pl POL,DF,Empoli,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,15,69,18,0.00,0.05,0.05,0.00,0.05,0.00,0.02,0.02,0.00,0.02,Matches
55,54,Etrit Berisha,al ALB,GK,Empoli,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
56,55,Medon Berisha,al ALB,"FW,MF",Lecce,19,2003,6,2,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18,Matches
57,56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.3,0.3,2.4,2.6,23,123,74,0.00,0.12,0.12,0.00,0.12,0.01,0.09,0.10,0.01,0.10,Matches
58,57,Beto,gw GNB,FW,Udinese,25,1998,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Matches
59,58,Davide Bettella,it ITA,MF,Monza,23,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60,59,Sam Beukema,nl NED,DF,Bologna,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,1.9,1.9,0.8,2.7,14,76,5,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.10,0.07,0.10,Matches
61,60,Jaka Bijol,si SVN,DF,Udinese,24,1999,24,23,2084,23.2,0,0,0,0,0,0,4,0,1.9,1.9,0.2,2.1,5,42,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
62,61,El Bilal Touré,ml MLI,FW,Atalanta,21,2001,11,3,394,4.4,2,0,2,2,0,0,2,0,1.2,1.2,0.8,2.0,16,11,39,0.46,0.00,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46,Matches
63,62,Cristiano Biraghi,it ITA,DF,Fiorentina,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,1.6,0.8,3.6,4.4,55,129,109,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.20,0.03,0.17,Matches
64,63,Davide Biraschi,it ITA,DF,Genoa,29,1994,1,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,5,4,1.00,0.00,1.00,1.00,1.00,0.10,0.00,0.10,0.10,0.10,Matches
65,64,Samuele Birindelli,it ITA,DF,Monza,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,1.1,1.1,2.9,4.0,63,70,122,0.00,0.09,0.09,0.00,0.09,0.05,0.13,0.18,0.05,0.18,Matches
66,65,Alexis Blin,fr FRA,MF,Lecce,26,1996,31,16,1642,18.2,0,2,2,0,0,0,4,0,1.1,1.1,0.7,1.8,7,60,11,0.00,0.11,0.11,0.00,0.11,0.06,0.04,0.10,0.06,0.10,Matches
67,66,Jérôme Boateng,de GER,DF,Salernitana,34,1988,7,4,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
68,67,Emil Bohinen,no NOR,MF,Genoa,24,1999,5,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
69,68,Emil Bohinen,no NOR,MF,Salernitana,24,1999,12,7,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,26,10,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
70,69,Daniel Boloca,ro ROU,MF,Sassuolo,24,1998,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.5,0.5,0.4,0.9,27,109,17,0.04,0.00,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,Matches
71,70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,5.7,4.4,3.6,8.0,60,140,107,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32,Matches
72,71,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,26,1997,24,10,1016,11.3,3,1,4,3,0,0,2,0,2.9,2.9,1.1,4.0,13,26,73,0.27,0.09,0.35,0.27,0.35,0.25,0.10,0.35,0.25,0.35,Matches
73,72,Warren Bondo,fr FRA,MF,Monza,19,2003,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.9,0.9,0.3,1.2,31,43,13,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,Matches
74,73,Giovanni Bonfanti,it ITA,DF,Atalanta,20,2003,2,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
75,74,Kevin Bonifazi,it ITA,DF,Bologna,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
76,75,Kevin Bonifazi,it ITA,DF,Frosinone,27,1996,6,3,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
77,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
78,76,Gennaro Borrelli,it ITA,FW,Frosinone,23,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
79,77,Erik Botheim,no NOR,"FW,MF",Salernitana,23,2000,7,4,316,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
80,78,Mehdi Bourabia,ma MAR,MF,Frosinone,31,1991,10,3,200,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,8,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
81,79,Edoardo Bove,it ITA,MF,Roma,21,2002,31,18,1780,19.8,0,2,2,0,0,0,2,0,2.0,2.0,0.7,2.7,21,88,47,0.00,0.10,0.10,0.00,0.10,0.10,0.04,0.14,0.10,0.14,Matches
82,80,Domagoj Bradarić,hr CRO,DF,Salernitana,23,1999,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.8,0.8,1.8,2.6,57,76,120,0.00,0.10,0.10,0.00,0.10,0.03,0.06,0.08,0.03,0.08,Matches
83,81,Josip Brekalo,hr CRO,FW,Fiorentina,25,1998,11,8,652,7.2,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,14,25,69,0.14,0.00,0.14,0.14,0.14,0.06,0.04,0.10,0.06,0.10,Matches
84,82,Gleison Bremer,br BRA,DF,Juventus,26,1997,36,36,3233,35.9,3,0,3,3,0,0,9,0,1.4,1.4,0.4,1.9,7,120,4,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
85,83,Brenner,br BRA,"MF,FW",Udinese,23,2000,8,2,189,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,6,8,10,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.20,0.18,0.20,Matches
86,84,Marco Brescianini,it ITA,MF,Frosinone,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46,70,100,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,Matches
87,85,Dylan Bronn,tn TUN,"DF,MF",Salernitana,28,1995,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
88,86,Tajon Buchanan,ca CAN,DF,Inter,24,1999,10,0,161,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,12,4,22,0.56,0.00,0.56,0.56,0.56,0.11,0.18,0.29,0.11,0.29,Matches
89,87,Alessandro Buongiorno,it ITA,DF,Torino,24,1999,29,29,2527,28.1,3,0,3,3,0,0,7,0,1.6,1.6,0.1,1.7,14,62,10,0.11,0.00,0.11,0.11,0.11,0.06,0.00,0.06,0.06,0.06,Matches
90,88,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19,2004,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,11.25,11.25,0.00,11.25,0.00,0.71,0.71,0.00,0.71,Matches
91,89,Jovane Cabral,cv CPV,"MF,FW",Salernitana,25,1998,12,8,678,7.5,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,22,40,39,0.13,0.00,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21,Matches
92,90,Liberato Cacace,nz NZL,DF,Empoli,22,2000,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.4,0.4,1.7,2.1,34,84,55,0.00,0.05,0.05,0.00,0.05,0.02,0.08,0.10,0.02,0.10,Matches
93,91,Jens Cajuste,se SWE,MF,Napoli,23,1999,26,11,1016,11.3,0,2,2,0,0,0,7,0,1.5,1.5,1.1,2.5,19,37,53,0.00,0.18,0.18,0.00,0.18,0.13,0.09,0.22,0.13,0.22,Matches
94,92,Davide Calabria,it ITA,DF,Milan,26,1996,29,26,2185,24.3,1,3,4,1,0,0,5,2,1.3,1.3,1.2,2.5,31,140,66,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.10,0.05,0.10,Matches
95,93,Riccardo Calafiori,it ITA,DF,Bologna,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,1.4,1.4,1.2,2.6,28,96,23,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.10,0.05,0.10,Matches
96,94,Mattia Caldara,it ITA,DF,Milan,29,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58,Matches
97,95,Luca Caldirola,it ITA,DF,Monza,32,1991,29,23,2141,23.8,1,1,2,1,0,0,7,1,0.5,0.5,0.6,1.1,10,56,9,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,Matches
98,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,29,1994,32,32,2556,28.4,13,3,16,3,10,10,5,0,10.1,2.3,4.7,7.0,45,186,34,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25,Matches
99,97,Francesco Camarda,it ITA,FW,Milan,15,2008,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,98,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,22,2000,37,29,2553,28.4,1,1,2,1,0,0,3,0,3.9,3.9,2.8,6.7,128,63,197,0.04,0.04,0.07,0.04,0.07,0.14,0.10,0.24,0.14,0.24,Matches
101,99,Andrea Cambiaso,it ITA,"DF,FW",Juventus,23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6.0,87,71,172,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23,Matches
102,100,Matteo Cancellieri,it ITA,"FW,MF",Empoli,21,2002,36,18,1788,19.9,4,3,7,4,0,0,7,0,4.7,4.7,2.9,7.6,48,26,138,0.20,0.15,0.35,0.20,0.35,0.24,0.15,0.38,0.24,0.38,Matches
103,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
104,101,Antonio Candreva,it ITA,"MF,FW",Salernitana,36,1987,34,32,2750,30.6,6,6,12,5,1,1,5,0,4.9,4.1,5.0,9.1,67,149,182,0.20,0.20,0.39,0.16,0.36,0.16,0.16,0.32,0.13,0.30,Matches
105,102,Luigi Canotto,it ITA,FW,Frosinone,29,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,103,Gianluca Caprari,it ITA,"MF,FW",Monza,30,1993,6,4,285,3.2,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,11,15,16,0.00,0.00,0.00,0.00,0.00,0.22,0.23,0.44,0.22,0.44,Matches
107,104,Elia Caprile,it ITA,GK,Empoli,21,2001,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
108,105,Francesco Caputo,it ITA,FW,Empoli,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,3.4,2.6,0.7,3.4,7,18,65,0.21,0.00,0.21,0.14,0.14,0.24,0.05,0.30,0.19,0.24,Matches
109,106,Andrea Carboni,it ITA,DF,Monza,22,2001,21,16,1487,16.5,1,0,1,1,0,0,1,0,1.2,1.2,0.5,1.7,13,46,22,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.10,0.07,0.10,Matches
110,107,Valentin Carboni,ar ARG,"MF,FW",Monza,18,2005,31,10,1169,13.0,2,3,5,2,0,0,2,0,2.3,2.3,1.7,4.0,52,57,75,0.15,0.23,0.38,0.15,0.38,0.18,0.13,0.31,0.18,0.31,Matches
111,108,Marco Carnesecchi,it ITA,GK,Atalanta,23,2000,27,27,2425,26.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,109,Nicolò Casale,it ITA,DF,Lazio,25,1998,20,16,1559,17.3,0,0,0,0,0,0,5,0,0.9,0.9,0.0,0.9,20,49,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
113,110,Giuseppe Caso,it ITA,"FW,MF",Frosinone,24,1998,14,2,417,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,15,20,37,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
114,111,Valentín Castellanos,ar ARG,FW,Lazio,24,1998,35,16,1682,18.7,4,3,7,4,0,0,2,0,7.3,7.3,1.7,8.9,15,47,132,0.21,0.16,0.37,0.21,0.37,0.39,0.09,0.48,0.39,0.48,Matches
115,112,Samu Castillejo,es ESP,"FW,MF",Sassuolo,28,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,27,26,45,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.21,0.04,0.21,Matches
116,113,Santiago Castro,ar ARG,FW,Bologna,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,1,1,15,0.37,0.37,0.74,0.37,0.74,0.35,0.20,0.55,0.35,0.55,Matches
117,114,Gaetano Castrovilli,it ITA,"FW,MF",Fiorentina,26,1997,6,5,367,4.1,1,2,3,1,0,0,0,0,0.3,0.3,0.6,0.9,14,12,25,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23,Matches
118,115,Danilo Cataldi,it ITA,MF,Lazio,28,1994,28,15,1361,15.1,1,0,1,1,0,0,8,0,0.4,0.4,0.8,1.1,9,69,7,0.07,0.00,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08,Matches
119,116,Emil Ceide,no NOR,"FW,MF",Sassuolo,21,2001,11,0,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,3,16,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17,Matches
120,117,Zeki Çelik,tr TUR,DF,Roma,26,1997,17,6,671,7.5,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,14,26,38,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11,Matches
121,118,Fabien Centonze,fr FRA,DF,Hellas Verona,27,1996,10,7,676,7.5,0,1,1,0,0,0,2,0,0.0,0.0,1.0,1.1,16,14,21,0.00,0.13,0.13,0.00,0.13,0.00,0.14,0.14,0.00,0.14,Matches
122,119,Michele Cerofolini,it ITA,GK,Frosinone,24,1999,8,7,675,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,120,Alberto Cerri,it ITA,FW,Empoli,27,1996,12,10,545,6.1,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3,9,23,0.17,0.00,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23,Matches
124,121,Leonardo Cerri,it ITA,DF,Juventus,20,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
125,122,Charlys,br BRA,MF,Hellas Verona,19,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
126,123,Walid Cheddira,ma MAR,FW,Frosinone,25,1998,36,24,2120,23.6,7,1,8,6,1,1,0,0,9.0,8.2,1.4,9.6,31,22,139,0.30,0.04,0.34,0.25,0.30,0.38,0.06,0.44,0.35,0.41,Matches
127,124,Federico Chiesa,it ITA,FW,Juventus,25,1997,33,25,2197,24.4,9,2,11,8,1,1,1,0,6.4,5.6,6.2,11.9,111,70,216,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,Matches
128,125,Oliver Christensen,dk DEN,GK,Fiorentina,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
130,126,Samuel Chukwueze,ng NGA,FW,Milan,24,1999,24,12,1017,11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,52,51,135,0.09,0.27,0.35,0.09,0.35,0.15,0.20,0.35,0.15,0.35,Matches
131,127,Alphadjo Cissè,it ITA,FW,Hellas Verona,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,128,Giorgio Cittadini,it ITA,DF,Monza,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,129,Giorgio Cittadini,it ITA,DF,Genoa,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,130,Patrick Ciurria,it ITA,"DF,MF",Monza,28,1995,22,18,1598,17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41,68,94,0.00,0.06,0.06,0.00,0.06,0.09,0.15,0.23,0.09,0.23,Matches
135,131,Lorenzo Colombo,it ITA,FW,Monza,21,2002,25,16,1359,15.1,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,16,24,75,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28,Matches
136,132,Andrea Colpani,it ITA,"MF,FW",Monza,24,1999,38,36,2657,29.5,8,4,12,8,0,0,1,0,4.8,4.8,5.0,9.8,90,120,193,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33,Matches
137,133,Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,18,2005,4,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
138,134,Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
139,135,Nikita Contini Baranovsky,it ITA,GK,Napoli,27,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,136,Diego Coppola,it ITA,DF,Hellas Verona,19,2003,24,18,1634,18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1,40,0,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
141,137,Tommaso Corazza,it ITA,DF,Bologna,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,14,9,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
142,138,Jeppe Corfitzen,dk DEN,FW,Lecce,18,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,139,Giacomo Corona,it ITA,FW,Empoli,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,140,João Costa,br BRA,"MF,FW",Roma,18,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
145,141,Benoît Costil,fr FRA,GK,Salernitana,36,1987,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
