nombre,club_actual,goles_esperados,asistencias_esperadas,goles_esperados_noPen,key_passes,xGChain,xGBuildup,temporada,liga
erling haaland,Manchester City,31.65399668365717,4.7517555598169565,25.56464628130197,29,30.19725350290537,3.128645434975624,2023-2024,premier-league
cole palmer,"Chelsea,Manchester City",17.83224501274526,11.869294486939909,10.981725485995412,72,31.036520244553685,15.302413104102015,2023-2024,premier-league
alexander isak,Newcastle United,22.07426631450653,3.652040131390095,17.507253035902977,27,24.041151970624924,5.754798140376806,2023-2024,premier-league
dominic solanke,Bournemouth,21.40683087334037,3.5437498800456524,19.12332433462143,39,22.5880119279027,4.080137750133872,2023-2024,premier-league
phil foden,Manchester City,11.307983005419374,8.51623285189271,11.307983005419374,73,30.41696721315384,16.99899828247726,2023-2024,premier-league
ollie watkins,Aston Villa,19.26459836959839,7.745744535699487,19.26459836959839,45,29.22941774129868,5.899641819298267,2023-2024,premier-league
mohamed salah,Liverpool,21.94127439334989,12.332044444978235,16.613166783005,66,31.87509580329061,8.363566914573312,2023-2024,premier-league
son heung-min,Tottenham,12.978620901703836,13.341020658612251,11.45628322660923,69,30.115575216710567,10.445971379056571,2023-2024,premier-league
jarrod bowen,West Ham,13.498636420816185,6.437707958742976,13.498636420816185,32,17.76942592486739,2.457054629921913,2023-2024,premier-league
jean-philippe mateta,Crystal Palace,12.290523625910282,3.52706278860569,10.768185935914516,32,15.486321330070496,2.852151058614254,2023-2024,premier-league
bukayo saka,Arsenal,16.807056225836277,11.325986489653587,12.240043208003044,89,30.35759701579809,13.228619534522297,2023-2024,premier-league
chris wood,Nottingham Forest,13.364272002130749,1.987032251432538,13.364272002130749,22,15.345352198928596,0.9163662036880852,2023-2024,premier-league
nicolas jackson,Chelsea,19.860593939200044,5.2836981769651175,19.860593939200044,36,27.91725537180901,7.270463835448027,2023-2024,premier-league
kai havertz,Arsenal,13.465729914605618,5.814370539039373,12.704561084508896,45,24.790123470127583,9.346141943708062,2023-2024,premier-league
yoane wissa,Brentford,11.16999962553382,3.828521143645048,11.16999962553382,29,16.368419870734215,4.587590790353715,2023-2024,premier-league
matheus cunha,Wolverhampton Wanderers,10.229120277799666,3.920058634132147,9.467951440252364,28,12.98503801226616,2.336798165924847,2023-2024,premier-league
leandro trossard,Arsenal,9.575767548754811,3.252073733136058,9.575767548754811,24,16.976479506120086,5.5028668232262135,2023-2024,premier-league
hee-chan hwang,Wolverhampton Wanderers,8.681871520355344,3.1403315979987383,7.920702653005719,17,12.023936153389512,2.623934909701348,2023-2024,premier-league
richarlison,Tottenham,9.619059151038527,1.9676255472004411,9.619059151038527,15,12.735109627246857,2.2886698860675097,2023-2024,premier-league
anthony gordon,Newcastle United,11.293779235333204,8.833045985549688,10.53261036798358,56,26.570194900035855,11.442161984741688,2023-2024,premier-league
eberechi eze,Crystal Palace,9.37310928851366,6.844833366572857,8.611940443515778,54,16.38165108114481,6.3479389026761055,2023-2024,premier-league
darwin núñez,Liverpool,19.187851031310856,5.950456521473825,18.42668213415891,33,25.07862750068307,5.313199203461409,2023-2024,premier-league
julián álvarez,Manchester City,14.373571239411833,5.823111834935844,12.851233504712582,66,27.162230297923088,13.089299127459526,2023-2024,premier-league
carlton morris,Luton,12.306741118431091,3.691950936801732,8.500896904617548,22,12.545526312664151,5.202579701319337,2023-2024,premier-league
bruno fernandes,Manchester United,10.74626663699746,13.15852378681302,6.940422397106886,113,22.69340828806162,12.64676270633936,2023-2024,premier-league
leon bailey,Aston Villa,6.4655649326741695,10.29915790259838,6.4655649326741695,51,17.98974223807454,6.671372391283512,2023-2024,premier-league
diogo jota,Liverpool,6.724682793021202,3.19649357162416,6.724682793021202,23,12.289753511548042,5.313873592764139,2023-2024,premier-league
michael olise,Crystal Palace,5.68741318397224,5.196664724498987,4.926244312897325,35,12.075153382495046,5.04660432972014,2023-2024,premier-league
rasmus højlund,Manchester United,9.338883213698864,1.779460173100233,9.338883213698864,28,11.463255237787962,2.9498381465673447,2023-2024,premier-league
elijah adebayo,Luton,6.630781220272183,0.8136616554111242,6.630781220272183,14,8.281278105452657,1.9411640595644712,2023-2024,premier-league
callum wilson,Newcastle United,10.12450959533453,0.9339367430657148,8.602172024548054,8,10.547705547884108,1.8611295819282527,2023-2024,premier-league
douglas luiz,Aston Villa,7.572099968791008,5.288189608603716,4.527424611151218,53,17.31126916781068,13.624405791983008,2023-2024,premier-league
bryan mbeumo,Brentford,9.158370908349752,5.14017678797245,6.874864336103201,32,15.155989956110716,6.123919734731317,2023-2024,premier-league
joão pedro,Brighton,11.918903339654207,5.4223863165825605,8.113133335486054,37,17.548418318852782,7.590120053850114,2023-2024,premier-league
rodrigo muniz,Fulham,8.481916300952435,1.3883774541318417,8.481916300952435,16,9.755544383078814,2.1016076635569334,2023-2024,premier-league
raheem sterling,Chelsea,8.573790527880192,4.971372967585921,8.573790527880192,30,19.289956534281373,8.898095147684216,2023-2024,premier-league
rodri,Manchester City,4.294270480051637,5.32604681327939,4.294270480051637,50,31.6230084002018,26.291744768619537,2023-2024,premier-league
martin odegaard,Arsenal,7.670226177200675,11.577396512031555,6.147925289347768,102,29.81505699455738,18.13802364096045,2023-2024,premier-league
callum hudson-odoi,Nottingham Forest,3.01959465444088,3.0873287972062826,3.01959465444088,36,12.357455093413591,6.948451370000839,2023-2024,premier-league
dejan kulusevski,Tottenham,5.835474932566285,8.615606566891074,5.835474932566285,65,23.71713701635599,12.507268408313394,2023-2024,premier-league
luis díaz,Liverpool,12.864595355466008,6.482230054214597,12.864595355466008,64,24.42669267952442,10.309036564081907,2023-2024,premier-league
cody gakpo,Liverpool,8.769219513982534,4.2288118079304695,8.769219513982534,25,17.55027423426509,6.47403072565794,2023-2024,premier-league
antoine semenyo,Bournemouth,6.423830641433597,3.799709178507328,6.423830641433597,29,15.41077795997262,5.712709335610271,2023-2024,premier-league
mohammed kudus,West Ham,5.177267018705607,3.5089522134512663,5.177267018705607,28,11.516938520595431,4.337017804384232,2023-2024,premier-league
marcus rashford,Manchester United,7.661536030471325,2.390108224004507,6.13919834792614,24,12.686340739950538,4.950286580249667,2023-2024,premier-league
james ward-prowse,West Ham,5.63929136376828,8.108484361320734,4.116953688673675,64,11.991799759678544,7.065227452665567,2023-2024,premier-league
abdoulaye doucouré,Everton,10.20444649644196,2.55271128565073,10.20444649644196,33,13.33745107613504,5.22493714094162,2023-2024,premier-league
odsonne edouard,Crystal Palace,7.869511350989342,1.0359194399788976,7.869511350989342,18,8.31682275235653,2.1359799914062023,2023-2024,premier-league
raúl jiménez,Fulham,5.9900733437389135,1.6923745833337307,5.9900733437389135,11,7.9016893692314625,1.7369755171239376,2023-2024,premier-league
declan rice,Arsenal,3.186093623749912,5.895036246627569,3.186093623749912,47,19.678100544027984,16.131323732435703,2023-2024,premier-league
dominic calvert-lewin,Everton,13.627293583005669,3.068425781559199,12.104955926537514,19,11.614983171224594,1.8352613244205715,2023-2024,premier-league
scott mctominay,Manchester United,6.777370238676667,1.0619673654437063,6.777370238676667,11,9.31455492042005,3.7229946237057447,2023-2024,premier-league
justin kluivert,Bournemouth,7.296913180500269,1.6692864689975977,7.296913180500269,21,11.757105719298124,4.571535241790116,2023-2024,premier-league
tomas soucek,West Ham,7.466816443949938,2.1494441609829664,7.466816443949938,20,12.123065176419914,6.039048316888511,2023-2024,premier-league
bruno guimarães,Newcastle United,4.978310074657202,7.888791332021356,4.978310074657202,62,23.880530774593357,18.56961396895349,2023-2024,premier-league
alejandro garnacho,Manchester United,9.865097627043724,5.915270071476698,9.865097627043724,46,18.36983707919717,5.970016654580832,2023-2024,premier-league
michail antonio,West Ham,6.025665767490864,1.559285182505846,6.025665767490864,9,8.23398894816637,2.5248712673783302,2023-2024,premier-league
oliver mcburnie,Sheffield United,7.429724760353565,2.1915900241583586,5.907387010753155,12,6.99262013938278,2.891832641325891,2023-2024,premier-league
neal maupay,"Brentford,Everton",7.23018298856914,2.382636667229235,7.23018298856914,16,11.593444548547268,3.028178656473756,2023-2024,premier-league
bernardo silva,Manchester City,4.0968160554766655,8.528519937768579,4.0968160554766655,65,24.37213490717113,15.577253567054868,2023-2024,premier-league
jacob bruun larsen,Burnley,5.2944221664220095,1.4546170141547918,4.533253343775868,25,7.313723993487656,2.519299939274788,2023-2024,premier-league
moussa diaby,Aston Villa,6.457844961434603,8.6211255826056,6.457844961434603,46,17.952719137072563,6.211081475019455,2023-2024,premier-league
bobby reid,Fulham,5.469232198782265,1.5773739200085402,5.469232198782265,17,6.414783387444913,1.6770686488598583,2023-2024,premier-league
sean longstaff,Newcastle United,7.077314300462604,3.0185976549983025,7.077314300462604,20,17.2361901816912,9.9536661230959,2023-2024,premier-league
john mcginn,Aston Villa,4.672283694148064,5.626847393810749,4.672283694148064,45,20.780676677823067,13.845141869038343,2023-2024,premier-league
gabriel martinelli,Arsenal,7.119670176878572,5.322934284806252,7.119670176878572,46,16.80896869674325,6.638341135345399,2023-2024,premier-league
taiwo awoniyi,Nottingham Forest,5.060870740562677,1.6294344998896122,5.060870740562677,10,6.060688458383083,1.5500111253932118,2023-2024,premier-league
evan ferguson,Brighton,3.9660524409264326,0.6511713527143002,3.9660524409264326,6,6.868808541446924,2.484281620942056,2023-2024,premier-league
simon adingra,Brighton,5.096701676025987,3.30205356515944,5.096701676025987,33,13.104233894497156,6.308099476620555,2023-2024,premier-league
ben brereton díaz,Sheffield United,6.060540288686752,1.6426486261188984,5.29937145113945,8,7.229928359389305,1.5459889732301235,2023-2024,premier-league
alex iwobi,"Everton,Fulham",5.662265548482537,4.8107705460861325,5.662265548482537,52,16.545354936271906,8.541501207277179,2023-2024,premier-league
danny welbeck,Brighton,6.242080001160502,2.18816620670259,6.242080001160502,22,13.546813283115624,7.474573427811265,2023-2024,premier-league
ross barkley,Luton,4.483209175989032,4.823556295596063,4.483209175989032,43,11.16435156017542,5.912003388628364,2023-2024,premier-league
eddie nketiah,Arsenal,5.057408779859543,1.209644090384245,5.057408779859543,9,5.851144388318062,0.9911122377961874,2023-2024,premier-league
harvey barnes,Newcastle United,3.467865003272891,4.21071451343596,3.467865003272891,13,9.07958210259676,2.550239199772477,2023-2024,premier-league
morgan gibbs-white,Nottingham Forest,6.069625414907932,9.522167706862092,5.308456636965275,74,18.27287240326405,9.268674820661545,2023-2024,premier-league
cristian romero,Tottenham,3.9851038865745063,0.3418706227093935,3.9851038865745063,7,17.811701461672783,16.453976824879646,2023-2024,premier-league
lyle foster,Burnley,5.608147136867046,1.4990256652235985,5.608147136867046,19,8.676230592653155,2.611631980165839,2023-2024,premier-league
alexis mac allister,Liverpool,3.998983211815357,3.578091200441122,3.237814389169216,47,22.71393956243992,18.186699956655502,2023-2024,premier-league
conor gallagher,Chelsea,4.717563968151808,5.792711144313216,4.717563968151808,52,25.90884201787412,18.712417108938094,2023-2024,premier-league
anthony elanga,Nottingham Forest,6.7731207851320505,7.090984374284744,6.7731207851320505,33,17.626320507377386,5.61586544662714,2023-2024,premier-league
brennan johnson,"Nottingham Forest,Tottenham",12.170278270728886,7.638319082558155,12.170278270728886,46,21.61685962975025,3.084777120500803,2023-2024,premier-league
mykhailo mudryk,Chelsea,5.111277528107166,3.8853818774223328,5.111277528107166,32,10.99068268481642,4.357236756011844,2023-2024,premier-league
noni madueke,Chelsea,3.003602419048548,2.160680465400219,2.242433581501245,20,7.7808678727597,4.740718839690089,2023-2024,premier-league
jhon durán,Aston Villa,1.9487376604229207,0.2149669798091054,1.9487376604229207,4,3.182466324418783,1.1166265159845352,2023-2024,premier-league
zeki amdouni,Burnley,6.100483123213053,1.494755046442151,5.339314285665751,16,7.888359908014536,2.6891510486602783,2023-2024,premier-league
fabian schär,Newcastle United,2.679914410226047,1.2247396316379309,2.679914410226047,9,13.900441944599152,13.216225143522024,2023-2024,premier-league
pascal groß,Brighton,6.07863125950098,8.449651076458395,5.317462421953678,101,23.86568094044924,17.94647761248052,2023-2024,premier-league
