nombre,club_actual,goles_esperados,asistencias_esperadas,goles_esperados_noPen,key_passes,xGChain,xGBuildup,temporada,liga
robert lewandowski,Barcelona,25.93928100913763,6.353777157142758,25.196005009114742,36,36.746243976056576,9.871428990736604,2022-2023,laliga
karim benzema,Real Madrid,23.95281184464693,6.247546784579754,18.006582662463188,48,25.88561362028122,8.579489946365356,2022-2023,laliga
joselu,Espanyol,15.871623763814569,2.09515243396163,12.15523842163384,22,13.920117577537894,2.132707592099905,2022-2023,laliga
antoine griezmann,Atletico Madrid,11.751190435141323,15.643586406484246,11.751190435141323,85,30.893705546855927,11.25261721946299,2022-2023,laliga
borja iglesias,Real Betis,15.634133275598288,2.9218252673745155,11.174591269344091,22,15.96169090270996,3.046393381431699,2022-2023,laliga
vedat muriqi,Mallorca,13.942932915873826,2.4056402393616736,10.226548311300576,21,12.27048505935818,1.9334499863907693,2022-2023,laliga
enes ünal,Getafe,11.60818971786648,3.355746453627944,7.148527042008936,28,10.861758533865212,3.2681479174643755,2022-2023,laliga
álvaro morata,Atletico Madrid,14.64975681900978,1.978996174409985,14.64975681900978,17,16.11631727218628,3.3102323040366173,2022-2023,laliga
valentín castellanos,Girona,14.019209953024983,1.6325436383485794,13.275932939723134,15,14.273264510557055,2.4223936777561903,2022-2023,laliga
iago aspas,Celta Vigo,10.685916561633348,6.543626822531223,8.456082809716463,81,20.44666382297873,8.838192334398627,2022-2023,laliga
alexander sørloth,Real Sociedad,15.474885508418083,4.683027924969792,15.474885508418083,31,21.82136031612754,4.321957105770707,2022-2023,laliga
nicolas jackson,Villarreal,8.56287157163024,4.143055668100715,8.56287157163024,22,15.196007523685694,3.050466211512685,2022-2023,laliga
gabriel veiga,Celta Vigo,6.079808419570327,3.169464748352766,6.079808419570327,28,13.140363078564404,5.013061733916402,2022-2023,laliga
iñaki williams,Athletic Club,11.302643245086074,6.15851891413331,9.816090581938624,39,17.5813892390579,3.8634488387033343,2022-2023,laliga
martin braithwaite,Espanyol,11.363067630678415,1.6867957413196564,11.363067630678415,12,13.113234112039208,3.276439910754561,2022-2023,laliga
vinícius júnior,Real Madrid,10.869105548597872,9.859566218219696,10.869105548597872,64,25.33413933031261,9.522749237716198,2022-2023,laliga
oihan sancet,Athletic Club,8.514426482841372,4.576554672792554,7.027870846912265,44,16.236426129937172,6.456854950636625,2022-2023,laliga
cristhian stuani,Girona,9.90645307675004,1.2468140870332718,5.446792509406805,8,5.696666756644845,1.2228918503969908,2022-2023,laliga
marco asensio,Real Madrid,6.373870919458568,5.166510669514537,5.630593827925623,40,15.242820231243968,8.65533515624702,2022-2023,laliga
ángel correa,Atletico Madrid,6.723428345285356,4.05713627487421,6.723428345285356,23,11.97500139568001,4.690866146236658,2022-2023,laliga
takefusa kubo,Real Sociedad,7.147603329271078,6.844971331767738,7.147603329271078,38,15.974665026180446,4.888196804560721,2022-2023,laliga
rodrygo,Real Madrid,14.77451155334711,7.274762897752225,14.0312335267663,47,27.13535382971168,10.772944938391449,2022-2023,laliga
isi palazón,Rayo Vallecano,7.684917610138655,4.770460481755436,5.461059231311083,64,10.31423994153738,4.320788227953017,2022-2023,laliga
ante budimir,Osasuna,8.004971714690328,0.7373963035643101,8.004971714690328,11,8.55313607584685,1.3744415706023574,2022-2023,laliga
borja mayoral,Getafe,9.47557975910604,3.153979867696762,7.989024238660932,22,10.60287531092763,1.257620943710208,2022-2023,laliga
youssef en-nesyri,Sevilla,9.021287601441143,1.5004541031084957,9.021287601441143,10,10.731832148507236,1.5815792866051197,2022-2023,laliga
brais méndez,Real Sociedad,5.7975368313491344,3.794712699949741,5.7975368313491344,48,12.904487824067472,6.832457087934017,2022-2023,laliga
ezequiel ávila,Osasuna,6.8799684997648,2.660105465911329,4.650134900584817,18,7.066663050092757,1.4496865142136812,2022-2023,laliga
cyle larin,Real Valladolid,7.6028114929795265,2.5209364108741283,6.116256274282932,16,8.023387804627419,0.378777889534831,2022-2023,laliga
lucas boyé,Elche,9.719672399573028,3.5554743418470025,8.976394372992218,28,12.715304585173726,3.5361030101776123,2022-2023,laliga
gerard moreno,Villarreal,9.87488753721118,2.507025921717286,8.388327490538359,18,12.140603572130203,3.066850008442998,2022-2023,laliga
morales,Villarreal,6.655161900445819,1.8830509334802628,6.655161900445819,9,9.192641694098713,0.7022352069616318,2022-2023,laliga
yannick carrasco,Atletico Madrid,8.940640585497022,4.486889308318496,8.197362976148725,45,16.778101973235607,6.28173135779798,2022-2023,laliga
federico valverde,Real Madrid,4.023555099964142,6.36190115660429,4.023555099964142,43,20.64074229262769,13.516591982915998,2022-2023,laliga
javi puado,Espanyol,7.291619469411671,3.251571474596858,7.291619469411671,25,9.177111096680164,2.9672640254721045,2022-2023,laliga
anssumane fati,Barcelona,10.52517001517117,1.694920001551509,10.52517001517117,15,16.356084873899817,5.562163054011762,2022-2023,laliga
raphinha,Barcelona,10.038539066910744,10.53321040980518,10.038539066910744,57,25.81641324609518,13.703732771798968,2022-2023,laliga
el bilal touré,Almeria,6.231381913647056,0.7389202993363142,6.231381913647056,14,7.832287222146988,1.316285077482462,2022-2023,laliga
erik lamela,Sevilla,6.223248302936554,1.5323463045060637,6.223248302936554,23,9.57962186448276,3.953694580122829,2022-2023,laliga
rafa mir,Sevilla,8.138766031712294,0.923073842190206,8.138766031712294,9,8.636538857594132,1.087171877734363,2022-2023,laliga
sergi darder,Espanyol,3.463144911453128,8.386047177016735,3.463144911453128,74,15.358720410615206,10.29543449729681,2022-2023,laliga
pere milla,Elche,5.174815798178315,1.3084059935063124,2.9449808094650507,13,5.5135867381468415,2.2564130621030927,2022-2023,laliga
sergio león,Real Valladolid,4.211818747222424,1.7067245226353407,2.725259453058243,13,5.114428512752056,1.4469424933195114,2022-2023,laliga
justin kluivert,Valencia,6.611951711587608,2.7358507309108973,5.868930700235069,23,10.047239660285411,2.255819134414196,2022-2023,laliga
gorka guruzeta,Athletic Club,6.38426064606756,1.239474257454276,6.38426064606756,14,9.517838278785348,3.251096060499549,2022-2023,laliga
samuel chukwueze,Villarreal,7.250476302579045,4.412587216123939,7.250476302579045,44,15.63541644345969,5.525067799724639,2022-2023,laliga
lee kang-in,Mallorca,5.014088646508753,6.462270581163466,5.014088646508753,53,11.570726854726672,4.871508724056184,2022-2023,laliga
sergio camello,Rayo Vallecano,7.05746890977025,2.189080720767379,7.05746890977025,28,9.704236967489123,1.7313141617923975,2022-2023,laliga
álex baena,Villarreal,4.281025390140712,5.160048458725214,4.281025390140712,31,14.062755624763668,7.922818042337894,2022-2023,laliga
pedri,Barcelona,4.976779539138079,5.747395858168602,4.976779539138079,42,24.879692651331425,17.11201692186296,2022-2023,laliga
nico williams,Athletic Club,6.019259100779891,5.542633295059204,6.019259100779891,44,15.79513369873166,5.758142877370119,2022-2023,laliga
samuel lino,Valencia,8.720042706467211,2.2068142872303724,8.720042706467211,27,16.564936473965645,6.476675685495138,2022-2023,laliga
lázaro,Almeria,3.860782763920725,0.719991048797965,3.860782763920725,12,5.336115034297109,1.1216947715729475,2022-2023,laliga
memphis depay,"Atletico Madrid,Barcelona",4.539924480021,0.7684173043817282,4.539924480021,8,6.1499131470918655,1.0386573784053326,2022-2023,laliga
ousmane dembélé,Barcelona,5.202294500544667,5.9506505243480206,5.202294500544667,41,16.991774890571833,7.3921117503196,2022-2023,laliga
edinson cavani,Valencia,5.868209354579449,1.7603410109877586,3.638375898823142,12,6.603921540081501,1.7283265544101596,2022-2023,laliga
álvaro garcía,Rayo Vallecano,3.518818292766809,5.357935098931193,3.518818292766809,48,10.664880255237222,4.134054873138666,2022-2023,laliga
eder militão,Real Madrid,3.472639105282724,0.6630480252206326,3.472639105282724,7,15.225922979414465,14.706600114703178,2022-2023,laliga
juanmi,Real Betis,4.853912426158786,1.2066011186689138,4.853912426158786,4,7.613409383222461,2.110602483153343,2022-2023,laliga
lucas ocampos,Sevilla,4.324829484336078,0.9793771132826804,2.0949972374364734,13,5.242225570604205,2.408514514565468,2022-2023,laliga
ezequiel ponce,Elche,4.292130868881941,0.5075208488851786,4.292130868881941,10,4.121271654963493,1.3701778054237366,2022-2023,laliga
sergi roberto,Barcelona,2.2950772028416395,1.1037648497149348,2.2950772028416395,11,10.880764681845903,8.29584439471364,2022-2023,laliga
adrián embarba,"Almeria,Espanyol",3.951405564323068,3.16005923692137,3.2081278953701258,31,5.651959799230099,2.0733875893056397,2022-2023,laliga
mikel oyarzabal,Real Sociedad,5.102983638644218,2.5520786121487617,2.8731560558080678,14,6.747103767469525,2.270870100706816,2022-2023,laliga
luka modric,Real Madrid,3.426376735791564,5.127760328352451,2.683098709210753,42,15.952041245996952,11.54232443124056,2022-2023,laliga
lucas vázquez,Real Madrid,1.8904301412403584,1.577684948220849,1.8904301412403584,23,9.31353317759931,6.785189708694816,2022-2023,laliga
theo bongonda,Cadiz,4.301263943314552,2.890035731717944,3.557986333966255,20,7.863660013303161,1.949241280555725,2022-2023,laliga
samu castillejo,Valencia,3.3465572260320187,3.3430429752916098,3.3465572260320187,30,7.570638716220856,3.5696487966924906,2022-2023,laliga
leo baptistao,Almeria,4.972651930525899,1.3178994208574295,4.972651930525899,17,6.464914631098509,1.6458432963117955,2022-2023,laliga
gonzalo escalante,Cadiz,3.4860581438988447,1.36583006195724,3.4860581438988447,10,5.82333117723465,1.6171930115669966,2022-2023,laliga
sergio canales,Real Betis,4.655821478925645,5.269131166860461,3.912543452344835,56,12.74706557393074,5.691056125797331,2022-2023,laliga
raúl de tomás,Rayo Vallecano,4.349516078829765,0.7042726706713438,2.8630890510976315,10,3.9684460256248713,0.7226112969219685,2022-2023,laliga
florian lejeune,Rayo Vallecano,2.5553433396853507,0.2972330087795853,2.5553433396853507,8,3.944842168129981,3.74573175702244,2022-2023,laliga
alex berenguer,Athletic Club,5.65740998275578,4.944238013587892,5.65740998275578,53,11.792327504605057,4.7892356012016535,2022-2023,laliga
ferrán torres,Barcelona,5.989609178155661,4.729961212724447,5.24633189663291,26,12.55453467555344,4.494726527482271,2022-2023,laliga
gonzalo melero,Almeria,2.9841087525710464,1.6417159559205174,2.2408267920836806,19,7.187590108253062,4.5795428566634655,2022-2023,laliga
rodrigo riquelme,Girona,3.763311943039298,4.454517330043018,3.763311943039298,33,12.919351778924463,6.393373230472207,2022-2023,laliga
tete morente,Elche,3.4170382358133797,1.2339700432494285,3.4170382358133797,16,4.962422214448452,2.0328816594555974,2022-2023,laliga
nahuel molina,Atletico Madrid,3.221422616392374,3.716898473445326,3.221422616392374,38,17.213840421289206,11.33504480496049,2022-2023,laliga
luis suárez,Almeria,4.259950110688806,2.599911816418171,4.259950110688806,14,7.722347047179937,1.6062554772943258,2022-2023,laliga
yeremi pino,Villarreal,8.073961677029729,6.480380788445473,8.073961677029729,45,19.515446979552507,6.649317253381014,2022-2023,laliga
abdessamad ezzalzouli,Osasuna,3.1559770852327347,1.543413994833827,3.1559770852327347,12,6.813403839245439,2.940178645774722,2022-2023,laliga
jørgen strand larsen,Celta Vigo,4.807609509676695,1.9461370818316936,4.807609509676695,12,7.904950646683574,2.37780256383121,2022-2023,laliga
haris seferovic,Celta Vigo,2.943560536950826,0.7547887451946735,2.943560536950826,6,4.463256757706404,1.2518178410828114,2022-2023,laliga
etienne capoue,Villarreal,2.5871706064790487,1.3829733729362488,2.5871706064790487,10,9.550727393478155,6.900384275242686,2022-2023,laliga
ayoze pérez,Real Betis,4.819808043539524,2.088960354216397,4.819808043539524,13,8.787146365270019,3.4517416898161173,2022-2023,laliga
umar sadiq,"Almeria,Real Sociedad",1.8637180104851725,0.3351791985332966,1.8637180104851725,3,2.035436175763607,0.0580889023840427,2022-2023,laliga
lucas pérez,Cadiz,2.633298747241497,0.748432575725019,2.633298747241497,4,4.280049987137318,1.358742816373706,2022-2023,laliga
david lópez,Girona,2.083658127579838,0.5176103990525007,2.083658127579838,8,6.298737289384008,5.486880846321583,2022-2023,laliga
munir,Getafe,3.109267878346145,1.4003085307776928,3.109267878346145,13,4.758883818984032,1.5732949916273355,2022-2023,laliga
moi gómez,Osasuna,1.6488030375912786,4.185353032313287,1.6488030375912786,53,9.959921073168516,7.940998271107674,2022-2023,laliga
saúl ñíguez,Atletico Madrid,1.8404701314866545,0.7208594754338264,1.8404701314866545,7,5.90284320153296,3.490167681127786,2022-2023,laliga
daniel parejo,Villarreal,4.973938208073378,4.121287411078811,2.000826846808195,49,21.936499398201704,20.45923517085612,2022-2023,laliga
óliver torres,Sevilla,2.6738771479576826,3.361958678811789,2.6738771479576826,38,11.847869066521524,7.417101534083486,2022-2023,laliga
óscar trejo,Rayo Vallecano,3.2997434101998806,2.890318663790822,1.8131883330643177,43,8.164497144520283,4.544045289978385,2022-2023,laliga
fidel,Elche,2.225505981594324,3.321523784659803,1.4822279550135136,29,5.355835731141269,2.8275361387059093,2022-2023,laliga
álex fernández,Cadiz,2.5380992107093334,1.648745395243168,1.7948211841285229,17,4.373485868796706,2.1740058548748493,2022-2023,laliga
rubén sobrino,Cadiz,5.517203697934747,2.506707616150379,5.517203697934747,24,10.402135593816638,2.895870951935649,2022-2023,laliga
mikel vesga,Athletic Club,3.866862854920328,1.5124138267710805,1.6370312785729766,20,9.45955678448081,8.180542539805174,2022-2023,laliga
sergi guardiola,"Cadiz,Real Valladolid",4.285032698884606,0.559431254863739,4.285032698884606,11,5.3867214331403375,0.8859493620693684,2022-2023,laliga
mouctar diakhaby,Valencia,3.12158259563148,0.2078199014067649,3.12158259563148,5,5.248168438673019,4.594046052545309,2022-2023,laliga
mario hermoso,Atletico Madrid,2.931158736813813,2.014459842815995,2.931158736813813,14,12.600461326539516,11.598210141062737,2022-2023,laliga
rubén alcaraz,Cadiz,3.617601087316871,1.8370729750022288,1.387767881155014,21,5.2643252443522215,3.219039767980576,2022-2023,laliga
